INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00721,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2338,0,772,772,0,33.0197,33.0197
I00721,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,1621,18,788,789,1.1104,48.612,48.6737
I00721,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1946,0,422,422,0,21.6855,21.6855
I00721,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,1976,0,313,313,0,15.8401,15.8401
I00721,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,2473,0,722,722,0,29.1953,29.1953
I00721,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1462,0,569,569,0,38.9193,38.9193
I00721,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3005,0,1168,1168,0,38.8686,38.8686
I00721,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1261,0,464,464,0,36.7962,36.7962
I00721,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1570,0,796,796,0,50.7006,50.7006
I00721,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,3162,387,727,751,12.2391,22.9918,23.7508
I00721,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,2831,0,1239,1239,0,43.7655,43.7655
I00721,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,1132,0,381,381,0,33.6572,33.6572
I00721,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2510,200,1022,1024,7.9681,40.7171,40.7968
I00721,RJN,EAST CHESHIRE NHS TRUST,926,0,191,191,0,20.6263,20.6263
I00721,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,4164,0,1058,1058,0,25.4083,25.4083
I00721,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2711,0,852,852,0,31.4275,31.4275
I00721,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2633,0,598,598,0,22.7117,22.7117
I00721,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1944,0,781,781,0,40.1749,40.1749
I00721,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,3525,1,1604,1604,0.0284,45.5035,45.5035
I00721,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1516,158,290,302,10.4222,19.1293,19.9208
I00721,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,1004,0,178,178,0,17.7291,17.7291
I00721,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,3019,1,961,962,0.0331,31.8317,31.8649
I00721,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1818,73,573,577,4.0154,31.5182,31.7382
I00721,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1459,1,745,745,0.0685,51.0624,51.0624
I00721,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,2116,141,748,770,6.6635,35.3497,36.3894
I00721,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,905,0,189,189,0,20.884,20.884
I00721,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,4624,0,1205,1205,0,26.0597,26.0597
I00721,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,569,0,254,254,0,44.6397,44.6397
I00721,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3509,93,908,935,2.6503,25.8763,26.6458
I00721,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2237,1,1263,1263,0.0447,56.4595,56.4595
I00721,RGQ,IPSWICH HOSPITAL NHS TRUST,2037,0,487,487,0,23.9077,23.9077
I00721,R1F,ISLE OF WIGHT NHS TRUST,971,0,253,253,0,26.0556,26.0556
I00721,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1636,0,439,439,0,26.8337,26.8337
I00721,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1738,0,529,529,0,30.4373,30.4373
I00721,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,3199,0,1550,1550,0,48.4526,48.4526
I00721,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,1267,0,559,559,0,44.12,44.12
I00721,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2350,0,982,982,0,41.7872,41.7872
I00721,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,4116,0,1277,1277,0,31.0253,31.0253
I00721,RJ2,LEWISHAM AND GREENWICH NHS TRUST,2424,0,562,562,0,23.1848,23.1848
I00721,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,2550,0,832,832,0,32.6275,32.6275
I00721,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1845,0,582,582,0,31.5447,31.5447
I00721,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2400,0,741,741,0,30.875,30.875
I00721,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,3526,1,1396,1396,0.0284,39.5916,39.5916
I00721,RPA,MEDWAY NHS FOUNDATION TRUST,1897,0,490,490,0,25.8303,25.8303
I00721,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,1561,0,398,398,0,25.4965,25.4965
I00721,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,2013,0,360,360,0,17.8838,17.8838
I00721,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,3048,0,824,824,0,27.0341,27.0341
I00721,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1254,0,629,629,0,50.1595,50.1595
I00721,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3520,2,1042,1042,0.0568,29.6023,29.6023
I00721,RVJ,NORTH BRISTOL NHS TRUST,2302,0,695,695,0,30.1911,30.1911
I00721,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,1903,0,556,556,0,29.217,29.217
I00721,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,1271,0,281,281,0,22.1086,22.1086
I00721,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,2068,0,732,732,0,35.3965,35.3965
I00721,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,2806,0,988,988,0,35.2103,35.2103
I00721,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1950,0,804,804,0,41.2308,41.2308
I00721,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,1110,0,347,347,0,31.2613,31.2613
I00721,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2549,0,429,429,0,16.8301,16.8301
I00721,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,3199,604,1241,1279,18.8809,38.7934,39.9812
I00721,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,4358,261,1299,1299,5.989,29.8073,29.8073
I00721,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3180,293,1439,1440,9.2138,45.2516,45.283
I00721,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,3836,36,841,841,0.9385,21.9239,21.9239
I00721,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,1633,257,372,437,15.7379,22.7802,26.7606
I00721,RHU,PORTSMOUTH HOSPITALS NHS TRUST,3081,0,803,803,0,26.063,26.063
I00721,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2108,0,975,975,0,46.2524,46.2524
I00721,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,2452,0,612,612,0,24.9592,24.9592
I00721,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,2293,1,509,510,0.0436,22.198,22.2416
I00721,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,2743,0,1061,1061,0,38.6803,38.6803
I00721,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,2093,327,989,1012,15.6235,47.2527,48.3516
I00721,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,1170,55,706,706,4.7009,60.3419,60.3419
I00721,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,2027,0,486,486,0,23.9763,23.9763
I00721,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1851,0,763,763,0,41.221,41.221
I00721,RNZ,SALISBURY NHS FOUNDATION TRUST,1121,180,482,502,16.0571,42.9973,44.7814
I00721,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2137,0,574,574,0,26.8601,26.8601
I00721,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3610,279,983,1037,7.7285,27.2299,28.7258
I00721,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,2026,0,301,301,0,14.8569,14.8569
I00721,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2800,0,740,740,0,26.4286,26.4286
I00721,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2919,1,852,852,0.0343,29.1881,29.1881
I00721,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,1124,193,352,358,17.1708,31.3167,31.8505
I00721,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1238,0,225,225,0,18.1745,18.1745
I00721,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2382,38,667,672,1.5953,28.0017,28.2116
I00721,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1291,0,255,255,0,19.7521,19.7521
I00721,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2019,0,1032,1032,0,51.1144,51.1144
I00721,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,2312,0,831,831,0,35.9429,35.9429
I00721,RWJ,STOCKPORT NHS FOUNDATION TRUST,1850,0,585,585,0,31.6216,31.6216
I00721,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1947,0,774,774,0,39.7535,39.7535
I00721,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,1433,0,386,386,0,26.9365,26.9365
I00721,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,1738,0,439,439,0,25.2589,25.2589
I00721,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2433,0,657,657,0,27.0037,27.0037
I00721,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,1049,0,243,243,0,23.1649,23.1649
I00721,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2579,0,705,705,0,27.3362,27.3362
I00721,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1600,2,375,376,0.125,23.4375,23.5
I00721,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1769,0,207,207,0,11.7015,11.7015
I00721,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1467,0,424,424,0,28.9025,28.9025
I00721,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,2132,353,956,982,16.5572,44.8405,46.06
I00721,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2654,0,583,583,0,21.9668,21.9668
I00721,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,1820,0,433,433,0,23.7912,23.7912
I00721,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3704,0,971,971,0,26.2149,26.2149
I00721,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1165,0,443,443,0,38.0258,38.0258
I00721,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,3046,455,1482,1486,14.9376,48.654,48.7853
I00721,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2692,0,832,832,0,30.9064,30.9064
I00721,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,1712,29,440,448,1.6939,25.7009,26.1682
I00721,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2979,0,1015,1015,0,34.0718,34.0718
I00721,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4419,1,1102,1103,0.0226,24.9378,24.9604
I00721,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1781,0,665,665,0,37.3386,37.3386
I00721,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,4313,0,1747,1747,0,40.5054,40.5054
I00721,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,2520,1,516,516,0.0397,20.4762,20.4762
I00721,RBK,WALSALL HEALTHCARE NHS TRUST,1668,0,587,587,0,35.1918,35.1918
I00721,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1422,0,590,590,0,41.4909,41.4909
I00721,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,2144,0,621,621,0,28.9646,28.9646
I00721,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,1476,0,557,557,0,37.7371,37.7371
I00721,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,3137,0,1112,1112,0,35.4479,35.4479
I00721,RA3,WESTON AREA HEALTH NHS TRUST,931,0,317,317,0,34.0494,34.0494
I00721,RKE,WHITTINGTON HEALTH NHS TRUST,597,0,241,241,0,40.3685,40.3685
I00721,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,2206,1,867,867,0.0453,39.3019,39.3019
I00721,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2903,0,793,793,0,27.3166,27.3166
I00721,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1905,0,621,621,0,32.5984,32.5984
I00721,RLQ,WYE VALLEY NHS TRUST,1259,0,324,324,0,25.7347,25.7347
I00721,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,1047,0,348,348,0,33.2378,33.2378
I00721,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,3124,0,764,764,0,24.4558,24.4558
