INDICATOR_CODE,DIAGNOSIS_GROUP,AIC_FULL,SCHWARTZ_FULL,NEG2LOGL_FULL,AIC_INTERCEPT,SCHWARTZ_INTERCEPT,NEG2LOGL_INTERCEPT,LIKELIHOOD_RATIO_CHI_SQUARE,LIKELIHOOD_RATIO_DF,LIKELIHOOD_RATIO_P_VALUE,SCORE_CHI_SQUARE,SCORE_DF,SCORE_P_VALUE,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE,PERCENT_CONCORDANT,PERCENT_DISCORDANT,PERCENT_TIED,PAIRS,SOMERS_D,GAMMA,TAU_A,C
I00699,1,1953.13,2133.154,1901.13,2521.978,2528.902,2519.978,618.848,25,0,831.7065,25,0,369.0205,25,0,86.725,12.094,1.181,2163000,0.746,0.755,0.057,0.873151410078595
I00699,2,140767.57,141026.981,140715.57,162238.333,162248.31,162236.333,21520.7626,25,0,20015.1993,25,0,14582.9262,25,0,74.316,24.706,0.978,4154240640,0.496,0.501,0.163,0.748049436178064
I00699,3,3964.811,4153.159,3912.811,5044.8,5052.044,5042.8,1129.9889,25,0,1152.2142,25,0,426.7228,25,0,83.967,14.952,1.081,6616415,0.69,0.698,0.085,0.845074182922323
I00699,4,2956.912,3142.974,2904.912,3465.017,3472.173,3463.017,558.1046,25,0,511.4992,25,0,242.5681,25,0,80.472,18.316,1.212,3836776,0.622,0.629,0.053,0.810776547809932
I00699,5,783.519,831.997,769.519,968.696,975.622,966.696,197.1777,6,0,185.7175,6,0,101.4931,6,0,85.006,9.733,5.261,661448,0.753,0.795,0.018,0.876368966267945
I00699,6,6970.107,7247.511,6918.107,10489.488,10500.157,10487.488,3569.3815,25,0,13070.6356,25,0,1928.4367,25,0,91.106,2.679,6.215,235624618,0.884,0.943,0.004,0.942135906189565
I00699,7,13326.235,13551.995,13274.235,17926.909,17935.592,17924.909,4650.6737,25,0,5657.0421,25,0,3314.939,25,0,85.971,12.691,1.338,94432195,0.733,0.743,0.073,0.866396651057407
I00699,8,22347.829,22522.445,22305.829,27867.697,27876.012,27865.697,5559.8677,20,0,5033.2273,20,0,3759.6856,20,0,80.201,18.809,0.99,130721022,0.614,0.62,0.176,0.806961584189573
I00699,9,14743.732,14925.344,14697.732,18814.622,18822.518,18812.622,4114.8898,22,0,3675.5633,22,0,2629.1884,22,0,81.116,17.895,0.99,58577645,0.632,0.639,0.188,0.816103831077538
I00699,10,33502.15,33723.418,33454.15,46721.128,46730.347,46719.128,13264.9782,23,0,13290.9705,23,0,7951.3803,23,0,86.592,12.572,0.836,476688110,0.74,0.746,0.127,0.870101949889205
I00699,11,17972.904,18166.861,17928.904,25690.016,25698.832,25688.016,7759.1116,21,0,8884.3361,21,0,4968.5996,21,0,87.679,11.322,0.999,165037840,0.764,0.771,0.102,0.881785610499992
I00699,12,14217.524,14422.402,14165.524,19277.483,19285.363,19275.483,5109.959,25,0,4590.2034,25,0,2951.744,25,0,83.522,15.866,0.612,59896525,0.677,0.681,0.212,0.838276995201308
I00699,13,23806.266,24009.336,23756.266,29427.923,29436.046,29425.923,5669.6575,24,0,4814.9941,24,0,3677.0956,24,0,78.417,20.817,0.766,124411924,0.576,0.58,0.231,0.787997555604075
I00699,14,9919.845,10117.787,9867.845,12910.115,12917.728,12908.115,3040.2693,25,0,2773.147,25,0,1890.9196,25,0,82.933,16.417,0.651,29324800,0.665,0.67,0.174,0.832580955368835
I00699,15,76427.215,76670.375,76375.215,98604.572,98613.924,98602.572,22227.357,25,0,18288.3638,25,0,11842.6264,25,0,79.715,19.569,0.716,1414944875,0.601,0.606,0.235,0.800729836206517
I00699,16,4019.77,4180.241,3971.77,5079.482,5086.168,5077.482,1105.7112,23,0,1007.2358,23,0,668.4017,23,0,81.379,17.628,0.993,4555908,0.638,0.644,0.166,0.818753473511757
I00699,17,5083.456,5299.509,5031.456,9026.813,9035.123,9024.813,3993.3572,25,0,6010.7536,25,0,2041.3708,25,0,92.321,4.968,2.711,30087468,0.874,0.898,0.058,0.936763804784105
I00699,18,17759.946,17994.714,17711.946,35296.647,35306.429,35294.647,17582.7001,23,0,28346.1884,23,0,6753.4861,23,0,95.145,3.53,1.325,498882060,0.916,0.928,0.053,0.958074424444126
I00699,19,5119.161,5313.069,5071.161,9177.388,9185.467,9175.388,4104.2269,23,0,6162.806,23,0,2120.1215,23,0,93.455,5.121,1.424,25952958,0.883,0.896,0.081,0.941670309796671
I00699,20,4465.048,4668.437,4413.048,7098.482,7106.305,7096.482,2683.4343,25,0,3285.4389,25,0,1457.7622,25,0,91.977,7.051,0.972,15525692,0.849,0.858,0.077,0.92463124993076
I00699,21,11654.162,11865.39,11602.162,16300.048,16308.172,16298.048,4695.8861,25,0,4612.0862,25,0,2671.585,25,0,86.813,12.27,0.917,56354025,0.745,0.752,0.135,0.872717086312823
I00699,22,19647.103,19876.775,19597.103,33271.834,33281.021,33269.834,13672.7312,24,0,15448.5373,24,0,4929.9956,24,0,92.408,6.511,1.081,299671519,0.859,0.868,0.099,0.929483595669964
I00699,23,16416.988,16662.945,16364.988,27666.321,27675.78,27664.321,11299.3329,25,0,19468.5831,25,0,6955.5315,25,0,91.068,5.795,3.137,289076499,0.853,0.88,0.055,0.926364071193487
I00699,24,10543.215,10760.84,10491.215,16563.634,16572.004,16561.634,6070.4187,25,0,6755.0017,25,0,3136.0905,25,0,90.538,8.485,0.977,68259516,0.821,0.829,0.11,0.910262907519004
I00699,25,16197.11,16410.092,16145.11,18923.412,18931.604,18921.412,2776.3027,25,0,2578.6055,25,0,1852.9616,25,0,76.906,22.239,0.855,71841960,0.547,0.551,0.11,0.773331302486736
I00699,26,25423.512,25658.608,25371.512,31921.83,31930.872,31919.83,6548.3178,25,0,6962.8431,25,0,4717.4237,25,0,82.644,16.356,1,256394212,0.663,0.67,0.087,0.831438774834745
I00699,27,29880.362,30116.541,29828.362,35318.636,35327.72,35316.636,5488.2735,25,0,5285.8027,25,0,3940.447,25,0,79.123,20.101,0.776,301035891,0.59,0.595,0.084,0.795109024059859
I00699,28,13364.941,13567.292,13316.941,16215.586,16224.017,16213.586,2896.6447,23,0,3081.0078,23,0,2193.0067,23,0,80.951,17.85,1.199,69335548,0.631,0.639,0.076,0.815507458021389
I00699,29,5079.25,5268.305,5027.25,7839.947,7847.218,7837.947,2810.6971,25,0,2492.1064,25,0,1241.7796,25,0,89.149,10.316,0.535,12007040,0.788,0.793,0.168,0.894167296852513
I00699,30,95625.156,95877.945,95573.156,113620.763,113630.485,113618.763,18045.6069,25,0,15354.9835,25,0,10800.6447,25,0,76.125,22.775,1.101,2176309989,0.533,0.539,0.153,0.766748849628149
