INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I01963,ENG,"ENGLAND",23625,9061899,0.2607
I01963,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",78,56683,0.1376
I01963,RCF,"AIREDALE NHS FOUNDATION TRUST",9,32667,0.0276
I01963,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",9,41850,0.0215
I01963,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",47,87283,0.0538
I01963,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",2,43308,0.0046
I01963,R1H,"BARTS HEALTH NHS TRUST",372,167596,0.2220
I01963,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",61,71900,0.0848
I01963,RC1,"BEDFORD HOSPITAL NHS TRUST",50,36416,0.1373
I01963,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",41,55357,0.0741
I01963,RMC,"BOLTON NHS FOUNDATION TRUST",674,60677,1.1108
I01963,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",226,92368,0.2447
I01963,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",24,70067,0.0343
I01963,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",873,58291,1.4977
I01963,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",16,70123,0.0228
I01963,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",36,74164,0.0485
I01963,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",867,91972,0.9427
I01963,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",49,50908,0.0963
I01963,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",22,57016,0.0386
I01963,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",169,46988,0.3597
I01963,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",0,82047,0.0000
I01963,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",18,40976,0.0439
I01963,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",68,57051,0.1192
I01963,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",53,73034,0.0726
I01963,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1,29514,0.0034
I01963,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",9,66296,0.0136
I01963,RJN,"EAST CHESHIRE NHS TRUST",1,19462,0.0051
I01963,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",445,105973,0.4199
I01963,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",50,80182,0.0624
I01963,RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",67,106956,0.0626
I01963,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",193,59343,0.3252
I01963,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",43,62608,0.0687
I01963,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",476,128105,0.3716
I01963,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",15,33479,0.0448
I01963,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",139,21791,0.6379
I01963,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",298,91773,0.3247
I01963,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",29,62882,0.0461
I01963,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",113,91285,0.1238
I01963,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",9,62751,0.0143
I01963,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",28,26844,0.1043
I01963,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",57,44126,0.1292
I01963,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",12,84960,0.0141
I01963,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",422,108395,0.3893
I01963,R1F,"ISLE OF WIGHT NHS TRUST",462,17390,2.6567
I01963,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",106,31808,0.3332
I01963,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",22,51146,0.0430
I01963,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",403,110363,0.3652
I01963,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",29,57274,0.0506
I01963,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",75,77294,0.0970
I01963,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",1,125782,0.0008
I01963,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",584,91466,0.6385
I01963,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",166,98147,0.1691
I01963,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3,77680,0.0039
I01963,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",45,71732,0.0627
I01963,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",185,175870,0.1052
I01963,RPA,"MEDWAY NHS FOUNDATION TRUST",36,57574,0.0625
I01963,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",137,49735,0.2755
I01963,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",128,56988,0.2246
I01963,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",1369,95290,1.4367
I01963,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1,44489,0.0022
I01963,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",78,89129,0.0875
I01963,RVJ,"NORTH BRISTOL NHS TRUST",330,84700,0.3896
I01963,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",1,47044,0.0021
I01963,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",34,47556,0.0715
I01963,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",7,58867,0.0119
I01963,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",24,78766,0.0305
I01963,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",185,69162,0.2675
I01963,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",74,31008,0.2386
I01963,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",35,56651,0.0618
I01963,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",144,71299,0.2020
I01963,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",135,135284,0.0998
