INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I00731,ENG,"ENGLAND",7770,1376855,0.5643
I00731,R1F,"ISLE OF WIGHT NHS TRUST",9,2661,0.3382
I00731,R1H,"BARTS HEALTH NHS TRUST",121,19935,0.6070
I00731,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",60,12155,0.4936
I00731,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",68,15971,0.4258
I00731,RA3,"WESTON AREA HEALTH NHS TRUST",11,1668,0.6595
I00731,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",26,3226,0.8060
I00731,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",173,15147,1.1421
I00731,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",84,5273,1.5930
I00731,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",58,11215,0.5172
I00731,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",103,9951,1.0351
I00731,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",97,16584,0.5849
I00731,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",25,2372,1.0540
I00731,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",15,3196,0.4693
I00731,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",9,3957,0.2274
I00731,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",49,7938,0.6173
I00731,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",26,4489,0.5792
I00731,RBK,"WALSALL HEALTHCARE NHS TRUST",20,3857,0.5185
I00731,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",37,8710,0.4248
I00731,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",32,7799,0.4103
I00731,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",9,3879,0.2320
I00731,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",17,3688,0.4610
I00731,RC1,"BEDFORD HOSPITAL NHS TRUST",32,3749,0.8536
I00731,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",24,8010,0.2996
I00731,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",50,10415,0.4801
I00731,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",14,3860,0.3627
I00731,RCF,"AIREDALE NHS FOUNDATION TRUST",49,3086,1.5878
I00731,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",23,5187,0.4434
I00731,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",24,6334,0.3789
I00731,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",18,3614,0.4981
I00731,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",24,3744,0.6410
I00731,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",26,6027,0.4314
I00731,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",44,7367,0.5973
I00731,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",61,16863,0.3617
I00731,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",58,10287,0.5638
I00731,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",168,1656,10.1449
I00731,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",55,10124,0.5433
I00731,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",69,8611,0.8013
I00731,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",44,5684,0.7741
I00731,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",22,4090,0.5379
I00731,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",35,6573,0.5325
I00731,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",11,4227,0.2602
I00731,RGN,"PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST",31,6756,0.4589
I00731,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",30,5176,0.5796
I00731,RGQ,"IPSWICH HOSPITAL NHS TRUST",48,7428,0.6462
I00731,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",26,4377,0.5940
I00731,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",88,20101,0.4378
I00731,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",97,13201,0.7348
I00731,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",105,21734,0.4831
I00731,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",145,23850,0.6080
I00731,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",82,14440,0.5679
I00731,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",30,15298,0.1961
I00731,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",130,28227,0.4606
I00731,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",33,5044,0.6542
I00731,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",8,3169,0.2524
I00731,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",84,19813,0.4240
I00731,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",36,4877,0.7382
I00731,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",130,14568,0.8924
I00731,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",23,4109,0.5597
I00731,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",58,7280,0.7967
I00731,RJN,"EAST CHESHIRE NHS TRUST",12,1814,0.6615
I00731,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",40,5622,0.7115
I00731,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",101,22157,0.4558
I00731,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",22,5983,0.3677
I00731,RK9,"PLYMOUTH HOSPITALS NHS TRUST",122,12634,0.9656
I00731,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",92,15146,0.6074
I00731,RKE,"THE WHITTINGTON HOSPITAL NHS TRUST",13,2698,0.4818
I00731,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",48,8386,0.5724
I00731,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",82,14904,0.5502
I00731,RLQ,"WYE VALLEY NHS TRUST",26,5563,0.4674
I00731,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",8,2777,0.2881
I00731,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",87,14780,0.5886
I00731,RM2,"UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST",100,13274,0.7534
I00731,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",74,10086,0.7337
I00731,RMC,"BOLTON NHS FOUNDATION TRUST",25,5372,0.4654
I00731,RMP,"TAMESIDE HOSPITAL NHS FOUNDATION TRUST",22,3660,0.6011
I00731,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",31,6545,0.4736
I00731,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",57,10895,0.5232
I00731,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",61,16736,0.3645
I00731,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",46,6641,0.6927
I00731,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",34,6841,0.4970
I00731,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",20,4523,0.4422
I00731,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",40,6003,0.6663
I00731,RNZ,"SALISBURY NHS FOUNDATION TRUST",24,5973,0.4018
I00731,RP5,"DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST",41,10248,0.4001
I00731,RPA,"MEDWAY NHS FOUNDATION TRUST",29,7234,0.4009
I00731,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",92,9374,0.9814
I00731,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",28,10590,0.2644
I00731,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",44,8874,0.4958
I00731,RQQ,"HINCHINGBROOKE HEALTH CARE NHS TRUST",25,4118,0.6071
I00731,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",10,5188,0.1928
I00731,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",8,2774,0.2884
I00731,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",105,34278,0.3063
I00731,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",66,5662,1.1657
I00731,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",163,28448,0.5730
I00731,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",22,7782,0.2827
I00731,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",124,19294,0.6427
I00731,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",169,28034,0.6028
I00731,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",189,30522,0.6192
I00731,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",96,12729,0.7542
I00731,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",38,7099,0.5353
I00731,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",67,14320,0.4679
I00731,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",94,23756,0.3957
I00731,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",29,6917,0.4193
I00731,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",15,4989,0.3007
I00731,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",155,19194,0.8075
I00731,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",35,6936,0.5046
I00731,RVJ,"NORTH BRISTOL NHS TRUST",42,12899,0.3256
I00731,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",24,8904,0.2695
I00731,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",90,15797,0.5697
I00731,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",29,5293,0.5479
I00731,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",14,3357,0.4170
I00731,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",103,19333,0.5328
I00731,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",72,15012,0.4796
I00731,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",166,18280,0.9081
I00731,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",65,12133,0.5357
I00731,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",106,22534,0.4704
I00731,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",46,8819,0.5216
I00731,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",45,7792,0.5775
I00731,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",59,12552,0.4700
I00731,RWJ,"STOCKPORT NHS FOUNDATION TRUST",26,7701,0.3376
I00731,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",57,9715,0.5867
I00731,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",14,5547,0.2524
I00731,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",41,8829,0.4644
I00731,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",125,24032,0.5201
I00731,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",66,8483,0.7780
I00731,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",80,19873,0.4026
I00731,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",61,10875,0.5609
I00731,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",36,7809,0.4610
I00731,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",46,8049,0.5715
I00731,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",95,13185,0.7205
I00731,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",45,8535,0.5272
I00731,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",25,6344,0.3941
I00731,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",66,10148,0.6504
I00731,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",45,6833,0.6586
I00731,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",124,18901,0.6560
I00731,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",42,9291,0.4521
