INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,IN_HOSPITAL_NUMERATOR,OUT_HOSPITAL_NUMERATOR,IN_HOSPITAL_RATE,OUT_HOSPITAL_RATE
I00733,RJN,"EAST CHESHIRE NHS TRUST",973,628,345,64.5427,35.4573
I00733,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",4153,2743,1410,66.0486,33.9514
I00733,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",2673,1924,749,71.9790,28.0210
I00733,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",2572,1771,801,68.8569,31.1431
I00733,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",1968,1425,543,72.4085,27.5915
I00733,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3561,2650,911,74.4173,25.5827
I00733,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",1513,1052,461,69.5307,30.4693
I00733,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",999,712,287,71.2713,28.7287
I00733,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",3188,2022,1166,63.4253,36.5747
I00733,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",1779,1341,438,75.3794,24.6206
I00733,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",1512,1069,443,70.7011,29.2989
I00733,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",1930,1467,463,76.0104,23.9896
I00733,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",927,655,272,70.6580,29.3420
I00733,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",4592,3339,1253,72.7134,27.2866
I00733,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",527,410,117,77.7989,22.2011
I00733,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",3363,2201,1162,65.4475,34.5525
I00733,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",2239,1642,597,73.3363,26.6637
I00733,RGQ,"IPSWICH HOSPITAL NHS TRUST",1943,1352,591,69.5831,30.4169
I00733,R1F,"ISLE OF WIGHT NHS TRUST",919,590,329,64.2002,35.7998
I00733,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1614,1229,385,76.1462,23.8538
I00733,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",1618,1151,467,71.1372,28.8628
I00733,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",3175,2358,817,74.2677,25.7323
I00733,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",1145,807,338,70.4803,29.5197
I00733,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",2284,1610,674,70.4904,29.5096
I00733,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",4201,3001,1200,71.4354,28.5646
I00733,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",2339,1787,552,76.4002,23.5998
I00733,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",2521,1878,643,74.4942,25.5058
I00733,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1700,1215,485,71.4706,28.5294
I00733,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",2385,1696,689,71.1111,28.8889
I00733,RPA,"MEDWAY NHS FOUNDATION TRUST",1920,1388,532,72.2917,27.7083
I00733,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",1580,1072,508,67.8481,32.1519
I00733,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",1897,1361,536,71.7449,28.2551
I00733,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",3038,2154,884,70.9019,29.0981
I00733,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1223,847,376,69.2559,30.7441
I00733,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3591,2539,1052,70.7045,29.2955
I00733,RVJ,"NORTH BRISTOL NHS TRUST",2256,1715,541,76.0195,23.9805
I00733,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",1808,1167,641,64.5465,35.4535
I00733,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",1230,990,240,80.4878,19.5122
I00733,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",2087,1467,620,70.2923,29.7077
I00733,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",2800,1879,921,67.1071,32.8929
I00733,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",1835,1374,461,74.8774,25.1226
I00733,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",1135,752,383,66.2555,33.7445
I00733,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",2485,1610,875,64.7887,35.2113
I00733,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",3090,2439,651,78.9320,21.0680
I00733,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",4463,3489,974,78.1761,21.8239
I00733,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3234,2410,824,74.5207,25.4793
I00733,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",3969,2646,1323,66.6667,33.3333
I00733,RK9,"PLYMOUTH HOSPITALS NHS TRUST",2411,1669,742,69.2244,30.7756
I00733,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",1617,1204,413,74.4589,25.5411
I00733,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",3155,2209,946,70.0158,29.9842
I00733,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",2126,1510,616,71.0254,28.9746
I00733,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",2414,1642,772,68.0199,31.9801
I00733,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",2074,1488,586,71.7454,28.2546
I00733,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",2782,2037,745,73.2207,26.7793
I00733,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",1995,1519,476,76.1404,23.8596
I00733,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",1265,854,411,67.5099,32.4901
I00733,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",2025,1475,550,72.8395,27.1605
I00733,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",1858,1388,470,74.7040,25.2960
I00733,RNZ,"SALISBURY NHS FOUNDATION TRUST",1051,820,231,78.0209,21.9791
I00733,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",2138,1536,602,71.8428,28.1572
I00733,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",3671,2799,872,76.2463,23.7537
I00733,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",1973,1353,620,68.5758,31.4242
I00733,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",2676,1690,986,63.1540,36.8460
I00733,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",2840,2029,811,71.4437,28.5563
I00733,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",1178,874,304,74.1935,25.8065
I00733,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",1222,838,384,68.5761,31.4239
I00733,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2383,1619,764,67.9396,32.0604
I00733,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",1352,904,448,66.8639,33.1361
I00733,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2006,1584,422,78.9631,21.0369
I00733,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",2338,1648,690,70.4876,29.5124
I00733,RWJ,"STOCKPORT NHS FOUNDATION TRUST",1745,1373,372,78.6819,21.3181
I00733,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",1919,1361,558,70.9224,29.0776
I00733,RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",1387,903,484,65.1045,34.8955
I00733,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",1801,1199,602,66.5741,33.4259
I00733,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",2381,1703,678,71.5246,28.4754
I00733,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",959,724,235,75.4953,24.5047
I00733,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",2677,1968,709,73.5151,26.4849
I00733,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",1512,1095,417,72.4206,27.5794
I00733,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1662,1173,489,70.5776,29.4224
I00733,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",1523,1068,455,70.1248,29.8752
I00733,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",2011,1561,450,77.6231,22.3769
I00733,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",2512,1861,651,74.0844,25.9156
I00733,RKE,"THE WHITTINGTON HOSPITAL NHS TRUST",518,349,169,67.3745,32.6255
I00733,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",1822,1310,512,71.8990,28.1010
I00733,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",3638,2483,1155,68.2518,31.7482
I00733,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",1134,837,297,73.8095,26.1905
I00733,RM2,"UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST",1894,1468,426,77.5079,22.4921
I00733,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",2890,2246,644,77.7163,22.2837
I00733,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",2688,1942,746,72.2470,27.7530
I00733,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",1743,1333,410,76.4773,23.5227
I00733,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",2915,2051,864,70.3602,29.6398
I00733,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",4525,3032,1493,67.0055,32.9945
I00733,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",1918,1289,629,67.2054,32.7946
I00733,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",4427,3090,1337,69.7990,30.2010
I00733,RBK,"WALSALL HEALTHCARE NHS TRUST",1571,1098,473,69.8918,30.1082
I00733,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",1521,1109,412,72.9126,27.0874
I00733,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",1955,1367,588,69.9233,30.0767
I00733,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",1428,1007,421,70.5182,29.4818
I00733,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",3154,2164,990,68.6113,31.3887
I00733,RA3,"WESTON AREA HEALTH NHS TRUST",1002,702,300,70.0599,29.9401
I00733,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",2301,1640,661,71.2734,28.7266
I00733,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",2858,1925,933,67.3548,32.6452
I00733,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1810,1293,517,71.4365,28.5635
I00733,RLQ,"WYE VALLEY NHS TRUST",1251,880,371,70.3437,29.6563
I00733,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",1048,722,326,68.8931,31.1069
I00733,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",3240,2216,1024,68.3951,31.6049
