INDICATOR_CODE,DIAGNOSIS_GROUP,AIC_FULL,SCHWARTZ_FULL,NEG2LOGL_FULL,AIC_INTERCEPT,SCHWARTZ_INTERCEPT,NEG2LOGL_INTERCEPT,LIKELIHOOD_RATIO_CHI_SQUARE,LIKELIHOOD_RATIO_DF,LIKELIHOOD_RATIO_P_VALUE,SCORE_CHI_SQUARE,SCORE_DF,SCORE_P_VALUE,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE,PERCENT_CONCORDANT,PERCENT_DISCORDANT,PERCENT_TIED,PAIRS,SOMERS_D,GAMMA,TAU_A,C
I00699,1,2046.499,2227.138,1994.499,2619.206,2626.153,2617.206,622.7072,25,0,813.5102,25,0,376.7646,25,0,86.456,12.509,1.035,2309001,0.739,0.747,0.058,0.869731974996979
I00699,2,134727.466,134985.709,134675.466,155926.676,155936.609,155924.676,21249.2106,25,0,19831.0984,25,0,14485.4331,25,0,74.419,24.145,1.436,3824316639,0.503,0.51,0.166,0.751371786058848
I00699,3,3913.128,4101.091,3861.128,4986.909,4994.138,4984.909,1123.7809,25,0,1133.5266,25,0,390.4596,25,0,84.041,15.016,0.943,6450492,0.69,0.697,0.086,0.845123441746769
I00699,4,2918,3103.484,2866,3409.212,3416.346,3407.212,541.2124,25,0,487.4893,25,0,228.6421,25,0,80.136,18.742,1.121,3698046,0.614,0.621,0.053,0.806969275125296
I00699,5,841.992,890.664,827.992,1000.29,1007.244,998.29,170.2987,6,0,148.7408,6,0,79.8229,6,0,81.108,11.479,7.413,702972,0.696,0.752,0.016,0.848147579135442
I00699,6,6922.662,7199.755,6870.662,10483.768,10494.425,10481.768,3611.1059,25,0,12995.025,25,0,1852.7783,25,0,91.629,2.64,5.731,233127192,0.89,0.944,0.004,0.944946377169078
I00699,7,13299.247,13524.914,13247.247,17904.304,17912.983,17902.304,4655.0568,25,0,5673.9031,25,0,3330.2748,25,0,85.998,12.584,1.418,94036848,0.734,0.745,0.073,0.867070980516063
I00699,8,22317.815,22492.642,22275.815,27968.046,27976.371,27966.046,5690.2308,20,0,5150.6846,20,0,3815.5652,20,0,80.589,18.601,0.811,132224708,0.62,0.625,0.176,0.809938022324844
I00699,9,14817.259,15006.898,14769.259,18915.52,18923.422,18913.52,4144.2613,23,0,3702.9087,23,0,2656.9904,23,0,81.154,17.765,1.081,59212536,0.634,0.641,0.188,0.816943678953389
I00699,10,33874.333,34095.608,33826.333,47126.398,47135.618,47124.398,13298.0651,23,0,13328.0927,23,0,8043.4738,23,0,86.545,12.761,0.694,482224600,0.738,0.743,0.128,0.868921731699295
I00699,11,18363.757,18557.837,18319.757,26201.067,26209.888,26199.067,7879.3091,21,0,9044.2706,21,0,5095.4008,21,0,87.655,11.453,0.892,169970400,0.762,0.769,0.103,0.881011546716369
I00699,12,14146.038,14350.694,14094.038,19160.01,19167.882,19158.01,5063.9719,25,0,4561.4753,25,0,2976.6201,25,0,83.543,15.819,0.638,59075975,0.677,0.682,0.213,0.838622883498749
I00699,13,23614.259,23816.941,23564.259,29147.045,29155.153,29145.045,5580.7859,24,0,4743.7634,24,0,3631.2013,24,0,78.3,20.924,0.777,121588719,0.574,0.578,0.232,0.786879064825085
I00699,14,9969.891,10167.713,9917.891,12927.284,12934.892,12925.284,3007.3923,25,0,2740.1236,25,0,1855.0692,25,0,82.711,16.658,0.632,29287588,0.661,0.665,0.174,0.830265247517139
I00699,15,77123.755,77367.025,77071.755,99425.157,99434.513,99423.157,22351.4015,25,0,18376.857,25,0,11914.7961,25,0,79.643,19.593,0.764,1434877521,0.601,0.605,0.236,0.800253602272441
I00699,16,4039.216,4186.388,3995.216,5120.231,5126.921,5118.231,1123.0153,21,0,1023.1133,21,0,677.9739,21,0,81.481,17.539,0.98,4615218,0.639,0.646,0.167,0.819713825002416
I00699,17,5078.388,5294.473,5026.388,9029.345,9037.656,9027.345,4000.9565,25,0,6069.232,25,0,2056.1239,25,0,92.479,5.118,2.403,30124836,0.874,0.895,0.058,0.936808286690756
I00699,18,17842.493,18076.948,17794.493,35365.52,35375.289,35363.52,17569.027,23,0,28182.0459,23,0,6754.4972,23,0,95.1,3.645,1.254,495253010,0.915,0.926,0.054,0.957273768007993
I00699,19,5082.318,5276.024,5034.318,9133.802,9141.873,9131.802,4097.4836,23,0,6188.4353,23,0,2108.6081,23,0,93.582,5.051,1.367,25638890,0.885,0.898,0.081,0.942654810719185
I00699,20,4496.228,4699.579,4444.228,7155.461,7163.282,7153.461,2709.2328,25,0,3339.3978,25,0,1476.605,25,0,92.034,7.071,0.895,15668244,0.85,0.857,0.078,0.924815824925882
I00699,21,11830.252,12041.479,11778.252,16491.585,16499.709,16489.585,4711.3323,25,0,4614.8534,25,0,2679.3031,25,0,86.644,12.448,0.908,57225660,0.742,0.749,0.137,0.87097824647195
I00699,22,19744.684,19973.694,19694.684,33229.815,33238.975,33227.815,13533.1309,24,0,15014.3186,24,0,4901.319,24,0,92.247,6.737,1.016,293610720,0.855,0.864,0.102,0.927552554961208
I00699,23,16577.057,16822.976,16525.057,28006.421,28015.879,28004.421,11479.3639,25,0,19685.3431,25,0,7023.7442,25,0,90.965,5.738,3.297,293235065,0.852,0.881,0.056,0.926135702768016
I00699,24,10497.726,10715.097,10445.726,16557.319,16565.68,16555.319,6109.593,25,0,6740.7417,25,0,3109.0575,25,0,90.62,8.465,0.914,67757735,0.822,0.829,0.112,0.910774563228833
I00699,25,16131.556,16344.182,16079.556,18749.298,18757.476,18747.298,2667.7419,25,0,2518.7077,25,0,1825.8394,25,0,76.437,22.675,0.888,70313364,0.538,0.542,0.109,0.768814026591019
I00699,26,25662.436,25897.543,25610.436,32141.582,32150.625,32139.582,6529.1458,25,0,6900.3243,25,0,4706.1102,25,0,82.481,16.539,0.979,258760280,0.659,0.666,0.087,0.829709416762109
I00699,27,29954.288,30190.191,29902.288,35297.163,35306.236,35295.163,5392.8751,25,0,5215.183,25,0,3924.2898,25,0,78.848,20.273,0.878,298578665,0.586,0.591,0.084,0.792875689895659
I00699,28,13480.791,13682.488,13432.791,16219.005,16227.409,16217.005,2784.2137,23,0,2938.9347,23,0,2133.5074,23,0,80.442,18.467,1.092,68028220,0.62,0.627,0.077,0.80987426247519
