INDICATOR_CODE,DIAGNOSIS_GROUP,AIC_FULL,SCHWARTZ_FULL,NEG2LOGL_FULL,AIC_INTERCEPT,SCHWARTZ_INTERCEPT,NEG2LOGL_INTERCEPT,LIKELIHOOD_RATIO_CHI_SQUARE,LIKELIHOOD_RATIO_DF,LIKELIHOOD_RATIO_P_VALUE,SCORE_CHI_SQUARE,SCORE_DF,SCORE_P_VALUE,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE,PERCENT_CONCORDANT,PERCENT_DISCORDANT,PERCENT_TIED,PAIRS,SOMERS_D,GAMMA,TAU_A,C
I00699,1,2117.107,2298.784,2065.107,2682.991,2689.979,2680.991,615.884,25,0,824.7385,25,0,415.887,25,0,86.061,12.844,1.095,2451196,0.732,0.74,0.056,0.866085168219922
I00699,2,129587.862,129844.976,129535.862,150166.225,150176.114,150164.225,20628.3636,25,0,19300.5437,25,0,14152.313,25,0,74.483,24.044,1.473,3533811010,0.504,0.512,0.168,0.752198706149823
I00699,3,3836.394,4023.9,3784.394,4893.725,4900.936,4891.725,1107.3302,25,0,1122.6124,25,0,390.4825,25,0,84.136,14.988,0.876,6217085,0.691,0.698,0.086,0.845743785069691
I00699,4,2896.149,3080.954,2844.149,3411.008,3418.116,3409.008,564.859,25,0,502.0597,25,0,208.4336,25,0,80.536,18.478,0.986,3630888,0.621,0.627,0.055,0.810292688730691
I00699,5,1722.449,1771.321,1708.449,1942.929,1949.91,1940.929,232.4796,6,0,235.2141,6,0,197.2403,6,0,75.686,19.1,5.214,1626660,0.566,0.597,0.029,0.782931589883565
I00699,6,6959.645,7237.086,6907.645,10479.466,10490.137,10477.466,3569.8217,25,0,13025.5346,25,0,2008.3229,25,0,91.134,2.606,6.26,235640650,0.885,0.944,0.004,0.942635918293384
I00699,7,13339.069,13564.757,13287.069,17954.227,17962.907,17952.227,4665.1576,25,0,5677.5893,25,0,3325.5415,25,0,85.979,12.622,1.399,94425816,0.734,0.744,0.073,0.866783899436993
I00699,8,22470.885,22645.778,22428.885,28104.486,28112.814,28102.486,5673.6012,20,0,5150.371,20,0,3819.2653,20,0,80.338,18.607,1.054,133364688,0.617,0.624,0.176,0.808654836728595
I00699,9,15001.738,15191.711,14953.738,19099.75,19107.665,19097.75,4144.0122,23,0,3711.2013,23,0,2674.267,23,0,81.243,18.043,0.714,60538560,0.632,0.637,0.187,0.815996862165205
I00699,10,34149.927,34371.124,34101.927,47189.478,47198.695,47187.478,13085.5518,23,0,13092.0707,23,0,8035.2902,23,0,86.278,13.001,0.722,481994975,0.733,0.738,0.128,0.866385240841982
I00699,11,18529.411,18723.532,18485.411,26433.599,26442.422,26431.599,7946.1873,21,0,9086.0973,21,0,5171.5524,21,0,87.619,11.454,0.927,172159876,0.762,0.769,0.104,0.880827394415642
I00699,12,14038.796,14243.176,13986.796,19058.917,19066.777,19056.917,5070.1202,25,0,4564.1667,25,0,2967.3678,25,0,83.547,15.795,0.658,58252086,0.678,0.682,0.215,0.838759207696013
I00699,13,23623.798,23826.256,23573.798,29053.812,29061.91,29051.812,5478.0134,24,0,4666.2458,24,0,3591.0108,24,0,78.106,21.169,0.726,120377517,0.569,0.574,0.232,0.784685515651565
I00699,14,9981.611,10179.141,9929.611,12880.409,12888.006,12878.409,2948.7978,25,0,2688.1996,25,0,1842.8032,25,0,82.484,16.882,0.634,28930650,0.656,0.66,0.175,0.828009083791757
I00699,15,78057.01,78300.422,78005.01,100375.116,100384.478,100373.116,22368.1059,25,0,18399.7956,25,0,12021.297,25,0,79.574,19.729,0.697,1458712007,0.598,0.603,0.236,0.799224308434722
I00699,16,4081.223,4228.498,4037.223,5150.018,5156.712,5148.018,1110.7951,21,0,1022.6899,21,0,688.5209,21,0,81.313,17.749,0.939,4665700,0.636,0.642,0.167,0.817819619778383
I00699,17,5097.135,5313.085,5045.135,9064.929,9073.235,9062.929,4017.7944,25,0,6113.3774,25,0,2100.7927,25,0,92.755,5.215,2.03,30158700,0.875,0.894,0.059,0.937698972435815
I00699,18,18064.868,18299.342,18016.868,35689.193,35698.963,35687.193,17670.325,23,0,28379.0893,23,0,6852.8383,23,0,95.036,3.682,1.282,501233277,0.914,0.925,0.055,0.95677156626614
I00699,19,5012.559,5206.191,4964.559,9048.933,9057.001,9046.933,4082.3731,23,0,6205.2864,23,0,2110.2178,23,0,93.578,4.972,1.45,25278700,0.886,0.899,0.081,0.943031880595126
I00699,20,4560.721,4763.996,4508.721,7215.336,7223.154,7213.336,2704.6153,25,0,3344.7414,25,0,1487.9035,25,0,91.892,7.19,0.918,15802205,0.847,0.855,0.079,0.923511244158647
I00699,21,12092.866,12304.109,12040.866,16693.773,16701.897,16691.773,4650.9068,25,0,4561.3496,25,0,2692.0029,25,0,86.171,12.87,0.96,58177050,0.733,0.74,0.137,0.866503896295876
