INDICATOR_CODE,DIAGNOSIS_GROUP,AIC_FULL,SCHWARTZ_FULL,NEG2LOGL_FULL,AIC_INTERCEPT,SCHWARTZ_INTERCEPT,NEG2LOGL_INTERCEPT,LIKELIHOOD_RATIO_CHI_SQUARE,LIKELIHOOD_RATIO_DF,LIKELIHOOD_RATIO_P_VALUE,SCORE_CHI_SQUARE,SCORE_DF,SCORE_P_VALUE,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE,PERCENT_CONCORDANT,PERCENT_DISCORDANT,PERCENT_TIED,PAIRS,SOMERS_D,GAMMA,TAU_A,C
I00699,1,1803.1835,1978.8245,1751.1835,2241.3475,2248.1029,2239.3475,488.164,25,0,706.1138,25,0,349.5166,25,0,85.2392,14.4625,0.2982,1646054,0.7078,0.7099,0.0579,0.8539
I00699,2,269336.1137,269612.429,269284.1137,303342.4816,303353.1091,303340.4816,34056.3679,25,0,30523.4801,25,0,22469.1344,25,0,72.2444,26.642,1.1137,14753139384,0.456,0.4612,0.1448,0.728
I00699,3,4984.2482,5179.2546,4932.2482,6211.3215,6218.8217,6209.3215,1277.0732,25,0,1316.2118,25,0,597.8699,25,0,83.216,16.3029,0.4811,10378980,0.6691,0.6724,0.0778,0.8346
I00699,4,3094.4737,3283.1714,3042.4737,3571.8694,3579.127,3569.8694,527.3957,25,0,519.9087,25,0,298.6598,25,0,80.2581,19.3707,0.3713,4294339,0.6089,0.6111,0.0476,0.8044
I00699,5,1957.9295,2005.2899,1943.9295,2049.7644,2056.5301,2047.7644,103.8348,6,0,110.0428,6,0,101.4041,6,0,66.0953,29.1727,4.7319,1481040,0.3692,0.3876,0.0266,0.6846
I00699,6,7767.5343,8049.0785,7715.5343,11895.7004,11906.529,11893.7004,4178.166,25,0,15850.6701,25,0,2323.3251,25,0,96.2575,3.5985,0.144,311649686,0.9266,0.9279,0.0042,0.9633
I00699,7,13085.2336,13309.5393,13033.2336,17692.4283,17701.0554,17690.4283,4657.1946,25,0,5421.5643,25,0,3139.0819,25,0,86.7174,13.0201,0.2624,89193210,0.737,0.7389,0.0773,0.8685
I00699,8,21718.5158,21899.3416,21674.5158,26475.4234,26483.6427,26473.4234,4798.9076,21,0,4232.8,21,0,3228.5723,21,0,78.7651,20.7484,0.4865,114616898,0.5802,0.583,0.1768,0.7901
I00699,9,14138.8125,14310.2242,14094.8125,17762.4983,17770.2898,17760.4983,3665.6858,21,0,3202.3944,21,0,2283.4603,21,0,80.0534,19.4613,0.4852,50633856,0.6059,0.6089,0.1919,0.803
I00699,10,32666.2647,32886.7893,32618.2647,45662.3858,45671.5744,45660.3858,13042.1211,23,0,12854.2197,23,0,7443.1027,23,0,86.8945,12.7837,0.3218,452811063,0.7411,0.7435,0.1284,0.8706
I00699,11,17489.1576,17682.1641,17445.1576,25620.6043,25629.3773,25618.6043,8173.4467,21,0,8977.7101,21,0,4798.9021,21,0,88.7696,10.9695,0.2609,159546564,0.778,0.78,0.109,0.889
I00699,12,14754.3429,14960.8733,14702.3429,20086.8026,20094.7461,20084.8026,5382.4597,25,0,4845.2686,25,0,3082.2084,25,0,83.9186,15.6641,0.4173,65985415,0.6825,0.6854,0.2079,0.8413
I00699,13,24528.4518,24731.9415,24478.4518,30094.1145,30102.2541,30092.1145,5613.6627,24,0,4760.9891,24,0,3667.0928,24,0,77.9044,21.5217,0.5738,129648888,0.5638,0.5671,0.2279,0.7819
