INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00721,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1135,0,398,398,0.0000,35.0661,35.0661
I00721,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",2395,184,1028,1028,7.6827,42.9228,42.9228
I00721,RJN,"EAST CHESHIRE NHS TRUST",925,1,176,176,0.1081,19.0270,19.0270
I00721,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",4214,0,1074,1074,0.0000,25.4865,25.4865
I00721,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",2734,0,756,756,0.0000,27.6518,27.6518
I00721,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",2635,0,506,506,0.0000,19.2030,19.2030
I00721,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",1993,0,850,850,0.0000,42.6493,42.6493
I00721,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3522,0,1647,1647,0.0000,46.7632,46.7632
I00721,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",1505,148,241,251,9.8339,16.0133,16.6777
I00721,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",962,0,308,308,0.0000,32.0166,32.0166
I00721,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",3177,1,665,666,0.0315,20.9317,20.9632
I00721,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",1720,73,554,558,4.2442,32.2093,32.4419
I00721,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",1467,1,755,755,0.0682,51.4656,51.4656
I00721,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",2006,135,589,621,6.7298,29.3619,30.9571
I00721,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",900,0,184,184,0.0000,20.4444,20.4444
I00721,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",4567,0,1263,1263,0.0000,27.6549,27.6549
I00721,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",599,0,253,253,0.0000,42.2371,42.2371
I00721,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",3461,112,884,910,3.2361,25.5418,26.2930
I00721,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",2218,1,1246,1246,0.0451,56.1767,56.1767
I00721,RGQ,"IPSWICH HOSPITAL NHS TRUST",1988,0,391,391,0.0000,19.6680,19.6680
I00721,R1F,"ISLE OF WIGHT NHS TRUST",973,0,305,305,0.0000,31.3464,31.3464
I00721,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1629,0,366,366,0.0000,22.4678,22.4678
I00721,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",1726,0,472,472,0.0000,27.3465,27.3465
I00721,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",3152,0,1533,1533,0.0000,48.6358,48.6358
I00721,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",1183,0,488,488,0.0000,41.2511,41.2511
I00721,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",2357,0,876,876,0.0000,37.1659,37.1659
I00721,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",4096,0,1223,1223,0.0000,29.8584,29.8584
I00721,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",2436,0,580,580,0.0000,23.8095,23.8095
I00721,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",2458,0,735,735,0.0000,29.9024,29.9024
I00721,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1793,0,592,592,0.0000,33.0173,33.0173
I00721,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",2402,0,771,771,0.0000,32.0983,32.0983
I00721,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",3620,0,1349,1349,0.0000,37.2652,37.2652
I00721,RPA,"MEDWAY NHS FOUNDATION TRUST",1901,0,568,568,0.0000,29.8790,29.8790
I00721,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",1558,0,345,345,0.0000,22.1438,22.1438
I00721,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",1951,0,335,335,0.0000,17.1707,17.1707
I00721,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",3063,0,740,740,0.0000,24.1593,24.1593
I00721,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1251,0,585,585,0.0000,46.7626,46.7626
I00721,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3431,1,854,854,0.0291,24.8907,24.8907
I00721,RVJ,"NORTH BRISTOL NHS TRUST",2331,1,710,710,0.0429,30.4590,30.4590
I00721,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",1868,0,571,571,0.0000,30.5675,30.5675
I00721,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",1168,0,338,338,0.0000,28.9384,28.9384
I00721,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",2057,0,803,803,0.0000,39.0374,39.0374
I00721,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",2855,1,1033,1033,0.0350,36.1821,36.1821
I00721,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",1910,0,795,795,0.0000,41.6230,41.6230
I00721,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",1054,0,367,367,0.0000,34.8197,34.8197
I00721,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",2546,0,458,458,0.0000,17.9890,17.9890
I00721,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",3105,568,1173,1206,18.2931,37.7778,38.8406
I00721,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",4250,284,1197,1198,6.6824,28.1647,28.1882
I00721,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3194,317,1341,1341,9.9249,41.9850,41.9850
I00721,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",3820,47,819,819,1.2304,21.4398,21.4398
I00721,RK9,"PLYMOUTH HOSPITALS NHS TRUST",2458,2,509,509,0.0814,20.7079,20.7079
I00721,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",1601,241,369,441,15.0531,23.0481,27.5453
I00721,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",3174,0,683,683,0.0000,21.5186,21.5186
I00721,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",2132,0,976,976,0.0000,45.7786,45.7786
I00721,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",2367,1,598,598,0.0422,25.2640,25.2640
I00721,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",2167,1,469,470,0.0461,21.6428,21.6890
I00721,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",2745,1,938,938,0.0364,34.1712,34.1712
I00721,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",2033,296,915,929,14.5598,45.0074,45.6960
I00721,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",1193,67,696,699,5.6161,58.3403,58.5918
I00721,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",2095,0,446,446,0.0000,21.2888,21.2888
I00721,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",1867,0,695,695,0.0000,37.2255,37.2255
I00721,RNZ,"SALISBURY NHS FOUNDATION TRUST",1092,171,331,350,15.6593,30.3114,32.0513
I00721,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",2029,0,387,387,0.0000,19.0734,19.0734
I00721,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",3716,292,1040,1092,7.8579,27.9871,29.3864
I00721,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",2111,0,314,314,0.0000,14.8745,14.8745
I00721,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",2725,0,802,802,0.0000,29.4312,29.4312
I00721,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",2826,0,884,884,0.0000,31.2810,31.2810
I00721,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",1133,173,292,294,15.2692,25.7723,25.9488
I00721,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",1235,0,265,265,0.0000,21.4575,21.4575
I00721,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2414,43,616,620,1.7813,25.5178,25.6835
I00721,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",1353,0,276,276,0.0000,20.3991,20.3991
I00721,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1980,0,1037,1037,0.0000,52.3737,52.3737
I00721,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",2356,0,815,815,0.0000,34.5925,34.5925
I00721,RWJ,"STOCKPORT NHS FOUNDATION TRUST",1804,0,532,532,0.0000,29.4900,29.4900
I00721,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",1977,0,734,734,0.0000,37.1270,37.1270
I00721,RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",1411,0,392,392,0.0000,27.7817,27.7817
I00721,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",1745,0,351,351,0.0000,20.1146,20.1146
I00721,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",2435,0,694,694,0.0000,28.5010,28.5010
I00721,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",1005,0,234,234,0.0000,23.2836,23.2836
I00721,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",2635,0,641,641,0.0000,24.3264,24.3264
I00721,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",1548,0,286,286,0.0000,18.4755,18.4755
I00721,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1723,0,193,193,0.0000,11.2014,11.2014
I00721,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",1481,0,417,417,0.0000,28.1567,28.1567
I00721,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",2020,345,971,1013,17.0792,48.0693,50.1485
I00721,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",2566,0,585,585,0.0000,22.7981,22.7981
I00721,RKE,"THE WHITTINGTON HEALTH NHS TRUST",554,0,147,147,0.0000,26.5343,26.5343
I00721,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",1808,0,413,413,0.0000,22.8429,22.8429
I00721,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",3689,0,923,923,0.0000,25.0203,25.0203
I00721,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",1176,0,450,450,0.0000,38.2653,38.2653
I00721,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",2964,451,1424,1427,15.2159,48.0432,48.1444
I00721,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",2745,0,820,820,0.0000,29.8725,29.8725
I00721,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",1674,30,495,510,1.7921,29.5699,30.4659
I00721,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",2869,0,1109,1109,0.0000,38.6546,38.6546
I00721,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",4537,1,1038,1039,0.0220,22.8786,22.9006
I00721,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",1888,0,639,639,0.0000,33.8453,33.8453
I00721,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",4371,0,1756,1756,0.0000,40.1739,40.1739
I00721,RBK,"WALSALL HEALTHCARE NHS TRUST",1652,0,595,595,0.0000,36.0169,36.0169
I00721,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",1483,0,618,618,0.0000,41.6723,41.6723
I00721,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",2057,0,605,605,0.0000,29.4118,29.4118
I00721,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",1441,0,517,517,0.0000,35.8779,35.8779
I00721,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",3166,0,1068,1068,0.0000,33.7334,33.7334
I00721,RA3,"WESTON AREA HEALTH NHS TRUST",961,0,288,288,0.0000,29.9688,29.9688
I00721,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",2285,0,741,741,0.0000,32.4289,32.4289
I00721,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",2838,0,788,788,0.0000,27.7660,27.7660
I00721,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1883,0,540,540,0.0000,28.6776,28.6776
I00721,RLQ,"WYE VALLEY NHS TRUST",1291,0,319,319,0.0000,24.7095,24.7095
I00721,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",1054,0,294,294,0.0000,27.8937,27.8937
I00721,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",3180,0,777,777,0.0000,24.4340,24.4340
