INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,Q1_NUMERATOR,Q2_NUMERATOR,Q3_NUMERATOR,Q4_NUMERATOR,Q5_NUMERATOR,NULL_NUMERATOR,Q1_RATE,Q2_RATE,Q3_RATE,Q4_RATE,Q5_RATE,NULL_RATE
I00742,ENG,"ENGLAND",9061899,2144980,1867482,1711403,1572838,1445024,320172,23.6703,20.6081,18.8857,17.3566,15.9461,3.5332
I00742,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",56683,32739,7415,7077,4919,3138,1395,57.7581,13.0815,12.4852,8.6781,5.5361,2.4611
I00742,RCF,"AIREDALE NHS FOUNDATION TRUST",32667,7188,4318,6229,9647,4917,368,22.0039,13.2182,19.0682,29.5313,15.0519,1.1265
I00742,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",41850,496,4495,6989,9820,19565,485,1.1852,10.7407,16.7001,23.4648,46.7503,1.1589
I00742,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",87283,18139,26360,18122,14562,6243,3857,20.7818,30.2006,20.7623,16.6837,7.1526,4.4190
I00742,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",43308,15090,12821,8199,4579,2024,595,34.8434,29.6042,18.9318,10.5731,4.6735,1.3739
I00742,R1H,"BARTS HEALTH NHS TRUST",167596,91129,36176,16548,9459,5973,8311,54.3742,21.5852,9.8737,5.6439,3.5639,4.9589
I00742,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",71900,13251,19700,14466,10849,13010,624,18.4298,27.3992,20.1196,15.0890,18.0946,0.8679
I00742,RC1,"BEDFORD HOSPITAL NHS TRUST",36416,3398,6536,6127,8685,11281,389,9.3311,17.9482,16.8250,23.8494,30.9781,1.0682
I00742,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",55357,18151,11079,10097,9024,6407,599,32.7890,20.0137,18.2398,16.3015,11.5740,1.0821
I00742,RMC,"BOLTON NHS FOUNDATION TRUST",60677,28566,12425,7301,6825,4405,1155,47.0788,20.4773,12.0326,11.2481,7.2598,1.9035
I00742,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",92368,51587,18137,12421,5448,3179,1596,55.8494,19.6356,13.4473,5.8981,3.4417,1.7279
I00742,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",70067,9300,14988,15521,13024,15291,1943,13.2730,21.3910,22.1517,18.5879,21.8234,2.7731
I00742,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",58291,353,10160,9445,9732,27757,844,0.6056,17.4298,16.2032,16.6955,47.6180,1.4479
I00742,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",70123,19501,18223,11039,12970,7692,698,27.8097,25.9872,15.7423,18.4961,10.9693,0.9954
I00742,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",74164,2015,9227,12279,21253,26442,2948,2.7170,12.4413,16.5566,28.6568,35.6534,3.9750
I00742,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",91972,10554,27990,20348,14756,6281,12043,11.4752,30.4332,22.1241,16.0440,6.8293,13.0942
I00742,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",50908,11338,14676,8877,9621,6162,234,22.2715,28.8285,17.4373,18.8988,12.1042,0.4597
I00742,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",57016,24428,15740,7424,6042,2111,1271,42.8441,27.6063,13.0209,10.5970,3.7025,2.2292
I00742,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",46988,9691,4953,4953,7043,10923,9425,20.6244,10.5410,10.5410,14.9889,23.2464,20.0583
I00742,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",82047,24942,24124,13088,9526,9526,841,30.3996,29.4027,15.9518,11.6104,11.6104,1.0250
I00742,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",40976,8259,14153,9791,4952,2433,1388,20.1557,34.5397,23.8945,12.0851,5.9376,3.3873
I00742,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",57051,6945,14492,11681,13080,10247,606,12.1733,25.4018,20.4747,22.9269,17.9611,1.0622
I00742,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",73034,28586,17141,13708,10940,2079,580,39.1407,23.4699,18.7693,14.9793,2.8466,0.7942
I00742,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",29514,3363,5128,10907,7465,2151,500,11.3946,17.3748,36.9553,25.2931,7.2881,1.6941
I00742,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",66296,1574,7983,15829,14158,21114,5638,2.3742,12.0415,23.8763,21.3557,31.8481,8.5043
I00742,RJN,"EAST CHESHIRE NHS TRUST",19462,1335,2784,3920,3659,7507,257,6.8595,14.3048,20.1418,18.8007,38.5726,1.3205
I00742,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",105973,20073,23422,27887,26046,7477,1068,18.9416,22.1019,26.3152,24.5780,7.0556,1.0078
I00742,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",80182,36681,17310,8619,11689,4753,1130,45.7472,21.5884,10.7493,14.5781,5.9278,1.4093
I00742,RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",106956,12366,19618,22664,28158,18563,5587,11.5618,18.3421,21.1900,26.3267,17.3557,5.2236
I00742,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",59343,12879,16903,14065,10676,4286,534,21.7026,28.4836,23.7012,17.9903,7.2224,0.8999
I00742,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",62608,2285,11682,11827,13926,21411,1477,3.6497,18.6590,18.8906,22.2432,34.1985,2.3591
I00742,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",128105,5248,18948,25207,24225,52846,1631,4.0966,14.7910,19.6768,18.9103,41.2521,1.2732
I00742,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",33479,13393,9460,3555,4947,1807,317,40.0042,28.2565,10.6186,14.7764,5.3974,0.9469
I00742,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",21791,3888,6147,4758,4035,2749,214,17.8422,28.2089,21.8347,18.5168,12.6153,0.9821
I00742,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",91773,9423,11246,23191,22135,25015,763,10.2677,12.2541,25.2700,24.1193,27.2575,0.8314
I00742,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",62882,6876,6379,9991,16472,22041,1123,10.9348,10.1444,15.8885,26.1951,35.0514,1.7859
I00742,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",91285,25756,32828,12269,8135,6860,5437,28.2149,35.9621,13.4403,8.9117,7.5149,5.9561
I00742,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",62751,493,8266,11410,12827,29058,697,0.7856,13.1727,18.1830,20.4411,46.3068,1.1107
I00742,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",26844,674,1532,5900,8509,9942,287,2.5108,5.7070,21.9788,31.6980,37.0362,1.0691
I00742,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",44126,31340,8437,1241,705,329,2074,71.0239,19.1202,2.8124,1.5977,0.7456,4.7002
I00742,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",84960,29599,13017,14353,14431,13092,468,34.8387,15.3213,16.8938,16.9856,15.4096,0.5508
I00742,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",108395,29570,33679,20915,12349,5875,6007,27.2799,31.0706,19.2952,11.3926,5.4200,5.5418
I00742,R1F,"ISLE OF WIGHT NHS TRUST",17390,1210,5896,6578,2631,744,331,6.9580,33.9045,37.8263,15.1294,4.2783,1.9034
I00742,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",31808,7825,7518,8814,6052,1331,268,24.6007,23.6356,27.7100,19.0267,4.1845,0.8426
I00742,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",51146,8953,12441,9500,9212,10672,368,17.5048,24.3245,18.5743,18.0112,20.8658,0.7195
I00742,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",110363,23554,27221,13815,15262,15349,15162,21.3423,24.6650,12.5178,13.8289,13.9077,13.7383
I00742,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",57274,1623,5793,9295,18111,20100,2352,2.8337,10.1145,16.2290,31.6217,35.0945,4.1066
I00742,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",77294,19737,13411,13940,15627,12902,1677,25.5350,17.3506,18.0350,20.2176,16.6921,2.1696
I00742,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",125782,46035,24040,18317,21557,14368,1465,36.5990,19.1124,14.5625,17.1384,11.4229,1.1647
I00742,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",91466,33324,31657,13253,7336,4729,1167,36.4332,34.6107,14.4895,8.0205,5.1702,1.2759
I00742,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",98147,14641,33113,29257,12756,6749,1631,14.9174,33.7382,29.8094,12.9968,6.8764,1.6618
I00742,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",77680,14979,19155,15274,12651,13584,2037,19.2830,24.6589,19.6627,16.2860,17.4871,2.6223
I00742,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",71732,3071,7056,15275,21917,23561,852,4.2812,9.8366,21.2945,30.5540,32.8459,1.1878
I00742,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",175870,75297,31442,23484,20336,19140,6171,42.8140,17.8780,13.3530,11.5631,10.8830,3.5088
I00742,RPA,"MEDWAY NHS FOUNDATION TRUST",57574,10449,16571,10060,8652,7376,4466,18.1488,28.7821,17.4732,15.0276,12.8113,7.7570
I00742,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",49735,7768,9078,8038,8205,13268,3378,15.6188,18.2527,16.1617,16.4974,26.6774,6.7920
I00742,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",56988,2159,7638,11561,16938,17187,1505,3.7885,13.4028,20.2867,29.7220,30.1590,2.6409
I00742,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",95290,29899,24603,14858,13053,4759,8118,31.3768,25.8191,15.5924,13.6982,4.9942,8.5193
I00742,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",44489,5545,5522,5129,9534,14510,4249,12.4638,12.4121,11.5287,21.4300,32.6148,9.5507
I00742,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",89129,7515,14455,23422,23320,13793,6624,8.4316,16.2181,26.2788,26.1643,15.4753,7.4319
I00742,RVJ,"NORTH BRISTOL NHS TRUST",84700,10349,17522,15765,16004,24039,1021,12.2184,20.6871,18.6128,18.8949,28.3813,1.2054
I00742,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",47044,9349,11116,11396,8359,4281,2543,19.8729,23.6289,24.2241,17.7685,9.1000,5.4056
I00742,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",47556,22846,13189,5043,2854,1267,2357,48.0402,27.7336,10.6043,6.0013,2.6642,4.9563
I00742,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",58867,25395,11462,8464,5675,7518,353,43.1396,19.4710,14.3782,9.6404,12.7712,0.5997
I00742,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",78766,9882,10681,16660,17304,17494,6745,12.5460,13.5604,21.1513,21.9689,22.2101,8.5633
I00742,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",69162,12173,13187,11821,12347,18453,1181,17.6007,19.0668,17.0918,17.8523,26.6808,1.7076
I00742,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",31008,2623,9137,11739,6771,473,265,8.4591,29.4666,37.8580,21.8363,1.5254,0.8546
I00742,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",56651,17092,11190,11877,11161,5072,259,30.1707,19.7525,20.9652,19.7013,8.9531,0.4572
I00742,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",71299,17123,17429,13570,11822,10644,711,24.0158,24.4449,19.0325,16.5809,14.9287,0.9972
