INDICATOR_CODE,DIAGNOSIS_GROUP,AIC_FULL,SCHWARTZ_FULL,NEG2LOGL_FULL,AIC_INTERCEPT,SCHWARTZ_INTERCEPT,NEG2LOGL_INTERCEPT,LIKELIHOOD_RATIO_CHI_SQUARE,LIKELIHOOD_RATIO_DF,LIKELIHOOD_RATIO_P_VALUE,SCORE_CHI_SQUARE,SCORE_DF,SCORE_P_VALUE,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE,PERCENT_CONCORDANT,PERCENT_DISCORDANT,PERCENT_TIED,PAIRS,SOMERS_D,GAMMA,TAU_A,C
I00699,1,1988.0788,2166.6173,1936.0788,2524.2913,2531.1581,2522.2913,586.2124,25,0,787.0775,25,0,360.067,25,0,85.9537,13.1156,0.9307,2076822,0.7284,0.7352,0.0601,0.8642
I00699,2,153797.057,154058.8958,153745.057,176700.5708,176710.6416,176698.5708,22953.5138,25,0,21232.7712,25,0,15384.8509,25,0,73.8493,24.7732,1.3775,4953284997,0.4908,0.4976,0.1593,0.7454
I00699,3,4047.0402,4237.2224,3995.0402,5182.6919,5190.0066,5180.6919,1185.6517,25,0,1230.5517,25,0,455.3117,25,0,84.3274,14.3399,1.3327,7202336,0.6999,0.7093,0.0818,0.8499
I00699,4,2991.9542,3178.6365,2939.9542,3510.3803,3517.5604,3508.3803,568.4261,25,0,532.236,25,0,270.6777,25,0,80.4394,18.0215,1.5391,3969272,0.6242,0.6339,0.0526,0.8121
I00699,5,938.6251,986.8724,924.6251,1134.2046,1141.0971,1132.2046,207.5795,6,0,192.5786,6,0,96.8187,6,0,82.989,11.2659,5.7451,781312,0.7172,0.7609,0.0212,0.8586
I00699,6,6967.317,7245.8806,6915.317,10568.023,10578.737,10566.023,3650.706,25,0,13232.5074,25,0,1793.5495,25,0,92.0359,2.5988,5.3653,246724536,0.8944,0.9451,0.004,0.9472
I00699,7,13232.0054,13457.4067,13180.0054,17781.3399,17790.0092,17779.3399,4599.3345,25,0,5583.8651,25,0,3275.8625,25,0,85.9522,12.7395,1.3082,92527353,0.7321,0.7418,0.0732,0.8661
I00699,8,22138.2431,22312.3774,22096.2431,27483.6035,27491.8957,27481.6035,5385.3605,20,0,4850.5152,20,0,3643.3521,20,0,79.8093,19.1248,1.0659,126392994,0.6068,0.6134,0.1763,0.8034
I00699,9,14574.7601,14755.9887,14528.7601,18574.5747,18582.4542,18572.5747,4043.8146,22,0,3604.6031,22,0,2559.3781,22,0,80.9915,17.9923,1.0162,56950533,0.63,0.6365,0.1882,0.815
I00699,10,33280.2171,33501.6811,33232.2171,46851.2331,46860.4607,46849.2331,13617.016,23,0,13609.7684,23,0,7956.1253,23,0,86.8672,12.1981,0.9347,481124497,0.7467,0.7537,0.1271,0.8733
I00699,11,17608.0334,17801.835,17564.0334,25443.0775,25451.8866,25441.0775,7877.044,21,0,8894.5252,21,0,4885.8636,21,0,87.9891,11.0242,0.9867,162175260,0.7696,0.7773,0.102,0.8848
I00699,12,14426.8619,14632.3383,14374.8619,19564.5817,19572.4847,19562.5817,5187.7198,25,0,4699.4628,25,0,3044.8439,25,0,83.5055,15.7714,0.7231,62024468,0.6773,0.6823,0.2103,0.8387
I00699,13,24163.8186,24359.1716,24115.8186,29866.0802,29874.2199,29864.0802,5748.2616,23,0,4886.1342,23,0,3724.0709,23,0,78.4172,20.9043,0.6785,128314328,0.5751,0.5791,0.2301,0.7876
I00699,14,9882.2367,10080.2182,9830.2367,12846.3555,12853.9702,12844.3555,3014.1187,25,0,2738.8055,25,0,1847.1802,25,0,82.8658,16.5279,0.6064,29160516,0.6634,0.6674,0.1724,0.8317
I00699,15,75260.8526,75503.7769,75208.8526,97456.422,97465.7652,97454.422,22245.5694,25,0,18268.0246,25,0,11791.1605,25,0,79.8938,19.2971,0.8091,1384474910,0.606,0.6109,0.2356,0.803
I00699,16,3952.1771,4112.1767,3904.1771,4986.5121,4993.1787,4984.5121,1080.3349,23,0,967.7475,23,0,622.2414,23,0,81.0505,17.9761,0.9734,4387309,0.6307,0.6369,0.1642,0.8154
I00699,17,5087.3911,5303.1152,5035.3911,9046.4225,9054.7196,9044.4225,4009.0314,25,0,6032.8578,25,0,2049.4289,25,0,92.7526,5.2037,2.0436,29888045,0.8755,0.8938,0.0595,0.9377
I00699,18,17438.8155,17673.149,17390.8155,34667.1383,34676.9022,34665.1383,17274.3228,23,0,27662.8089,23,0,6552.9134,23,0,95.1662,3.5672,1.2666,481214620,0.916,0.9277,0.0534,0.958
I00699,19,5153.0951,5347.2344,5105.0951,9223.944,9232.0332,9221.944,4116.8489,23,0,6126.7561,23,0,2092.3663,23,0,93.5222,5.0676,1.4102,26304151,0.8845,0.8972,0.0803,0.9423
I00699,20,4383.9107,4587.0846,4331.9107,6921.6733,6929.4876,6919.6733,2587.7626,25,0,3160.6778,25,0,1428.9104,25,0,91.738,7.2477,1.0143,14944366,0.8449,0.8536,0.0755,0.9225
I00699,21,11684.5295,11887.7821,11634.5295,16493.4521,16501.5822,16491.4521,4856.9226,24,0,4762.4382,24,0,2748.8391,24,0,87.0933,11.9644,0.9423,57469350,0.7513,0.7584,0.1372,0.8756
