INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I00732,ENG,"ENGLAND",278734,7417107,3.7580
I00732,R1F,"ISLE OF WIGHT NHS TRUST",818,14555,5.6201
I00732,R1H,"BARTS HEALTH NHS TRUST",3687,131979,2.7936
I00732,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",2431,78427,3.0997
I00732,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",1248,32769,3.8085
I00732,RA3,"WESTON AREA HEALTH NHS TRUST",1018,15568,6.5391
I00732,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",943,21433,4.3998
I00732,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",1559,60613,2.5721
I00732,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",1757,41176,4.2670
I00732,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1699,63521,2.6747
I00732,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2215,43726,5.0656
I00732,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",2722,80743,3.3712
I00732,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",1376,45807,3.0039
I00732,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",979,37717,2.5956
I00732,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",1252,47831,2.6175
I00732,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",1627,44405,3.6640
I00732,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1131,26519,4.2649
I00732,RBK,"WALSALL HEALTHCARE NHS TRUST",1553,41421,3.7493
I00732,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",2241,58014,3.8629
I00732,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",2190,61322,3.5713
