INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,Q1_NUMERATOR,Q2_NUMERATOR,Q3_NUMERATOR,Q4_NUMERATOR,Q5_NUMERATOR,NULL_NUMERATOR,Q1_RATE,Q2_RATE,Q3_RATE,Q4_RATE,Q5_RATE,NULL_RATE
I00742,ENG,"ENGLAND",8908215,2113208,1841523,1677417,1543199,1418625,314243,23.7220,20.6722,18.8300,17.3233,15.9249,3.5276
I00742,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",47557,27144,6534,6124,4221,2709,825,57.0768,13.7393,12.8772,8.8757,5.6963,1.7348
I00742,RCF,"AIREDALE NHS FOUNDATION TRUST",34885,7454,4721,6750,10469,5273,218,21.3673,13.5330,19.3493,30.0100,15.1154,0.6249
I00742,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",42579,475,4613,7338,10198,19647,308,1.1156,10.8340,17.2338,23.9508,46.1425,0.7234
I00742,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",83703,17887,26160,18137,14093,6166,1260,21.3696,31.2534,21.6683,16.8369,7.3665,1.5053
I00742,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",41484,13833,11397,7409,3860,1872,3113,33.3454,27.4732,17.8599,9.3048,4.5126,7.5041
I00742,R1H,"BARTS HEALTH NHS TRUST",155546,88619,33289,15155,8455,5181,4847,56.9729,21.4014,9.7431,5.4357,3.3308,3.1161
I00742,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",55128,9530,15206,10944,8567,10505,376,17.2870,27.5831,19.8520,15.5402,19.0557,0.6820
I00742,RC1,"BEDFORD HOSPITAL NHS TRUST",34551,3293,6363,5706,8121,10837,231,9.5308,18.4163,16.5147,23.5044,31.3652,0.6686
I00742,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",57077,19261,11422,10461,8941,6453,539,33.7456,20.0116,18.3279,15.6648,11.3058,0.9443
