INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I00731,ENG,ENGLAND,6318,1002685,1
I00731,RCF,AIREDALE NHS FOUNDATION TRUST,*,1870,*
I00731,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,20,5125,0
I00731,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",45,6495,1
I00731,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,20,3225,1
I00731,R1H,BARTS HEALTH NHS TRUST,105,17195,1
I00731,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,35,7630,0
I00731,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,35,5295,1
I00731,RMC,BOLTON NHS FOUNDATION TRUST,35,3425,1
I00731,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,20,5360,0
I00731,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,85,9175,1
I00731,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,55,4420,1
I00731,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15,4495,0
I00731,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,55,11965,0
I00731,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,30,7035,0
I00731,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,20,3180,1
I00731,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,30,3650,1
I00731,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,30,4320,1
I00731,RJ6,CROYDON HEALTH SERVICES NHS TRUST,*,2410,*
I00731,RN7,DARTFORD AND GRAVESHAM NHS TRUST,40,9240,0
I00731,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,30,7565,0
I00731,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,30,2740,1
I00731,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,30,5590,1
I00731,RJN,EAST CHESHIRE NHS TRUST,*,1070,*
I00731,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,85,10105,1
I00731,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,60,9280,1
I00731,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,60,9695,1
I00731,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,50,4665,1
I00731,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,15,6555,0
I00731,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,45,11955,0
I00731,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,70,2935,2
I00731,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,*,1615,*
I00731,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,55,12520,0
I00731,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,45,5940,1
I00731,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,165,23100,1
I00731,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,20,5360,0
I00731,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,20,2635,1
I00731,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,20,2585,1
I00731,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,175,12730,1
I00731,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,95,15110,1
I00731,R1F,ISLE OF WIGHT NHS TRUST,*,1630,*
I00731,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,35,2640,1
I00731,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,20,3530,1
I00731,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,95,18695,1
I00731,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,15,3055,0
I00731,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,70,9075,1
I00731,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,120,20435,1
I00731,RJ2,LEWISHAM AND GREENWICH NHS TRUST,10,3640,0
I00731,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,90,10835,1
I00731,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,30,7210,0
I00731,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,45,13305,0
I00731,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,180,24480,1
I00731,RPA,MEDWAY NHS FOUNDATION TRUST,20,4080,0
I00731,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,130,15940,1
I00731,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,10,2660,0
I00731,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,25,5520,0
I00731,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,25,2835,1
I00731,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,65,10125,1
I00731,RVJ,NORTH BRISTOL NHS TRUST,30,9360,0
I00731,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,30,3610,1
I00731,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,15,1295,1
I00731,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,30,5460,1
I00731,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,25,5880,0
I00731,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,35,6305,1
