INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,IN_HOSPITAL_NUMERATOR,OUT_HOSPITAL_NUMERATOR,IN_HOSPITAL_RATE,OUT_HOSPITAL_RATE
I00733,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",2327,1645,682,70.6919,29.3081
I00733,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",1493,1076,417,72.0697,27.9303
I00733,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",3010,1952,1058,64.8505,35.1495
I00733,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",1244,919,325,73.8746,26.1254
I00733,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1611,1153,458,71.5705,28.4295
I00733,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",3240,2289,951,70.6481,29.3519
I00733,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",2772,1807,965,65.1876,34.8124
I00733,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1124,743,381,66.1032,33.8968
I00733,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",2409,1666,743,69.1573,30.8427
I00733,RJN,"EAST CHESHIRE NHS TRUST",904,617,287,68.2522,31.7478
I00733,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",4204,2749,1455,65.3901,34.6099
I00733,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",2718,1907,811,70.1619,29.8381
I00733,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",2610,1809,801,69.3103,30.6897
I00733,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",1936,1411,525,72.8822,27.1178
I00733,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3552,2607,945,73.3953,26.6047
I00733,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",1494,1064,430,71.2182,28.7818
I00733,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",969,699,270,72.1362,27.8638
I00733,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",3089,1939,1150,62.7711,37.2289
I00733,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",1788,1319,469,73.7696,26.2304
I00733,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",1445,1004,441,69.4810,30.5190
I00733,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",2025,1522,503,75.1605,24.8395
I00733,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",917,650,267,70.8833,29.1167
I00733,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",4598,3264,1334,70.9874,29.0126
I00733,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",599,431,168,71.9533,28.0467
I00733,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",3503,2411,1092,68.8267,31.1733
I00733,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",2247,1657,590,73.7428,26.2572
I00733,RGQ,"IPSWICH HOSPITAL NHS TRUST",2019,1415,604,70.0842,29.9158
I00733,R1F,"ISLE OF WIGHT NHS TRUST",988,644,344,65.1822,34.8178
I00733,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1652,1276,376,77.2397,22.7603
I00733,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",1732,1230,502,71.0162,28.9838
I00733,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",3152,2394,758,75.9518,24.0482
I00733,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",1199,819,380,68.3069,31.6931
I00733,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",2345,1697,648,72.3667,27.6333
I00733,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",4136,2928,1208,70.7930,29.2070
I00733,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",2453,1839,614,74.9694,25.0306
I00733,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",2481,1840,641,74.1636,25.8364
I00733,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1848,1291,557,69.8593,30.1407
I00733,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",2429,1759,670,72.4166,27.5834
I00733,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",3583,2811,772,78.4538,21.5462
I00733,RPA,"MEDWAY NHS FOUNDATION TRUST",1867,1354,513,72.5228,27.4772
I00733,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",1553,1044,509,67.2247,32.7753
I00733,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",1990,1398,592,70.2513,29.7487
I00733,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",3068,2148,920,70.0130,29.9870
I00733,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1218,844,374,69.2939,30.7061
I00733,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3456,2380,1076,68.8657,31.1343
I00733,RVJ,"NORTH BRISTOL NHS TRUST",2335,1732,603,74.1756,25.8244
I00733,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",1869,1191,678,63.7239,36.2761
I00733,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",1206,914,292,75.7877,24.2123
I00733,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",2060,1419,641,68.8835,31.1165
I00733,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",2790,1819,971,65.1971,34.8029
I00733,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",1930,1402,528,72.6425,27.3575
I00733,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",1027,706,321,68.7439,31.2561
I00733,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",2521,1683,838,66.7592,33.2408
I00733,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",3163,2419,744,76.4780,23.5220
I00733,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",4363,3633,730,83.2684,16.7316
I00733,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3165,2348,817,74.1864,25.8136
I00733,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",3779,2545,1234,67.3459,32.6541
I00733,RK9,"PLYMOUTH HOSPITALS NHS TRUST",2493,1698,795,68.1107,31.8893
I00733,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",1609,1151,458,71.5351,28.4649
I00733,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",3125,2233,892,71.4560,28.5440
I00733,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",2145,1567,578,73.0536,26.9464
I00733,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",2391,1598,793,66.8340,33.1660
I00733,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",2240,1650,590,73.6607,26.3393
I00733,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",2705,2006,699,74.1590,25.8410
I00733,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",2054,1591,463,77.4586,22.5414
I00733,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",1193,775,418,64.9623,35.0377
I00733,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",2081,1529,552,73.4743,26.5257
I00733,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",1869,1401,468,74.9599,25.0401
I00733,RNZ,"SALISBURY NHS FOUNDATION TRUST",1112,845,267,75.9892,24.0108
I00733,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",2102,1483,619,70.5519,29.4481
I00733,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",3633,2770,863,76.2455,23.7545
I00733,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",2060,1440,620,69.9029,30.0971
I00733,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",2766,1704,1062,61.6052,38.3948
I00733,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",2840,2021,819,71.1620,28.8380
I00733,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",1108,814,294,73.4657,26.5343
I00733,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",1232,791,441,64.2045,35.7955
I00733,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2368,1587,781,67.0186,32.9814
I00733,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",1356,914,442,67.4041,32.5959
I00733,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1982,1538,444,77.5984,22.4016
I00733,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",2354,1655,699,70.3059,29.6941
I00733,RWJ,"STOCKPORT NHS FOUNDATION TRUST",1820,1416,404,77.8022,22.1978
I00733,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",1971,1429,542,72.5013,27.4987
I00733,RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",1421,887,534,62.4208,37.5792
I00733,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",1755,1114,641,63.4758,36.5242
I00733,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",2435,1732,703,71.1294,28.8706
I00733,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",1026,787,239,76.7057,23.2943
I00733,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",2590,1862,728,71.8919,28.1081
I00733,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",1572,1136,436,72.2646,27.7354
I00733,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1753,1196,557,68.2259,31.7741
I00733,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",1424,977,447,68.6096,31.3904
I00733,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",2059,1603,456,77.8533,22.1467
I00733,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",2599,1913,686,73.6052,26.3948
I00733,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",1790,1216,574,67.9330,32.0670
I00733,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",3706,2487,1219,67.1074,32.8926
I00733,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",1197,908,289,75.8563,24.1437
I00733,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",3012,2394,618,79.4821,20.5179
I00733,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",2685,1919,766,71.4711,28.5289
I00733,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",1693,1265,428,74.7194,25.2806
I00733,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",2897,2016,881,69.5892,30.4108
I00733,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",4454,2949,1505,66.2101,33.7899
I00733,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",1828,1205,623,65.9190,34.0810
I00733,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",4389,3184,1205,72.5450,27.4550
I00733,RBK,"WALSALL HEALTHCARE NHS TRUST",1667,1118,549,67.0666,32.9334
I00733,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",1454,1042,412,71.6644,28.3356
I00733,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",2123,1542,581,72.6331,27.3669
I00733,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",1448,1006,442,69.4751,30.5249
I00733,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",3139,2127,1012,67.7604,32.2396
I00733,RA3,"WESTON AREA HEALTH NHS TRUST",947,650,297,68.6378,31.3622
I00733,RKE,"WHITTINGTON HEALTH NHS TRUST",562,372,190,66.1922,33.8078
I00733,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",2258,1568,690,69.4420,30.5580
I00733,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",2878,1920,958,66.7130,33.2870
I00733,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1888,1362,526,72.1398,27.8602
I00733,RLQ,"WYE VALLEY NHS TRUST",1306,900,406,68.9127,31.0873
I00733,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",1043,703,340,67.4017,32.5983
I00733,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",3173,2145,1028,67.6016,32.3984
