INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,IN_HOSPITAL_NUMERATOR,OUT_HOSPITAL_NUMERATOR,IN_HOSPITAL_RATE,OUT_HOSPITAL_RATE
I00733,ENG,"ENGLAND",300219,212897,87322,70.9139,29.0861
I00733,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2263,1725,538,76.2262,23.7738
I00733,RCF,"AIREDALE NHS FOUNDATION TRUST",1017,666,351,65.4867,34.5133
I00733,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",1706,1181,525,69.2263,30.7737
I00733,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3246,2342,904,72.1503,27.8497
I00733,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1578,1108,470,70.2155,29.7845
I00733,R1H,"BARTS HEALTH NHS TRUST",3852,3006,846,78.0374,21.9626
I00733,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2294,1639,655,71.4473,28.5527
I00733,RC1,"BEDFORD HOSPITAL NHS TRUST",1272,882,390,69.3396,30.6604
I00733,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",2458,1796,662,73.0675,26.9325
I00733,RMC,"BOLTON NHS FOUNDATION TRUST",1796,1281,515,71.3252,28.6748
I00733,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1990,1324,666,66.5327,33.4673
I00733,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",2349,1636,713,69.6467,30.3533
I00733,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1698,1272,426,74.9117,25.0883
I00733,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",2560,1713,847,66.9141,33.0859
I00733,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2347,1583,764,67.4478,32.5522
I00733,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",1643,1222,421,74.3761,25.6239
I00733,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",1950,1333,617,68.3590,31.6410
I00733,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",2032,1528,504,75.1969,24.8031
I00733,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",1487,1082,405,72.7640,27.2360
I00733,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",3165,2146,1019,67.8041,32.1959
I00733,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",1360,1017,343,74.7794,25.2206
I00733,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1629,1149,480,70.5341,29.4659
I00733,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",2798,1838,960,65.6898,34.3102
I00733,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1154,752,402,65.1646,34.8354
I00733,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",2539,1736,803,68.3734,31.6266
I00733,RJN,"EAST CHESHIRE NHS TRUST",970,667,303,68.7629,31.2371
I00733,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",4242,2750,1492,64.8279,35.1721
I00733,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",2807,1942,865,69.1842,30.8158
I00733,RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",4736,3243,1493,68.4755,31.5245
I00733,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",2679,1823,856,68.0478,31.9522
I00733,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",1977,1480,497,74.8609,25.1391
I00733,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3612,2572,1040,71.2071,28.7929
I00733,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",1569,1135,434,72.3391,27.6609
I00733,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",1067,756,311,70.8529,29.1471
I00733,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",3019,1902,1117,63.0010,36.9990
I00733,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",1855,1352,503,72.8841,27.1159
I00733,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",1450,1076,374,74.2069,25.7931
I00733,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",2126,1632,494,76.7639,23.2361
I00733,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",949,653,296,68.8093,31.1907
I00733,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",514,380,134,73.9300,26.0700
I00733,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",3464,2373,1091,68.5046,31.4954
I00733,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",2253,1671,582,74.1678,25.8322
I00733,R1F,"ISLE OF WIGHT NHS TRUST",928,550,378,59.2672,40.7328
I00733,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1684,1240,444,73.6342,26.3658
I00733,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",1745,1240,505,71.0602,28.9398
I00733,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",3255,2433,822,74.7465,25.2535
I00733,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",1237,859,378,69.4422,30.5578
I00733,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",2393,1702,691,71.1241,28.8759
I00733,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",4318,3099,1219,71.7693,28.2307
I00733,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",2544,1884,660,74.0566,25.9434
I00733,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",2646,2005,641,75.7748,24.2252
I00733,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1877,1325,552,70.5914,29.4086
I00733,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",2455,1644,811,66.9654,33.0346
I00733,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",3465,2695,770,77.7778,22.2222
I00733,RPA,"MEDWAY NHS FOUNDATION TRUST",2035,1429,606,70.2211,29.7789
I00733,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",1606,1093,513,68.0573,31.9427
I00733,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",2146,1488,658,69.3383,30.6617
I00733,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",2986,2080,906,69.6584,30.3416
I00733,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1326,933,393,70.3620,29.6380
I00733,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3663,2537,1126,69.2602,30.7398
I00733,RVJ,"NORTH BRISTOL NHS TRUST",2363,1792,571,75.8358,24.1642
I00733,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",1904,1252,652,65.7563,34.2437
I00733,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",1356,1059,297,78.0973,21.9027
I00733,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",2109,1505,604,71.3608,28.6392
I00733,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",2888,1936,952,67.0360,32.9640
I00733,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",2068,1525,543,73.7427,26.2573
I00733,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",1103,728,375,66.0018,33.9982
I00733,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",2530,1631,899,64.4664,35.5336
I00733,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",3264,2435,829,74.6017,25.3983
I00733,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",4518,3559,959,78.7738,21.2262
I00733,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3214,2369,845,73.7088,26.2912
I00733,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",3939,2643,1296,67.0982,32.9018
I00733,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",1693,1262,431,74.5422,25.4578
I00733,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",3076,2175,901,70.7087,29.2913
