INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,IN_HOSPITAL_NUMERATOR,OUT_HOSPITAL_NUMERATOR,IN_HOSPITAL_RATE,OUT_HOSPITAL_RATE
I00733,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",2045,1482,563,72.4694,27.5306
I00733,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",2555,1641,914,64.2270,35.7730
I00733,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",2332,1675,657,71.8268,28.1732
I00733,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",2790,2020,770,72.4014,27.5986
I00733,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",2102,1604,498,76.3083,23.6917
I00733,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",1243,787,456,63.3146,36.6854
I00733,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",2000,1414,586,70.7000,29.3000
I00733,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",1886,1412,474,74.8674,25.1326
I00733,RNZ,"SALISBURY NHS FOUNDATION TRUST",1100,840,260,76.3636,23.6364
I00733,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",2199,1609,590,73.1696,26.8304
I00733,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",3621,2754,867,76.0563,23.9437
I00733,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",1986,1402,584,70.5942,29.4058
I00733,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",2853,1781,1072,62.4255,37.5745
I00733,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",2870,2069,801,72.0906,27.9094
I00733,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",1213,881,332,72.6298,27.3702
I00733,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",1278,857,421,67.0579,32.9421
I00733,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2492,1733,759,69.5425,30.4575
I00733,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",1388,938,450,67.5793,32.4207
I00733,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2108,1647,461,78.1309,21.8691
I00733,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",2400,1692,708,70.5000,29.5000
I00733,RWJ,"STOCKPORT NHS FOUNDATION TRUST",1906,1454,452,76.2854,23.7146
I00733,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",1975,1446,529,73.2152,26.7848
I00733,RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",1605,1113,492,69.3458,30.6542
I00733,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",1905,1257,648,65.9843,34.0157
I00733,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",2544,1792,752,70.4403,29.5597
I00733,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",1095,830,265,75.7991,24.2009
I00733,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",2638,1899,739,71.9864,28.0136
I00733,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",1643,1196,447,72.7937,27.2063
I00733,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1757,1210,547,68.8674,31.1326
I00733,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",1439,1033,406,71.7860,28.2140
I00733,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",2176,1705,471,78.3548,21.6452
I00733,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",2665,2039,626,76.5103,23.4897
I00733,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",1780,1218,562,68.4270,31.5730
I00733,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",3784,2438,1346,64.4292,35.5708
I00733,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",1157,855,302,73.8980,26.1020
I00733,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",3109,2411,698,77.5491,22.4509
I00733,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",7446,5334,2112,71.6358,28.3642
I00733,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",1841,1392,449,75.6111,24.3889
I00733,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",3031,2069,962,68.2613,31.7387
I00733,RTG,"UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST",4707,3391,1316,72.0416,27.9584
I00733,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",4520,3002,1518,66.4159,33.5841
I00733,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",1801,1165,636,64.6863,35.3137
I00733,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",4604,3454,1150,75.0217,24.9783
I00733,RK9,"UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST",2667,1794,873,67.2666,32.7334
I00733,RBK,"WALSALL HEALTHCARE NHS TRUST",1683,1146,537,68.0927,31.9073
I00733,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",1456,1052,404,72.2527,27.7473
I00733,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",2151,1549,602,72.0130,27.9870
I00733,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",1501,1025,476,68.2878,31.7122
I00733,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",3150,2143,1007,68.0317,31.9683
I00733,RA3,"WESTON AREA HEALTH NHS TRUST",857,607,250,70.8285,29.1715
I00733,RKE,"WHITTINGTON HEALTH NHS TRUST",603,435,168,72.1393,27.8607
I00733,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",2292,1648,644,71.9023,28.0977
I00733,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",2983,1971,1012,66.0744,33.9256
I00733,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1893,1314,579,69.4136,30.5864
I00733,RLQ,"WYE VALLEY NHS TRUST",1256,886,370,70.5414,29.4586
I00733,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",1124,756,368,67.2598,32.7402
I00733,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",3208,2159,1049,67.3005,32.6995
