INDICATOR_CODE,DIAGNOSIS_GROUP,AIC_FULL,SCHWARTZ_FULL,NEG2LOGL_FULL,AIC_INTERCEPT,SCHWARTZ_INTERCEPT,NEG2LOGL_INTERCEPT,LIKELIHOOD_RATIO_CHI_SQUARE,LIKELIHOOD_RATIO_DF,LIKELIHOOD_RATIO_P_VALUE,SCORE_CHI_SQUARE,SCORE_DF,SCORE_P_VALUE,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE,PERCENT_CONCORDANT,PERCENT_DISCORDANT,PERCENT_TIED,PAIRS,SOMERS_D,GAMMA,TAU_A,C
I00699,1,2317.06,2518.307,2261.06,2967.046,2974.234,2965.046,703.9864,27,0,1013.8426,27,0,505.7331,27,0,85.931,12.357,1.712,3225402,0.736,0.749,0.05,0.867870424
I00699,2,97809.292,98085.949,97751.292,114332.594,114342.134,114330.594,16579.3015,28,0,15285.6363,28,0,11295.9082,28,0,75.067,23.832,1.101,1950637740,0.512,0.518,0.189,0.756171731
I00699,3,3620.915,3818.366,3564.915,4727.138,4734.19,4725.138,1160.2233,27,0,1188.4178,27,0,453.9463,27,0,84.994,14.312,0.694,5312008,0.707,0.712,0.103,0.853413248
I00699,4,2942.345,3139.078,2886.345,3479.512,3486.538,3477.512,591.1672,27,0,533.9797,27,0,230.8838,27,0,80.962,18.176,0.862,3510912,0.628,0.633,0.064,0.813932534
I00699,5,2667.244,2724,2651.244,2857.149,2864.244,2855.149,203.9054,7,0,210.4489,7,0,185.7661,7,0,65.014,23.025,11.961,2871620,0.42,0.477,0.03,0.709942994
I00699,6,6342.689,6649.899,6284.689,9714.507,9725.101,9712.507,3427.8183,28,0,12577.2081,28,0,1748.1478,28,0,92.108,2.526,5.367,202230032,0.896,0.947,0.004,0.94790973
I00699,7,13944.53,14196.769,13886.53,18882.36,18891.058,18880.36,4993.8306,28,0,6097.3674,28,0,3582.6088,28,0,86.204,12.559,1.236,102011175,0.736,0.746,0.077,0.86822457
I00699,8,23764.083,23956.768,23718.083,29634.509,29642.886,29632.509,5914.4256,22,0,5413.3052,22,0,4012.8782,22,0,79.991,18.697,1.312,147929347,0.613,0.621,0.176,0.806468469
I00699,9,16951.758,17168.27,16897.758,21341.646,21349.665,21339.646,4441.8875,26,0,4041.0976,26,0,2944.1715,26,0,80.615,18.751,0.633,75212551,0.619,0.623,0.185,0.809318653
I00699,10,36385.517,36633.657,36331.517,48746.097,48755.287,48744.097,12412.5799,26,0,12306.0962,26,0,8152.8985,26,0,84.846,14.347,0.806,494088568,0.705,0.711,0.133,0.852494592
I00699,11,19973.144,20185.497,19925.144,27831.598,27840.446,27829.598,7904.4539,23,0,9053.4566,23,0,5435.541,23,0,86.763,12.258,0.979,187253070,0.745,0.752,0.105,0.872528301
I00699,12,13757.992,13984.161,13699.992,18291.785,18299.583,18289.785,4589.793,28,0,4133.6716,28,0,2821.3289,28,0,82.696,16.647,0.657,52944266,0.66,0.665,0.216,0.830240823
I00699,13,23672.865,23890.181,23618.865,28444.893,28452.942,28442.893,4824.028,26,0,4174.0884,26,0,3329.5885,26,0,76.76,22.606,0.633,113344825,0.542,0.545,0.23,0.770769437
I00699,14,10270.062,10482.107,10214.062,12880.793,12888.366,12878.793,2664.7305,27,0,2434.0662,27,0,1764.8481,27,0,81.074,18.339,0.587,28473627,0.627,0.631,0.173,0.813673386
I00699,15,83348.608,83610.993,83292.608,103905.335,103914.706,103903.335,20610.7277,27,0,17111.5139,27,0,11961.7792,27,0,77.804,21.191,1.004,1538030880,0.566,0.572,0.231,0.783065588
I00699,16,4413.396,4588.77,4361.396,5478.26,5485.005,5476.26,1114.8638,25,0,1025.7356,25,0,697.5272,25,0,80.391,18.695,0.914,5241399,0.617,0.623,0.164,0.808479759
I00699,17,5142.41,5368.134,5088.41,9119.651,9128.011,9117.651,4029.2408,26,0,6422.6846,26,0,2233.6547,26,0,92.326,5.232,2.443,31638404,0.871,0.893,0.055,0.93547018
