INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,Q1_NUMERATOR,Q2_NUMERATOR,Q3_NUMERATOR,Q4_NUMERATOR,Q5_NUMERATOR,NULL_NUMERATOR,Q1_RATE,Q2_RATE,Q3_RATE,Q4_RATE,Q5_RATE,NULL_RATE
I00742,ENG,"ENGLAND",8784782,2114298,1842437,1662091,1522223,1391404,252329,24.0677,20.9731,18.9201,17.3280,15.8388,2.8723
I00742,R1F,"ISLE OF WIGHT NHS TRUST",17225,1315,5852,6523,2629,618,288,7.6343,33.9739,37.8694,15.2627,3.5878,1.6720
I00742,R1H,"BARTS HEALTH NHS TRUST",152373,86372,33028,14754,8697,5419,4103,56.6846,21.6758,9.6828,5.7077,3.5564,2.6927
I00742,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",90348,14338,31413,26601,10905,5519,1572,15.8697,34.7689,29.4428,12.0700,6.1086,1.7399
I00742,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",47159,239,2755,6136,11759,23979,2291,0.5068,5.8419,13.0113,24.9348,50.8471,4.8580
I00742,RA3,"WESTON AREA HEALTH NHS TRUST",17152,3251,2714,3532,5265,2189,201,18.9541,15.8232,20.5924,30.6961,12.7624,1.1719
I00742,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",24827,1029,2858,7255,10048,3351,286,4.1447,11.5117,29.2222,40.4721,13.4974,1.1520
I00742,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",75734,17446,15486,13557,14717,12864,1664,23.0359,20.4479,17.9008,19.4325,16.9858,2.1972
I00742,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",46424,6503,13876,14073,8984,2601,387,14.0078,29.8897,30.3141,19.3521,5.6027,0.8336
I00742,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",74407,42300,14215,9965,4823,2781,323,56.8495,19.1044,13.3926,6.4819,3.7376,0.4341
I00742,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",53630,8807,10203,11209,10733,12137,541,16.4218,19.0248,20.9006,20.0131,22.6310,1.0088
I00742,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",96777,13151,22311,26988,21817,10214,2296,13.5890,23.0540,27.8868,22.5436,10.5542,2.3725
I00742,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",48118,25050,13489,4784,2557,1203,1035,52.0595,28.0332,9.9422,5.3140,2.5001,2.1510
I00742,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",40845,4339,16742,9648,5289,3842,985,10.6231,40.9891,23.6210,12.9490,9.4063,2.4116
I00742,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",51796,1593,5015,8629,16597,18534,1428,3.0755,9.6822,16.6596,32.0430,35.7827,2.7570
I00742,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",52882,3417,13822,17377,10740,6998,528,6.4616,26.1374,32.8600,20.3094,13.2332,0.9984
I00742,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",30892,3589,5335,11578,7656,2540,194,11.6179,17.2698,37.4790,24.7831,8.2222,0.6280
I00742,RBK,"WALSALL HEALTHCARE NHS TRUST",45172,22652,10066,5394,3839,2702,519,50.1461,22.2837,11.9410,8.4986,5.9816,1.1489
I00742,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",66444,24493,11641,8802,9101,10870,1537,36.8626,17.5200,13.2472,13.6972,16.3596,2.3132
I00742,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",68779,33840,11920,10082,6706,4724,1507,49.2011,17.3309,14.6585,9.7501,6.8684,2.1911
I00742,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",48345,7799,9312,7865,7962,12780,2627,16.1320,19.2616,16.2685,16.4691,26.4350,5.4339
I00742,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",28480,2373,8451,10561,6080,685,330,8.3322,29.6735,37.0822,21.3483,2.4052,1.1587
I00742,RC1,"BEDFORD HOSPITAL NHS TRUST",32003,3168,6163,5018,7510,9881,263,9.8991,19.2576,15.6798,23.4666,30.8752,0.8218
I00742,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",68694,13752,17875,13620,10914,11526,1007,20.0192,26.0212,19.8271,15.8879,16.7788,1.4659
I00742,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",82520,10368,13854,17937,19848,19910,603,12.5642,16.7887,21.7365,24.0524,24.1275,0.7307
I00742,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",26132,663,1476,5638,8456,9732,167,2.5371,5.6482,21.5751,32.3588,37.2417,0.6391
I00742,RCF,"AIREDALE NHS FOUNDATION TRUST",34896,7860,4605,6982,9964,5265,220,22.5241,13.1964,20.0080,28.5534,15.0877,0.6304
I00742,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",42908,6753,13531,14605,5837,1965,217,15.7383,31.5349,34.0379,13.6035,4.5796,0.5057
I00742,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",54347,2331,6902,12209,14786,17609,510,4.2891,12.6999,22.4649,27.2067,32.4011,0.9384
I00742,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",48334,4283,10159,13111,10704,9541,536,8.8613,21.0183,27.1258,22.1459,19.7397,1.1090
I00742,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",40208,5189,4819,4777,8367,12752,4304,12.9054,11.9852,11.8807,20.8093,31.7151,10.7043
I00742,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",53672,9696,14879,10491,8154,9971,481,18.0653,27.7221,19.5465,15.1923,18.5777,0.8962
I00742,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",55129,6129,13453,13465,13882,7732,468,11.1176,24.4028,24.4245,25.1809,14.0253,0.8489
I00742,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",119077,4455,17401,23616,22163,49262,2180,3.7413,14.6132,19.8325,18.6123,41.3699,1.8307
I00742,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",43935,4295,8698,9868,8980,11096,998,9.7758,19.7974,22.4605,20.4393,25.2555,2.2715
I00742,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",22961,10996,5288,3679,1388,1514,96,47.8899,23.0304,16.0228,6.0450,6.5938,0.4181
I00742,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",65989,9920,25489,22642,5832,1114,992,15.0328,38.6261,34.3118,8.8378,1.6882,1.5033
I00742,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",47595,27565,6394,6117,4163,2663,693,57.9157,13.4342,12.8522,8.7467,5.5951,1.4560
I00742,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",85496,18306,27274,18816,13480,6049,1571,21.4115,31.9009,22.0080,15.7668,7.0752,1.8375
I00742,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",42744,15451,12431,8271,4437,1873,281,36.1478,29.0824,19.3501,10.3804,4.3819,0.6574
I00742,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",42622,17729,11217,6382,5306,1610,378,41.5959,26.3174,14.9735,12.4490,3.7774,0.8869
I00742,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",48354,10745,13812,8494,9213,5644,446,22.2215,28.5643,17.5663,19.0532,11.6723,0.9224
I00742,RGN,"PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST",53061,10049,7890,9515,12457,7740,5410,18.9386,14.8697,17.9322,23.4768,14.5870,10.1958
I00742,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",29247,7233,6944,8154,5491,1242,183,24.7307,23.7426,27.8798,18.7746,4.2466,0.6257
I00742,RGQ,"IPSWICH HOSPITAL NHS TRUST",53458,7311,7319,10408,15825,11955,640,13.6762,13.6911,19.4695,29.6027,22.3634,1.1972
I00742,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",34797,365,4568,9027,13893,6371,573,1.0489,13.1276,25.9419,39.9259,18.3090,1.6467
I00742,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",81072,2248,10378,13830,23537,29377,1702,2.7728,12.8010,17.0589,29.0322,36.2357,2.0994
I00742,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",61999,4467,12951,20052,17666,6320,543,7.2050,20.8890,32.3425,28.4940,10.1937,0.8758
I00742,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",93602,13337,16843,21086,18004,22392,1940,14.2486,17.9943,22.5273,19.2346,23.9226,2.0726
