INDICATOR_CODE,DIAGNOSIS_GROUP,AIC_FULL,SCHWARTZ_FULL,NEG2LOGL_FULL,AIC_INTERCEPT,SCHWARTZ_INTERCEPT,NEG2LOGL_INTERCEPT,LIKELIHOOD_RATIO_CHI_SQUARE,LIKELIHOOD_RATIO_DF,LIKELIHOOD_RATIO_P_VALUE,SCORE_CHI_SQUARE,SCORE_DF,SCORE_P_VALUE,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE,PERCENT_CONCORDANT,PERCENT_DISCORDANT,PERCENT_TIED,PAIRS,SOMERS_D,GAMMA,TAU_A,C
I00699,1,2151.658,2334.21,2099.658,2724.172,2731.193,2722.172,622.5143,25,0,848.0708,25,0,420.0317,25,0,85.963,12.969,1.068,2561510,0.73,0.738,0.055,0.864972809007187
I00699,2,125284.447,125540.56,125232.447,145448.092,145457.943,145446.092,20213.6454,25,0,18901.1501,25,0,13839.6282,25,0,74.896,24.199,0.905,3301261400,0.507,0.512,0.17,0.753487160392691
I00699,3,3683.24,3870.082,3631.24,4732.129,4739.316,4730.129,1098.8899,25,0,1118.8495,25,0,351.0085,25,0,84.543,14.643,0.814,5846561,0.699,0.705,0.086,0.849501014356987
I00699,4,2925.531,3109.958,2873.531,3458.214,3465.308,3456.214,582.6833,25,0,525.6695,25,0,218.8433,25,0,80.812,18.16,1.028,3656448,0.627,0.633,0.058,0.813262078388644
I00699,5,1616.343,1665.354,1602.343,1936.87,1943.871,1934.87,332.5271,6,0,267.8025,6,0,138.6243,6,0,80.848,14.289,4.863,1644864,0.666,0.7,0.033,0.832796206859655
I00699,6,6761.201,7038.568,6709.201,10220.272,10230.94,10218.272,3509.0704,25,0,12769.8752,25,0,1938.1906,25,0,91.271,2.543,6.186,228334211,0.887,0.946,0.004,0.943639652404081
I00699,7,13532.644,13758.19,13480.644,18249.976,18258.651,18247.976,4767.3315,25,0,5788.3888,25,0,3399.6036,25,0,85.918,12.595,1.486,96044940,0.733,0.744,0.075,0.86661661197352
I00699,8,22571.087,22746.092,22529.087,28298.31,28306.644,28296.31,5767.223,20,0,5240.3275,20,0,3874.8259,20,0,80.465,18.458,1.077,135075780,0.62,0.627,0.177,0.810036518019737
I00699,9,15271.224,15461.615,15223.224,19413.517,19421.45,19411.517,4188.2934,23,0,3769.6272,23,0,2726.1197,23,0,81.177,18.112,0.711,62588565,0.631,0.635,0.186,0.815323757622499
I00699,10,34374.949,34595.976,34326.949,47237.949,47247.158,47235.949,12909,23,0,12934.2753,23,0,8065.9346,23,0,86.033,13.243,0.724,480294150,0.728,0.733,0.128,0.863950784118441
I00699,11,18813.592,19007.825,18769.592,26816.548,26825.377,26814.548,8044.9562,21,0,9189.9673,21,0,5272.2398,21,0,87.655,11.477,0.868,176037822,0.762,0.768,0.105,0.880893530368718
I00699,12,13981.502,14185.566,13929.502,19008.971,19016.82,19006.971,5077.4694,25,0,4566.7533,25,0,2990.0735,25,0,83.624,15.738,0.638,57592192,0.679,0.683,0.218,0.839427087616321
I00699,13,23561.668,23763.809,23511.668,28854.055,28862.141,28852.055,5340.3873,24,0,4563.6411,24,0,3536.1313,24,0,77.851,21.468,0.68,118297779,0.564,0.568,0.232,0.781914147348447
I00699,14,9945.476,10142.769,9893.476,12813.991,12821.579,12811.991,2918.5148,25,0,2649.2577,25,0,1810.6208,25,0,82.352,16.932,0.715,28558198,0.654,0.659,0.176,0.827101328312101
I00699,15,78788.092,79031.597,78736.092,101023.368,101032.734,101021.368,22285.2764,25,0,18362.8322,25,0,12125.2068,25,0,79.39,19.728,0.882,1474958394,0.597,0.602,0.236,0.798306711762067
I00699,16,4215.298,4369.642,4169.298,5307.941,5314.652,5305.941,1136.6435,22,0,1049.0579,22,0,713.8941,22,0,81.172,17.795,1.033,4911010,0.634,0.64,0.169,0.816885121390508
I00699,17,5046.754,5262.689,4994.754,8983.948,8992.253,8981.948,3987.1936,25,0,6066.4821,25,0,2111.1106,25,0,92.342,5.146,2.512,29807215,0.872,0.894,0.058,0.935980147759527
I00699,18,18305.761,18539.982,18257.761,35932.526,35942.285,35930.526,17672.7649,23,0,28057.9494,23,0,6875.9292,23,0,94.85,3.754,1.396,501565826,0.911,0.924,0.056,0.955484268778711
