INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,IN_HOSPITAL_NUMERATOR,OUT_HOSPITAL_NUMERATOR,IN_HOSPITAL_RATE,OUT_HOSPITAL_RATE
I00733,ENG,"ENGLAND",293623,209297,84326,71.2809,28.7191
I00733,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2114,1638,476,77.4834,22.5166
I00733,RCF,"AIREDALE NHS FOUNDATION TRUST",1052,691,361,65.6844,34.3156
I00733,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",1839,1335,504,72.5938,27.4062
I00733,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3327,2467,860,74.1509,25.8491
I00733,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1495,966,529,64.6154,35.3846
I00733,R1H,"BARTS HEALTH NHS TRUST",3756,2937,819,78.1949,21.8051
I00733,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2225,1684,541,75.6854,24.3146
I00733,RC1,"BEDFORD HOSPITAL NHS TRUST",1209,829,380,68.5691,31.4309
I00733,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",2437,1750,687,71.8096,28.1904
I00733,RMC,"BOLTON NHS FOUNDATION TRUST",1792,1253,539,69.9219,30.0781
I00733,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1850,1198,652,64.7568,35.2432
I00733,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",2491,1709,782,68.6070,31.3930
I00733,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1555,1138,417,73.1833,26.8167
I00733,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",1301,952,349,73.1745,26.8255
I00733,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",2355,1655,700,70.2760,29.7240
I00733,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2320,1595,725,68.7500,31.2500
I00733,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1752,1397,355,79.7374,20.2626
I00733,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",1613,1243,370,77.0614,22.9386
