INDICATOR_CODE,DIAGNOSIS_GROUP,AIC_FULL,SCHWARTZ_FULL,NEG2LOGL_FULL,AIC_INTERCEPT,SCHWARTZ_INTERCEPT,NEG2LOGL_INTERCEPT,LIKELIHOOD_RATIO_CHI_SQUARE,LIKELIHOOD_RATIO_DF,LIKELIHOOD_RATIO_P_VALUE,SCORE_CHI_SQUARE,SCORE_DF,SCORE_P_VALUE,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE,PERCENT_CONCORDANT,PERCENT_DISCORDANT,PERCENT_TIED,PAIRS,SOMERS_D,GAMMA,TAU_A,C
I00699,1,2337.618,2538.329,2281.618,2973.493,2980.662,2971.493,689.875,27,0,993.288,27,0,505.253,27,0,85.458,12.814,1.729,3188835,0.726,0.739,0.05,0.863
I00699,2,101253.064,101531.202,101195.064,118368.567,118378.158,118366.567,17171.503,28,0,15914.885,28,0,11747.691,28,0,75.214,23.781,1.005,2112725454,0.514,0.52,0.186,0.757
I00699,3,3593.152,3790.737,3537.152,4654.809,4661.866,4652.809,1115.657,27,0,1150.303,27,0,442.613,27,0,84.706,14.593,0.701,5223900,0.701,0.706,0.1,0.851
I00699,4,2906.908,3103.799,2850.908,3409.479,3416.511,3407.479,556.571,27,0,507.821,27,0,242.078,27,0,80.485,18.618,0.898,3434556,0.619,0.624,0.061,0.809
I00699,5,2551.835,2608.411,2535.835,2744.447,2751.519,2742.447,206.612,7,0,214.416,7,0,187.397,7,0,68.388,24.798,6.814,2684160,0.436,0.468,0.031,0.718
I00699,6,6282.497,6589.858,6224.497,9673.114,9683.713,9671.114,3446.617,28,0,12551.141,28,0,1689.179,28,0,92.432,2.454,5.115,202102848,0.9,0.948,0.004,0.95
I00699,7,13859.07,14111.118,13801.07,18798.198,18806.889,18796.198,4995.128,28,0,6109.645,28,0,3557.758,28,0,86.098,12.59,1.312,100949490,0.735,0.745,0.077,0.868
I00699,8,23370.213,23562.658,23324.213,29122.106,29130.473,29120.106,5795.893,22,0,5305.511,22,0,3931.962,22,0,79.926,18.605,1.47,143512992,0.613,0.622,0.174,0.807
I00699,9,16683.502,16899.63,16629.502,21006.939,21014.943,21004.939,4375.437,26,0,3973.459,26,0,2895.159,26,0,80.614,18.681,0.706,72947030,0.619,0.624,0.184,0.81
I00699,10,36005.438,36244.43,35953.438,48428.014,48437.205,48426.014,12472.575,25,0,12355.173,25,0,8104.547,25,0,85.067,14.189,0.744,490375088,0.709,0.714,0.132,0.854
