INDICATOR_CODE,DIAGNOSIS_GROUP,AIC_FULL,SCHWARTZ_FULL,NEG2LOGL_FULL,AIC_INTERCEPT,SCHWARTZ_INTERCEPT,NEG2LOGL_INTERCEPT,LIKELIHOOD_RATIO_CHI_SQUARE,LIKELIHOOD_RATIO_DF,LIKELIHOOD_RATIO_P_VALUE,SCORE_CHI_SQUARE,SCORE_DF,SCORE_P_VALUE,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE,PERCENT_CONCORDANT,PERCENT_DISCORDANT,PERCENT_TIED,PAIRS,SOMERS_D,GAMMA,TAU_A,C
I00699,1,1409.0494,1654.1268,1335.0494,1751.1066,1757.7303,1749.1066,414.0572,36,0,544.3653,36,0,262.8037,36,0,87.2241,12.7507,0.0253,1093032,0.7447,0.7449,0.0526,0.8724
I00699,2,418959.3535,419368.8938,418885.3535,466988.1754,466999.244,466986.1754,48100.8219,36,0,42763.6134,36,0,32183.6193,36,0,71.7867,28.1284,0.0849,35185117396,0.4366,0.437,0.1368,0.7183
I00699,3,6347.3243,6635.3458,6273.3243,7578.9548,7586.7392,7576.9548,1303.6306,36,0,1252.0646,36,0,640.3989,36,0,81.3374,18.6132,0.0495,16422725,0.6272,0.6276,0.0654,0.8136
I00699,4,3328.991,3600.3185,3254.991,3905.5267,3912.8599,3903.5267,648.5357,36,0,641.1506,36,0,364.3901,36,0,81.9337,18.035,0.0313,5083022,0.639,0.6392,0.0508,0.8195
I00699,5,1537.0189,1655.7803,1501.0189,1574.9688,1581.5666,1572.9688,71.9498,17,0,73.2688,17,0,69.4242,17,0,67.6358,31.9474,0.4168,938139,0.3569,0.3584,0.0228,0.6784
I00699,6,11582.9345,11986.4027,11508.9345,17998.7781,18009.6826,17996.7781,6487.8436,36,0,21701.1167,36,0,3435.6142,36,0,96.3951,3.5932,0.0118,538266342,0.928,0.9281,0.0062,0.964
I00699,7,12873.3672,13191.5175,12799.3672,17574.9796,17583.5783,17572.9796,4773.6124,36,0,5438.8609,36,0,3041.8822,36,0,87.3856,12.5931,0.0213,86647884,0.7479,0.7481,0.0807,0.874
I00699,8,21051.8442,21329.5811,20983.8442,25510.8122,25518.9809,25508.8122,4524.968,33,0,3949.6239,33,0,3043.5023,33,0,78.704,21.2498,0.0462,105487476,0.5745,0.5748,0.1783,0.7873
I00699,9,13302.0886,13565.3674,13234.0886,16886.5277,16894.2712,16884.5277,3650.4391,33,0,3131.5942,33,0,2159.5911,33,0,80.9043,19.0528,0.0429,45840512,0.6185,0.6188,0.1952,0.8093
I00699,10,31880.912,32201.777,31810.912,44398.9174,44408.085,44396.9174,12586.0054,34,0,12287.4027,34,0,7064.5943,34,0,86.9312,13.0416,0.0272,430195892,0.7389,0.7391,0.1268,0.8694
