INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I00731,ENG,"ENGLAND",7499,1293091,0.5799
I00731,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",59,7641,0.7722
I00731,RCF,"AIREDALE NHS FOUNDATION TRUST",28,3099,0.9035
I00731,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",36,6497,0.5541
I00731,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",49,8555,0.5728
I00731,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",21,4058,0.5175
I00731,R1H,"BARTS HEALTH NHS TRUST",134,20053,0.6682
I00731,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",48,5782,0.8302
I00731,RC1,"BEDFORD HOSPITAL NHS TRUST",13,3110,0.4180
I00731,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",54,7133,0.7570
I00731,RMC,"BOLTON NHS FOUNDATION TRUST",39,6517,0.5984
I00731,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",44,10010,0.4396
I00731,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",56,11021,0.5081
I00731,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",23,5918,0.3886
I00731,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",17,4182,0.4065
I00731,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",36,7978,0.4512
I00731,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",76,16963,0.4480
I00731,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",56,8889,0.6300
I00731,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",21,4314,0.4868
I00731,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",67,11874,0.5643
I00731,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",31,6380,0.4859
I00731,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",30,4855,0.6179
I00731,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",34,8301,0.4096
I00731,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",6,2951,0.2033
I00731,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",39,11896,0.3278
I00731,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",83,13939,0.5955
I00731,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",40,10386,0.3851
I00731,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",30,4232,0.7089
I00731,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",48,9687,0.4955
I00731,RJN,"EAST CHESHIRE NHS TRUST",8,1778,0.4499
I00731,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",77,15529,0.4958
I00731,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",65,10386,0.6258
I00731,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",54,7308,0.7389
I00731,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",50,9655,0.5179
I00731,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",85,16729,0.5081
I00731,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",72,5240,1.3740
I00731,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",7,2491,0.2810
I00731,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",91,14729,0.6178
I00731,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",25,6745,0.3706
I00731,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",180,26851,0.6704
I00731,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",25,8145,0.3069
I00731,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",16,3719,0.4302
I00731,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",102,37586,0.2714
I00731,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",17,2986,0.5693
I00731,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",123,17308,0.7107
I00731,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",115,19818,0.5803
I00731,RGQ,"IPSWICH HOSPITAL NHS TRUST",54,7099,0.7607
I00731,R1F,"ISLE OF WIGHT NHS TRUST",15,2454,0.6112
I00731,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",43,4968,0.8655
I00731,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",23,4644,0.4953
I00731,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",98,22861,0.4287
I00731,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",17,4454,0.3817
I00731,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",87,10897,0.7984
I00731,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",143,26838,0.5328
I00731,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",20,5416,0.3693
I00731,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",33,11377,0.2901
I00731,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",29,9600,0.3021
I00731,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",42,7143,0.5880
I00731,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",234,32496,0.7201
I00731,RPA,"MEDWAY NHS FOUNDATION TRUST",14,6636,0.2110
I00731,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",20,3537,0.5655
I00731,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",25,10063,0.2484
