INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I01964,ENG,ENGLAND,1094623,8972241,12.2001
I01964,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8320,51323,16.2111
I01964,RCF,AIREDALE NHS FOUNDATION TRUST,4546,33196,13.6944
I01964,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,4215,42355,9.9516
I01964,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",11226,86832,12.9284
I01964,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,4845,42742,11.3355
I01964,R1H,BARTS HEALTH NHS TRUST,19240,157921,12.1833
I01964,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7879,64972,12.1268
I01964,RC1,BEDFORD HOSPITAL NHS TRUST,5692,36364,15.6528
I01964,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,6848,56558,12.1079
I01964,RMC,BOLTON NHS FOUNDATION TRUST,6435,62034,10.3733
I01964,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,10491,81871,12.8141
I01964,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,8690,71196,12.2057
I01964,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,6005,57015,10.5323
I01964,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,5393,43798,12.3133
I01964,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,8178,68702,11.9036
I01964,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8312,75065,11.0731
I01964,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,14243,91076,15.6386
I01964,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,6018,50477,11.9223
I01964,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,4647,56572,8.2143
I01964,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,5405,54957,9.835
I01964,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,4953,47065,10.5237
I01964,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,10460,82047,12.7488
I01964,RJ6,CROYDON HEALTH SERVICES NHS TRUST,5773,43620,13.2348
I01964,RN7,DARTFORD AND GRAVESHAM NHS TRUST,7551,54869,13.7619
I01964,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,7519,87254,8.6174
I01964,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,10651,73724,14.4471
I01964,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4090,30686,13.3286
I01964,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,7558,66411,11.3806
I01964,RJN,EAST CHESHIRE NHS TRUST,1493,19836,7.5267
I01964,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,13247,106295,12.4625
I01964,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,8876,79463,11.17
I01964,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,6813,55639,12.245
I01964,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,8967,63956,14.0206
I01964,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,17820,124758,14.2837
I01964,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,4059,33383,12.1589
I01964,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,2280,21780,10.4683
I01964,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,10565,89556,11.7971
I01964,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,8727,59418,14.6875
I01964,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,8343,89997,9.2703
I01964,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,7005,61686,11.3559
I01964,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,3753,26941,13.9304
I01964,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,30777,185424,16.5982
I01964,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,4219,43889,9.6129
I01964,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,5570,85531,6.5123
I01964,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,8917,108506,8.218
I01964,RGQ,IPSWICH HOSPITAL NHS TRUST,6293,51980,12.1066
I01964,R1F,ISLE OF WIGHT NHS TRUST,1728,17335,9.9683
I01964,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3460,31136,11.1125
I01964,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,6766,51344,13.1778
I01964,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,9931,111258,8.9261
I01964,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,5113,56235,9.0922
I01964,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,7654,74819,10.23
I01964,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,14352,127423,11.2633
I01964,RJ2,LEWISHAM AND GREENWICH NHS TRUST,10674,92322,11.5617
I01964,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,13006,90837,14.318
I01964,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,10294,77370,13.3049
I01964,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,10973,68644,15.9854
I01964,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,16154,172679,9.3549
I01964,RPA,MEDWAY NHS FOUNDATION TRUST,6978,56887,12.2664
I01964,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6281,49138,12.7824
I01964,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,7286,57674,12.6331
I01964,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,13476,98427,13.6914
I01964,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,5464,44137,12.3796
I01964,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8303,87814,9.4552
I01964,RVJ,NORTH BRISTOL NHS TRUST,9846,82653,11.9125
I01964,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,3649,46936,7.7744
I01964,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,5831,46280,12.5994
I01964,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,7907,58381,13.5438
I01964,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,9853,77356,12.7372
I01964,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,7778,70643,11.0103
I01964,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,3249,29410,11.0473
I01964,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,5267,54601,9.6463
I01964,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,10010,69550,14.3925
I01964,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,13193,134174,9.8328
I01964,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,13672,115858,11.8007
I01964,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,13593,119745,11.3516
I01964,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,6928,50812,13.6346
I01964,RHU,PORTSMOUTH HOSPITALS NHS TRUST,9769,79687,12.2592
I01964,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,8664,67417,12.8514
I01964,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,7624,68169,11.184
I01964,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,9333,61513,15.1724
I01964,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,11101,102279,10.8536
I01964,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,6555,47327,13.8504
I01964,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,5946,47645,12.4798
I01964,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,7967,56635,14.0673
