INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I01963,ENG,ENGLAND,23064,8972241,0.2571
I01963,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,55,51323,0.1072
I01963,RCF,AIREDALE NHS FOUNDATION TRUST,8,33196,0.0241
I01963,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,23,42355,0.0543
I01963,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",47,86832,0.0541
I01963,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,3,42742,0.007
I01963,R1H,BARTS HEALTH NHS TRUST,827,157921,0.5237
I01963,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,93,64972,0.1431
I01963,RC1,BEDFORD HOSPITAL NHS TRUST,50,36364,0.1375
I01963,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,50,56558,0.0884
I01963,RMC,BOLTON NHS FOUNDATION TRUST,726,62034,1.1703
I01963,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,222,81871,0.2712
I01963,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,24,71196,0.0337
I01963,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,146,57015,0.2561
I01963,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,109,43798,0.2489
I01963,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,55,68702,0.0801
I01963,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,34,75065,0.0453
I01963,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,1507,91076,1.6547
I01963,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,3,50477,0.0059
I01963,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,16,56572,0.0283
I01963,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,23,54957,0.0419
I01963,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,226,47065,0.4802
I01963,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,1,82047,0.0012
I01963,RJ6,CROYDON HEALTH SERVICES NHS TRUST,62,43620,0.1421
I01963,RN7,DARTFORD AND GRAVESHAM NHS TRUST,53,54869,0.0966
I01963,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,57,87254,0.0653
I01963,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,32,73724,0.0434
I01963,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,1,30686,0.0033
I01963,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2,66411,0.003
I01963,RJN,EAST CHESHIRE NHS TRUST,1,19836,0.005
I01963,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,156,106295,0.1468
I01963,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,74,79463,0.0931
I01963,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,197,55639,0.3541
I01963,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,19,63956,0.0297
I01963,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,348,124758,0.2789
I01963,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,0,33383,0
I01963,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,64,21780,0.2938
I01963,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,1493,89556,1.6671
I01963,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,181,59418,0.3046
I01963,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,85,89997,0.0944
I01963,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,0,61686,0
I01963,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,31,26941,0.1151
I01963,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,75,185424,0.0404
I01963,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,60,43889,0.1367
I01963,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,19,85531,0.0222
I01963,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,248,108506,0.2286
I01963,RGQ,IPSWICH HOSPITAL NHS TRUST,24,51980,0.0462
I01963,R1F,ISLE OF WIGHT NHS TRUST,426,17335,2.4575
I01963,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,103,31136,0.3308
I01963,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,23,51344,0.0448
I01963,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,227,111258,0.204
I01963,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,31,56235,0.0551
I01963,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,89,74819,0.119
I01963,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,1,127423,0.0008
I01963,RJ2,LEWISHAM AND GREENWICH NHS TRUST,9,92322,0.0097
I01963,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,104,90837,0.1145
I01963,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,3,77370,0.0039
I01963,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,108,68644,0.1573
I01963,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,85,172679,0.0492
I01963,RPA,MEDWAY NHS FOUNDATION TRUST,32,56887,0.0563
I01963,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,110,49138,0.2239
I01963,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,93,57674,0.1613
I01963,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2955,98427,3.0022
I01963,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1,44137,0.0023
I01963,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,90,87814,0.1025
I01963,RVJ,NORTH BRISTOL NHS TRUST,206,82653,0.2492
I01963,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,6,46936,0.0128
I01963,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,27,46280,0.0583
I01963,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,10,58381,0.0171
I01963,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,130,77356,0.1681
I01963,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,178,70643,0.252
I01963,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,4,29410,0.0136
I01963,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,23,54601,0.0421
I01963,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,177,69550,0.2545
I01963,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,5,134174,0.0037
I01963,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2,115858,0.0017
I01963,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,69,119745,0.0576
I01963,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,0,50812,0
I01963,RHU,PORTSMOUTH HOSPITALS NHS TRUST,135,79687,0.1694
I01963,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,303,67417,0.4494
I01963,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,207,68169,0.3037
I01963,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,445,61513,0.7234
I01963,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,368,102279,0.3598
I01963,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,99,47327,0.2092
I01963,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,20,47645,0.042
I01963,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,60,56635,0.1059
I01963,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,158,48366,0.3267
I01963,RNZ,SALISBURY NHS FOUNDATION TRUST,33,35717,0.0924
I01963,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,1,67697,0.0015
I01963,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,98,115632,0.0848
I01963,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,26,55150,0.0471
I01963,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,0,66858,0
I01963,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,14,87919,0.0159
I01963,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,0,22892,0
I01963,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,0,35106,0
I01963,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,22,55404,0.0397
I01963,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,35,30446,0.115
I01963,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,173,88651,0.1951
I01963,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,119,75513,0.1576
I01963,RWJ,STOCKPORT NHS FOUNDATION TRUST,0,58327,0
I01963,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,150,50578,0.2966
I01963,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,15,33916,0.0442
I01963,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,12,57376,0.0209
I01963,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,45,74252,0.0606
I01963,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,106,41575,0.255
I01963,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2,101636,0.002
I01963,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,97,47352,0.2048
I01963,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,47672,0
I01963,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,531,41546,1.2781
I01963,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,295,49304,0.5983
I01963,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,7,68486,0.0102
I01963,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,4269,47833,8.9248
I01963,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,23,80955,0.0284
I01963,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,178,70752,0.2516
I01963,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,165,96763,0.1705
I01963,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,0,67686,0
I01963,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,54,76634,0.0705
I01963,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,0,97897,0
I01963,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,219,156604,0.1398
I01963,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,95,49209,0.1931
I01963,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,255,127455,0.2001
I01963,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,43,73393,0.0586
