INDICATOR_CODE,DIAGNOSIS_GROUP,AIC_FULL,SCHWARTZ_FULL,NEG2LOGL_FULL,AIC_INTERCEPT,SCHWARTZ_INTERCEPT,NEG2LOGL_INTERCEPT,LIKELIHOOD_RATIO_CHI_SQUARE,LIKELIHOOD_RATIO_DF,LIKELIHOOD_RATIO_P_VALUE,SCORE_CHI_SQUARE,SCORE_DF,SCORE_P_VALUE,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE,PERCENT_CONCORDANT,PERCENT_DISCORDANT,PERCENT_TIED,PAIRS,SOMERS_D,GAMMA,TAU_A,C
I00699,1,1398.2603,1642.7003,1324.2603,1724.3963,1731.0028,1722.3963,398.136,36,0,534.9589,36,0,256.3091,36,0,86.527,13.4472,0.0258,1058466,0.7308,0.731,0.0518,0.8654
I00699,2,429134.9098,429545.2319,429060.9098,477648.802,477659.8918,477646.802,48585.8922,36,0,43134.0613,36,0,32431.0369,36,0,71.6299,28.2853,0.0848,36775584824,0.4334,0.4338,0.1361,0.7167
I00699,3,6563.8599,6852.9637,6489.8599,7826.2361,7834.0497,7824.2361,1334.3763,36,0,1277.9585,36,0,667.1811,36,0,81.2645,18.6849,0.0506,17476228,0.6258,0.6261,0.0655,0.8129
I00699,4,3416.1969,3687.7918,3342.1969,4006.3858,4013.7262,4004.3858,662.1889,36,0,666.4837,36,0,389.6696,36,0,81.7494,18.219,0.0315,5278020,0.6353,0.6355,0.0517,0.8177
I00699,5,1467.5453,1585.7843,1431.5453,1510.4782,1517.047,1508.4782,76.9329,17,0,79.2458,17,0,74.0467,17,0,69.3162,30.2696,0.4142,871074,0.3905,0.3921,0.0245,0.6952
I00699,6,12328.254,12731.5873,12254.254,19378.9323,19389.8332,19376.9323,7122.6783,36,0,23422.5926,36,0,3587.9778,36,0,96.4553,3.5331,0.0116,585237462,0.9292,0.9293,0.0068,0.9646
I00699,7,12891.2918,13209.4117,12817.2918,17615.8804,17624.4782,17613.8804,4796.5886,36,0,5451.9051,36,0,3037.6728,36,0,87.3941,12.5843,0.0216,86855847,0.7481,0.7483,0.081,0.874
I00699,8,20962.5979,21240.157,20894.5979,25352.2119,25360.3754,25350.2119,4455.614,33,0,3874.4551,33,0,2980.9283,33,0,78.5728,21.3805,0.0467,104247924,0.5719,0.5722,0.1772,0.786
I00699,9,13268.4274,13531.762,13200.4274,16842.1679,16849.913,16840.1679,3639.7405,33,0,3122.4555,33,0,2157.0343,33,0,80.8379,19.1198,0.0423,45726288,0.6172,0.6174,0.1937,0.8086
I00699,10,31899.9578,32211.9421,31831.9578,44463.5392,44472.7152,44461.5392,12629.5815,33,0,12363.3369,33,0,7064.6549,33,0,86.9756,12.9972,0.0271,433527896,0.7398,0.74,0.1258,0.8699
I00699,11,16865.5622,17154.2966,16799.5622,24975.7443,24984.4938,24973.7443,8174.1821,32,0,8804.6303,32,0,4538.2401,32,0,89.3292,10.6487,0.0221,151828016,0.7868,0.787,0.11,0.8934
I00699,12,15627.0699,15922.9446,15553.0699,21056.5079,21064.5045,21054.5079,5501.4379,36,0,4876.9307,36,0,3006.7763,36,0,83.6223,16.3362,0.0415,72793551,0.6729,0.6731,0.2033,0.8364
I00699,13,24919.3302,25204.8349,24849.3302,30441.3541,30449.5114,30439.3541,5590.0239,34,0,4695.5589,34,0,3612.1785,34,0,78.011,21.9371,0.0519,133178721,0.5607,0.561,0.2248,0.7804
I00699,14,10334.3607,10615.2744,10260.3607,13111.1238,13118.716,13109.1238,2848.7631,36,0,2486.8448,36,0,1732.946,36,0,81.8491,18.114,0.0369,29530294,0.6374,0.6376,0.1754,0.8187
