INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I01964,ENG,"ENGLAND",1076530,8908215,12.0847
I01964,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",7321,47557,15.3942
I01964,RCF,"AIREDALE NHS FOUNDATION TRUST",4029,34885,11.5494
I01964,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",4085,42579,9.5939
I01964,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",10891,83703,13.0115
I01964,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",4641,41484,11.1874
I01964,R1H,"BARTS HEALTH NHS TRUST",16997,155546,10.9273
I01964,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4359,55128,7.9071
I01964,RC1,"BEDFORD HOSPITAL NHS TRUST",4737,34551,13.7102
I01964,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",7017,57077,12.2939
I01964,RMC,"BOLTON NHS FOUNDATION TRUST",7082,64950,10.9038
I01964,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",9847,75923,12.9697
I01964,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",8306,70983,11.7014
I01964,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",5943,56533,10.5124
I01964,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",5264,43079,12.2194
I01964,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",7380,66121,11.1614
I01964,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",7302,74619,9.7857
I01964,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",10713,106097,10.0974
I01964,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",18279,89719,20.3736
I01964,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",6020,50057,12.0263
I01964,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",4225,56627,7.4611
I01964,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",6274,56603,11.0842
I01964,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",5289,48686,10.8635
I01964,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",10156,82604,12.2948
I01964,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",5921,43548,13.5965
I01964,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",7302,54270,13.4549
I01964,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",7630,88088,8.6618
I01964,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",10514,75992,13.8357
I01964,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",4726,31234,15.1309
I01964,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",9373,68374,13.7084
I01964,RJN,"EAST CHESHIRE NHS TRUST",1695,20228,8.3795
I01964,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",13758,106314,12.9409
I01964,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",8527,79129,10.7761
I01964,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",6308,53027,11.8958
I01964,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",7945,62464,12.7193
I01964,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",18002,127183,14.1544
I01964,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",4486,34649,12.9470
I01964,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",2193,21670,10.1200
I01964,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",10130,87856,11.5302
I01964,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",8216,57317,14.3343
I01964,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",7472,85307,8.7590
I01964,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",6976,62439,11.1725
I01964,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",3564,26261,13.5715
I01964,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",29092,186823,15.5720
I01964,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3886,43763,8.8796
I01964,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",6445,83586,7.7106
I01964,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",9578,109071,8.7814
I01964,RGQ,"IPSWICH HOSPITAL NHS TRUST",7275,53587,13.5761
I01964,R1F,"ISLE OF WIGHT NHS TRUST",1726,17273,9.9925
I01964,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3379,31019,10.8933
I01964,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",7206,52059,13.8420
I01964,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",9899,109694,9.0242
I01964,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",4567,54374,8.3992
I01964,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",7795,76369,10.2070
I01964,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",15272,131817,11.5858
I01964,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",9015,88557,10.1799
I01964,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",13458,93118,14.4526
I01964,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",9728,75474,12.8892
I01964,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",9913,65303,15.1800
I01964,RPA,"MEDWAY NHS FOUNDATION TRUST",6450,54275,11.8839
I01964,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",6550,48857,13.4065
I01964,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",6293,55814,11.2749
I01964,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",13406,99556,13.4658
I01964,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",5286,42210,12.5231
I01964,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",8947,89341,10.0144
I01964,RVJ,"NORTH BRISTOL NHS TRUST",9943,81268,12.2348
I01964,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",3494,46533,7.5086
I01964,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",5027,45508,11.0464
I01964,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",7897,59266,13.3247
I01964,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",9205,75034,12.2678
I01964,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",8492,70717,12.0084
I01964,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",2958,28114,10.5214
I01964,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",5121,55301,9.2602
I01964,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",8853,66964,13.2205
I01964,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",13017,132559,9.8198
I01964,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",14286,118570,12.0486
I01964,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",11622,114699,10.1326
I01964,RK9,"PLYMOUTH HOSPITALS NHS TRUST",10721,72166,14.8560
I01964,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",6462,51064,12.6547
I01964,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",10446,81581,12.8045
I01964,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",8042,66728,12.0519
I01964,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",7622,69635,10.9456
I01964,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",9724,61575,15.7921
I01964,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",9965,98735,10.0927
I01964,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",4770,45593,10.4621
I01964,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",5684,45971,12.3643
I01964,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",7435,56032,13.2692
I01964,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",6168,48011,12.8471
I01964,RNZ,"SALISBURY NHS FOUNDATION TRUST",4341,35048,12.3859
I01964,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",9550,68071,14.0295
I01964,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",10214,114317,8.9348
I01964,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",8195,56588,14.4819
I01964,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",8779,68114,12.8887
I01964,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",9178,89029,10.3090
I01964,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",2826,24017,11.7667
I01964,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",4586,33830,13.5560
I01964,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",8915,54495,16.3593
I01964,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",4293,32311,13.2865
I01964,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",10666,87335,12.2127
I01964,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",10391,73135,14.2080
I01964,RWJ,"STOCKPORT NHS FOUNDATION TRUST",6372,57165,11.1467
I01964,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",6230,49238,12.6528
I01964,RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",3593,33940,10.5863
I01964,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",7485,54622,13.7033
I01964,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",11707,78805,14.8557
I01964,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",5024,38995,12.8837
I01964,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",10310,103163,9.9939
I01964,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",4263,45974,9.2726
I01964,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",7038,46557,15.1170
I01964,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",4650,41047,11.3285
I01964,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",7339,48988,14.9812
I01964,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",8237,69524,11.8477
