INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I00732,ENG,"ENGLAND",291946,7776880,3.7540
I00732,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2116,46897,4.5120
I00732,RCF,"AIREDALE NHS FOUNDATION TRUST",987,29608,3.3336
I00732,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",1707,36065,4.7331
I00732,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3247,78721,4.1247
I00732,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1504,39486,3.8089
I00732,R1H,"BARTS HEALTH NHS TRUST",3698,139778,2.6456
I00732,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2212,63176,3.5013
I00732,RC1,"BEDFORD HOSPITAL NHS TRUST",1204,33632,3.5799
I00732,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",2360,49210,4.7958
I00732,RMC,"BOLTON NHS FOUNDATION TRUST",1734,56030,3.0948
I00732,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1915,79379,2.4125
I00732,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",2311,60157,3.8416
I00732,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1658,51570,3.2150
I00732,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",2553,63472,4.0222
I00732,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2298,59235,3.8795
I00732,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",1546,83643,1.8483
I00732,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",1929,46635,4.1364
I00732,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",1974,45186,4.3686
I00732,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",1427,42594,3.3502
I00732,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",3067,74568,4.1130
I00732,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",1338,39628,3.3764
I00732,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1585,44281,3.5794
