INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00721,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",1693,257,454,494,15.1802,26.8163,29.1790
I00721,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",3076,0,903,903,0.0000,29.3563,29.3563
I00721,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",2045,0,992,992,0.0000,48.5086,48.5086
I00721,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",2555,2,627,629,0.0783,24.5401,24.6184
I00721,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",2332,0,557,557,0.0000,23.8851,23.8851
I00721,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",2790,0,1142,1142,0.0000,40.9319,40.9319
I00721,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",2102,317,1013,1034,15.0809,48.1922,49.1912
I00721,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",1243,48,730,730,3.8616,58.7289,58.7289
I00721,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",2000,0,506,506,0.0000,25.3000,25.3000
I00721,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",1886,0,843,843,0.0000,44.6978,44.6978
I00721,RNZ,"SALISBURY NHS FOUNDATION TRUST",1100,173,545,559,15.7273,49.5455,50.8182
I00721,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",2199,0,481,481,0.0000,21.8736,21.8736
I00721,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",3621,265,899,978,7.3184,24.8274,27.0091
I00721,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",1986,0,297,297,0.0000,14.9547,14.9547
I00721,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",2853,0,764,764,0.0000,26.7788,26.7788
I00721,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",2870,1,811,811,0.0348,28.2578,28.2578
I00721,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",1213,213,422,435,17.5598,34.7898,35.8615
I00721,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",1278,0,190,190,0.0000,14.8670,14.8670
I00721,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2492,47,728,731,1.8860,29.2135,29.3339
I00721,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",1388,0,304,304,0.0000,21.9020,21.9020
I00721,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2108,0,1075,1075,0.0000,50.9962,50.9962
I00721,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",2400,0,901,901,0.0000,37.5417,37.5417
I00721,RWJ,"STOCKPORT NHS FOUNDATION TRUST",1906,0,589,589,0.0000,30.9024,30.9024
I00721,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",1975,0,825,825,0.0000,41.7722,41.7722
I00721,RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",1605,0,371,371,0.0000,23.1153,23.1153
I00721,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",1905,0,589,589,0.0000,30.9186,30.9186
I00721,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",2544,0,623,623,0.0000,24.4890,24.4890
I00721,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",1095,0,355,355,0.0000,32.4201,32.4201
I00721,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",2638,0,758,758,0.0000,28.7339,28.7339
I00721,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",1643,3,428,430,0.1826,26.0499,26.1716
I00721,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1757,0,235,235,0.0000,13.3751,13.3751
I00721,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",1439,0,466,466,0.0000,32.3836,32.3836
I00721,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",2176,355,1029,1046,16.3143,47.2886,48.0699
I00721,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",2665,0,566,566,0.0000,21.2383,21.2383
I00721,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",1780,1,450,450,0.0562,25.2809,25.2809
I00721,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",3784,0,958,958,0.0000,25.3171,25.3171
I00721,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",1157,0,445,445,0.0000,38.4615,38.4615
I00721,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",3109,467,1617,1623,15.0209,52.0103,52.2033
I00721,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",7446,0,1947,1947,0.0000,26.1483,26.1483
I00721,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",1841,32,531,538,1.7382,28.8430,29.2232
I00721,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",3031,0,1022,1022,0.0000,33.7182,33.7182
I00721,RTG,"UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST",4707,378,1373,1387,8.0306,29.1693,29.4668
I00721,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",4520,0,1203,1203,0.0000,26.6150,26.6150
I00721,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",1801,0,750,750,0.0000,41.6435,41.6435
I00721,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",4604,0,1943,1943,0.0000,42.2024,42.2024
I00721,RK9,"UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST",2667,0,490,490,0.0000,18.3727,18.3727
I00721,RBK,"WALSALL HEALTHCARE NHS TRUST",1683,0,559,559,0.0000,33.2145,33.2145
I00721,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",1456,0,524,524,0.0000,35.9890,35.9890
I00721,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",2151,0,669,669,0.0000,31.1018,31.1018
I00721,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",1501,0,591,591,0.0000,39.3738,39.3738
I00721,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",3150,0,1186,1186,0.0000,37.6508,37.6508
I00721,RA3,"WESTON AREA HEALTH NHS TRUST",857,0,323,323,0.0000,37.6896,37.6896
I00721,RKE,"WHITTINGTON HEALTH NHS TRUST",603,0,240,240,0.0000,39.8010,39.8010
I00721,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",2292,1,952,952,0.0436,41.5358,41.5358
I00721,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",2983,1,886,886,0.0335,29.7016,29.7016
I00721,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1893,0,672,672,0.0000,35.4992,35.4992
I00721,RLQ,"WYE VALLEY NHS TRUST",1256,0,292,292,0.0000,23.2484,23.2484
I00721,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",1124,0,543,543,0.0000,48.3096,48.3096
I00721,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",3208,0,749,749,0.0000,23.3479,23.3479
