INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00721,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",3991,0,1037,1037,0.0000,25.9835,25.9835
I00721,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",2578,0,677,677,0.0000,26.2607,26.2607
I00721,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",2570,0,483,483,0.0000,18.7938,18.7938
I00721,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",1925,0,800,800,0.0000,41.5584,41.5584
I00721,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3536,2,1717,1717,0.0566,48.5577,48.5577
I00721,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",1440,129,222,230,8.9583,15.4167,15.9722
I00721,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",1056,0,579,579,0.0000,54.8295,54.8295
I00721,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",2977,0,544,544,0.0000,18.2734,18.2734
I00721,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",1835,78,561,563,4.2507,30.5722,30.6812
I00721,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",1532,0,750,750,0.0000,48.9556,48.9556
I00721,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",1934,122,449,485,6.3082,23.2161,25.0776
I00721,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",935,0,211,211,0.0000,22.5668,22.5668
I00721,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",4514,0,1197,1197,0.0000,26.5175,26.5175
I00721,RQQ,"HINCHINGBROOKE HEALTH CARE NHS TRUST",814,0,328,328,0.0000,40.2948,40.2948
I00721,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",555,0,120,120,0.0000,21.6216,21.6216
I00721,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",3391,59,837,855,1.7399,24.6830,25.2138
I00721,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",2310,0,1253,1253,0.0000,54.2424,54.2424
I00721,RGQ,"IPSWICH HOSPITAL NHS TRUST",1899,0,247,247,0.0000,13.0068,13.0068
I00721,R1F,"ISLE OF WIGHT NHS TRUST",830,0,310,310,0.0000,37.3494,37.3494
I00721,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1500,1,344,344,0.0667,22.9333,22.9333
I00721,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",1565,0,365,365,0.0000,23.3227,23.3227
I00721,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",3061,0,1355,1355,0.0000,44.2666,44.2666
I00721,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",1202,0,438,438,0.0000,36.4393,36.4393
I00721,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",2272,0,800,800,0.0000,35.2113,35.2113
I00721,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",4149,0,1078,1078,0.0000,25.9822,25.9822
I00721,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",2302,0,576,576,0.0000,25.0217,25.0217
I00721,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",2492,0,733,733,0.0000,29.4141,29.4141
I00721,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1646,0,383,383,0.0000,23.2685,23.2685
I00721,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",2326,0,639,639,0.0000,27.4721,27.4721
I00721,RPA,"MEDWAY NHS FOUNDATION TRUST",1924,0,730,730,0.0000,37.9418,37.9418
I00721,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",1502,0,228,228,0.0000,15.1798,15.1798
I00721,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",1810,0,347,347,0.0000,19.1713,19.1713
I00721,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",2927,0,634,634,0.0000,21.6604,21.6604
I00721,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1187,0,501,501,0.0000,42.2072,42.2072
I00721,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3518,1,703,703,0.0284,19.9829,19.9829
I00721,RVJ,"NORTH BRISTOL NHS TRUST",2067,0,582,582,0.0000,28.1567,28.1567
I00721,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",1763,0,492,492,0.0000,27.9070,27.9070
I00721,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",1294,0,347,347,0.0000,26.8161,26.8161
I00721,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",2043,0,733,733,0.0000,35.8786,35.8786
I00721,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",1756,0,593,593,0.0000,33.7699,33.7699
I00721,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",1186,0,533,533,0.0000,44.9410,44.9410
I00721,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",2416,0,356,356,0.0000,14.7351,14.7351
I00721,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",2973,519,1108,1135,17.4571,37.2688,38.1769
I00721,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",4361,303,1135,1135,6.9479,26.0261,26.0261
I00721,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3126,270,1069,1072,8.6372,34.1971,34.2930
I00721,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",3985,63,823,826,1.5809,20.6524,20.7277
I00721,RGN,"PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST",1922,0,660,660,0.0000,34.3392,34.3392
I00721,RK9,"PLYMOUTH HOSPITALS NHS TRUST",2367,1,490,490,0.0422,20.7013,20.7013
I00721,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",1563,239,447,464,15.2911,28.5988,29.6865
I00721,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",3054,1,680,681,0.0327,22.2659,22.2986
I00721,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",1462,0,653,653,0.0000,44.6648,44.6648
I00721,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",2423,1,607,607,0.0413,25.0516,25.0516
I00721,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",1967,0,377,377,0.0000,19.1662,19.1662
I00721,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",2791,1,715,715,0.0358,25.6181,25.6181
I00721,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",1977,117,813,818,5.9181,41.1229,41.3758
I00721,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",1266,55,657,659,4.3444,51.8957,52.0537
I00721,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",1955,0,453,453,0.0000,23.1714,23.1714
I00721,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",1704,0,793,793,0.0000,46.5376,46.5376
I00721,RNZ,"SALISBURY NHS FOUNDATION TRUST",1050,141,342,346,13.4286,32.5714,32.9524
I00721,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",2196,0,571,571,0.0000,26.0018,26.0018
I00721,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",3596,217,974,1003,6.0345,27.0857,27.8921
I00721,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",1884,0,282,282,0.0000,14.9682,14.9682
I00721,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",2664,0,732,732,0.0000,27.4775,27.4775
I00721,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",2759,1,844,844,0.0362,30.5908,30.5908
I00721,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",1180,189,295,295,16.0169,25.0000,25.0000
I00721,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",1178,0,257,257,0.0000,21.8166,21.8166
I00721,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2259,57,522,532,2.5232,23.1076,23.5502
I00721,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",1215,0,298,298,0.0000,24.5267,24.5267
I00721,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2070,0,885,885,0.0000,42.7536,42.7536
I00721,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",2217,0,679,679,0.0000,30.6270,30.6270
I00721,RWJ,"STOCKPORT NHS FOUNDATION TRUST",1817,0,470,470,0.0000,25.8668,25.8668
I00721,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",1770,0,660,660,0.0000,37.2881,37.2881
I00721,RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",1336,0,370,370,0.0000,27.6946,27.6946
I00721,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",1739,0,320,320,0.0000,18.4014,18.4014
I00721,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",2262,0,709,709,0.0000,31.3439,31.3439
I00721,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",959,0,279,279,0.0000,29.0928,29.0928
I00721,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",2714,0,593,593,0.0000,21.8497,21.8497
I00721,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",1495,0,261,261,0.0000,17.4582,17.4582
I00721,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1628,1,222,222,0.0614,13.6364,13.6364
I00721,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",1478,0,479,479,0.0000,32.4087,32.4087
I00721,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",2029,371,903,936,18.2849,44.5047,46.1311
I00721,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",2572,0,586,586,0.0000,22.7838,22.7838
I00721,RKE,"THE WHITTINGTON HOSPITAL NHS TRUST",526,0,3,3,0.0000,0.5703,0.5703
I00721,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",1798,2,398,398,0.1112,22.1357,22.1357
I00721,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",3455,0,736,736,0.0000,21.3025,21.3025
I00721,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",1108,0,369,369,0.0000,33.3032,33.3032
I00721,RM2,"UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST",1835,0,600,600,0.0000,32.6975,32.6975
I00721,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",2728,439,1116,1150,16.0924,40.9091,42.1554
I00721,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",2694,0,762,762,0.0000,28.2851,28.2851
I00721,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",1775,41,428,453,2.3099,24.1127,25.5211
I00721,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",2916,0,960,960,0.0000,32.9218,32.9218
I00721,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",4506,0,981,981,0.0000,21.7710,21.7710
I00721,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",1844,1,619,619,0.0542,33.5683,33.5683
I00721,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",4274,0,1600,1600,0.0000,37.4357,37.4357
I00721,RBK,"WALSALL HEALTHCARE NHS TRUST",1524,0,595,595,0.0000,39.0420,39.0420
I00721,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",1495,0,421,421,0.0000,28.1605,28.1605
I00721,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",1865,0,541,541,0.0000,29.0080,29.0080
I00721,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",1337,0,435,435,0.0000,32.5355,32.5355
I00721,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",3103,0,1061,1061,0.0000,34.1927,34.1927
I00721,RA3,"WESTON AREA HEALTH NHS TRUST",1007,0,319,319,0.0000,31.6783,31.6783
I00721,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",2237,0,683,683,0.0000,30.5320,30.5320
I00721,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",2856,1,803,804,0.0350,28.1162,28.1513
I00721,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1724,0,524,524,0.0000,30.3944,30.3944
I00721,RLQ,"WYE VALLEY NHS TRUST",1173,1,304,305,0.0853,25.9165,26.0017
I00721,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",985,0,289,289,0.0000,29.3401,29.3401
I00721,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",3180,0,715,715,0.0000,22.4843,22.4843
