INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I01963,ENG,"ENGLAND",22515,8748400,0.2574
I01963,R1F,"ISLE OF WIGHT NHS TRUST",454,17384,2.6116
I01963,R1H,"BARTS HEALTH NHS TRUST",3095,152031,2.0358
I01963,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",526,90706,0.5799
I01963,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",51,49075,0.1039
I01963,RA3,"WESTON AREA HEALTH NHS TRUST",16,17355,0.0922
I01963,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",1,24719,0.0040
I01963,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",90,74893,0.1202
I01963,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",59,45336,0.1301
I01963,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",175,74490,0.2349
I01963,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",5,53613,0.0093
I01963,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",1809,100447,1.8009
I01963,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",34,47003,0.0723
I01963,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",149,40331,0.3694
I01963,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",53,50089,0.1058
I01963,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",6,51181,0.0117
I01963,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",0,30651,0.0000
I01963,RBK,"WALSALL HEALTHCARE NHS TRUST",51,44445,0.1147
I01963,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",51,66626,0.0765
I01963,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",210,68978,0.3044
I01963,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",100,47177,0.2120
I01963,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",35,28736,0.1218
I01963,RC1,"BEDFORD HOSPITAL NHS TRUST",0,31406,0.0000
I01963,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",8,67309,0.0119
I01963,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",130,81946,0.1586
I01963,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",25,25879,0.0966
I01963,RCF,"AIREDALE NHS FOUNDATION TRUST",0,34513,0.0000
I01963,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,42378,0.0000
I01963,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",235,54251,0.4332
I01963,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",27,47432,0.0569
I01963,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2,39434,0.0051
I01963,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",131,54071,0.2423
I01963,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",86,53852,0.1597
I01963,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",140,118354,0.1183
I01963,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",38,43398,0.0876
I01963,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",5,22533,0.0222
I01963,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",149,66038,0.2256
I01963,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",174,48702,0.3573
I01963,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",25,54518,0.0459
I01963,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",60,42259,0.1420
I01963,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",1187,42732,2.7778
I01963,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",29,48428,0.0599
I01963,RGN,"PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST",7,52699,0.0133
I01963,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",301,29402,1.0237
I01963,RGQ,"IPSWICH HOSPITAL NHS TRUST",2,52895,0.0038
I01963,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",5,34551,0.0145
I01963,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1764,79159,2.2284
I01963,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",461,62023,0.7433
I01963,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",25,93087,0.0269
I01963,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",55,111091,0.0495
I01963,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",379,84255,0.4498
I01963,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",157,69920,0.2245
I01963,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",293,87479,0.3349
I01963,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",0,90624,0.0000
I01963,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",140,44986,0.3112
I01963,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",264,80845,0.3266
I01963,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",10,30829,0.0324
I01963,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",251,121418,0.2067
I01963,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",13,40839,0.0318
I01963,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",0,57410,0.0000
I01963,RJN,"EAST CHESHIRE NHS TRUST",0,21012,0.0000
