INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I00732,ENG,"ENGLAND",285091,7653518,3.7250
I00732,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2029,40946,4.9553
I00732,RCF,"AIREDALE NHS FOUNDATION TRUST",1036,30639,3.3813
I00732,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",1827,36479,5.0084
I00732,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3235,77249,4.1878
I00732,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1465,38126,3.8425
I00732,R1H,"BARTS HEALTH NHS TRUST",3582,135273,2.6480
I00732,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2198,55761,3.9418
I00732,RC1,"BEDFORD HOSPITAL NHS TRUST",1178,32857,3.5852
I00732,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",2393,49366,4.8475
I00732,RMC,"BOLTON NHS FOUNDATION TRUST",1681,56133,2.9947
I00732,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1768,66833,2.6454
I00732,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",2414,60766,3.9726
I00732,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1553,50484,3.0762
I00732,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",1273,39405,3.2306
I00732,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",2403,60639,3.9628
I00732,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2235,58128,3.8450
I00732,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",1541,81638,1.8876
I00732,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",1957,45851,4.2682
I00732,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",1971,44466,4.4326
I00732,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",2292,48380,4.7375
I00732,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",1463,42691,3.4270
I00732,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",2984,73716,4.0480
I00732,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",*,*,3.0375
I00732,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1569,43056,3.6441
I00732,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",3167,73636,4.3009
I00732,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",2732,64578,4.2305
I00732,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1093,26904,4.0626
I00732,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",2355,57589,4.0893
I00732,RJN,"EAST CHESHIRE NHS TRUST",895,18409,4.8618
I00732,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",4123,90680,4.5468
I00732,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",2656,68389,3.8837
I00732,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",2568,47059,5.4570
I00732,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",1892,54223,3.4893
I00732,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3464,110077,3.1469
I00732,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",1430,28339,5.0460
I00732,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",*,*,5.0034
I00732,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",3002,73611,4.0782
I00732,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",1763,51490,3.4240
I00732,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",1260,60371,2.0871
I00732,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",1996,53942,3.7003
I00732,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",900,22984,3.9158
I00732,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",4494,147754,3.0415
I00732,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",576,40780,1.4125
