INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,IN_HOSPITAL_NUMERATOR,OUT_HOSPITAL_NUMERATOR,IN_HOSPITAL_RATE,OUT_HOSPITAL_RATE
I00733,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2130,1639,491,76.9484,23.0516
I00733,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",1149,815,334,70.9312,29.0688
I00733,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",4419,3121,1298,70.6268,29.3732
I00733,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",1380,999,381,72.3913,27.6087
I00733,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",2319,1627,692,70.1596,29.8404
I00733,RJN,"EAST CHESHIRE NHS TRUST",916,642,274,70.0873,29.9127
I00733,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",1490,1075,415,72.1477,27.8523
I00733,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",3067,2280,787,74.3397,25.6603
I00733,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",1954,1471,483,75.2815,24.7185
I00733,RK9,"PLYMOUTH HOSPITALS NHS TRUST",2344,1641,703,70.0085,29.9915
I00733,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",2935,2097,838,71.4480,28.5520
I00733,RKE,"THE WHITTINGTON HOSPITAL NHS TRUST",526,375,151,71.2928,28.7072
I00733,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",2418,1820,598,75.2688,24.7312
I00733,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",2079,1532,547,73.6893,26.3107
I00733,RLQ,"WYE VALLEY NHS TRUST",1203,834,369,69.3267,30.6733
I00733,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",1034,728,306,70.4062,29.5938
I00733,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3531,2527,1004,71.5661,28.4339
I00733,RM2,"UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST",1998,1481,517,74.1241,25.8759
I00733,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",1804,1348,456,74.7228,25.2772
I00733,RMC,"BOLTON NHS FOUNDATION TRUST",1806,1315,491,72.8128,27.1872
I00733,RMP,"TAMESIDE HOSPITAL NHS FOUNDATION TRUST",1465,988,477,67.4403,32.5597
I00733,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",1731,1203,528,69.4974,30.5026
I00733,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",2039,1540,499,75.5272,24.4728
I00733,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1557,1095,462,70.3276,29.6724
I00733,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",2477,1886,591,76.1405,23.8595
I00733,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",1825,1218,607,66.7397,33.2603
I00733,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",1594,1119,475,70.2008,29.7992
I00733,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",1850,1370,480,74.0541,25.9459
I00733,RNZ,"SALISBURY NHS FOUNDATION TRUST",1161,869,292,74.8493,25.1507
I00733,RP5,"DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST",2839,1987,852,69.9894,30.0106
I00733,RPA,"MEDWAY NHS FOUNDATION TRUST",1978,1491,487,75.3792,24.6208
I00733,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",2009,1474,535,73.3698,26.6302
I00733,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",1917,1394,523,72.7178,27.2822
I00733,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",1473,1139,334,77.3252,22.6748
I00733,RQQ,"HINCHINGBROOKE HEALTH CARE NHS TRUST",797,539,258,67.6286,32.3714
I00733,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",1635,1035,600,63.3028,36.6972
I00733,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",593,439,154,74.0304,25.9696
I00733,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",4450,3282,1168,73.7528,26.2472
I00733,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",1492,1099,393,73.6595,26.3405
I00733,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",4070,2895,1175,71.1302,28.8698
I00733,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1690,1131,559,66.9231,33.0769
I00733,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",2714,1998,716,73.6183,26.3817
I00733,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",1197,881,316,73.6007,26.3993
I00733,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",2769,2091,678,75.5146,24.4854
I00733,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",2975,2012,963,67.6303,32.3697
I00733,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",3302,2580,722,78.1345,21.8655
I00733,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",3209,2370,839,73.8548,26.1452
I00733,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3200,2409,791,75.2813,24.7188
I00733,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",1700,1181,519,69.4706,30.5294
I00733,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",1802,1304,498,72.3640,27.6360
I00733,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",2865,2176,689,75.9511,24.0489
I00733,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",1921,1292,629,67.2566,32.7434
I00733,RVJ,"NORTH BRISTOL NHS TRUST",2056,1563,493,76.0214,23.9786
I00733,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",2090,1534,556,73.3971,26.6029
I00733,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",4112,2660,1452,64.6887,35.3113
I00733,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",2092,1549,543,74.0440,25.9560
I00733,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",1280,847,433,66.1719,33.8281
I00733,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1732,1415,317,81.6975,18.3025
I00733,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",4010,2689,1321,67.0574,32.9426
I00733,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",3516,2483,1033,70.6200,29.3800
I00733,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",3700,2556,1144,69.0811,30.9189
I00733,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",4446,2933,1513,65.9694,34.0306
I00733,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",2232,1518,714,68.0108,31.9892
I00733,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",2128,1453,675,68.2801,31.7199
I00733,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",2453,1705,748,69.5067,30.4933
I00733,RWJ,"STOCKPORT NHS FOUNDATION TRUST",1873,1421,452,75.8676,24.1324
I00733,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",2861,1906,955,66.6201,33.3799
I00733,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",1608,1140,468,70.8955,29.1045
I00733,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",2347,1651,696,70.3451,29.6549
I00733,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",4672,3631,1041,77.7183,22.2817
I00733,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",2682,1857,825,69.2394,30.7606
I00733,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",3056,2169,887,70.9751,29.0249
I00733,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",2411,1709,702,70.8835,29.1165
I00733,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",2229,1646,583,73.8448,26.1552
I00733,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",2409,1727,682,71.6895,28.3105
I00733,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",2276,1742,534,76.5378,23.4622
I00733,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",2990,2034,956,68.0268,31.9732
I00733,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1705,1246,459,73.0792,26.9208
I00733,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",2732,1977,755,72.3646,27.6354
I00733,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",2472,1611,861,65.1699,34.8301
I00733,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",2304,1714,590,74.3924,25.6076
I00733,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",3084,2062,1022,66.8612,33.1388
