INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,IN_HOSPITAL_NUMERATOR,OUT_HOSPITAL_NUMERATOR,IN_HOSPITAL_RATE,OUT_HOSPITAL_RATE
I00733,R1F,"ISLE OF WIGHT NHS TRUST",846,553,293,65.3664,34.6336
I00733,R1H,"BARTS HEALTH NHS TRUST",3874,3032,842,78.2654,21.7346
I00733,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",2646,2033,613,76.8330,23.1670
I00733,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",1273,798,475,62.6866,37.3134
I00733,RA3,"WESTON AREA HEALTH NHS TRUST",1010,684,326,67.7228,32.2772
I00733,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",988,663,325,67.1053,32.8947
I00733,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",1761,1314,447,74.6167,25.3833
I00733,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",1921,1342,579,69.8594,30.1406
I00733,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1783,1179,604,66.1245,33.8755
I00733,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2285,1566,719,68.5339,31.4661
I00733,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",2782,2020,762,72.6096,27.3904
I00733,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",1481,1189,292,80.2836,19.7164
I00733,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",1041,830,211,79.7310,20.2690
I00733,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",1267,920,347,72.6125,27.3875
I00733,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",1641,1093,548,66.6057,33.3943
I00733,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1169,761,408,65.0984,34.9016
I00733,RBK,"WALSALL HEALTHCARE NHS TRUST",1683,1192,491,70.8259,29.1741
I00733,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",2197,1586,611,72.1893,27.8107
I00733,RBN,"ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST",2253,1552,701,68.8859,31.1141
I00733,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",1457,966,491,66.3006,33.6994
I00733,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",1259,954,305,75.7744,24.2256
I00733,RC1,"BEDFORD HOSPITAL NHS TRUST",1155,805,350,69.6970,30.3030
I00733,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1686,1204,482,71.4116,28.5884
I00733,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",3182,2192,990,68.8875,31.1125
I00733,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",961,681,280,70.8637,29.1363
I00733,RCF,"AIREDALE NHS FOUNDATION TRUST",1068,720,348,67.4157,32.5843
I00733,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1479,992,487,67.0723,32.9277
I00733,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",2001,1464,537,73.1634,26.8366
I00733,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",1577,1213,364,76.9182,23.0818
I00733,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1231,869,362,70.5930,29.4070
I00733,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2080,1539,541,73.9904,26.0096
I00733,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",2235,1580,655,70.6935,29.3065
I00733,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3413,2512,901,73.6009,26.3991
I00733,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",2161,1696,465,78.4822,21.5178
I00733,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",1155,873,282,75.5844,24.4156
I00733,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",2345,1608,737,68.5714,31.4286
I00733,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1967,1379,588,70.1068,29.8932
I00733,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2999,2164,835,72.1574,27.8426
I00733,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1444,979,465,67.7978,32.2022
I00733,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",1597,1158,439,72.5110,27.4890
I00733,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",1800,1253,547,69.6111,30.3889
I00733,RGN,"PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST",1935,1356,579,70.0775,29.9225
I00733,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1488,1083,405,72.7823,27.2177
I00733,RGQ,"IPSWICH HOSPITAL NHS TRUST",1979,1346,633,68.0141,31.9859
I00733,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",1461,1065,396,72.8953,27.1047
I00733,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2367,1591,776,67.2159,32.7841
I00733,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",1956,1369,587,69.9898,30.0102
I00733,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",2790,2163,627,77.5269,22.4731
I00733,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",3594,2725,869,75.8208,24.1792
I00733,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",3066,2130,936,69.4716,30.5284
I00733,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",2035,1408,627,69.1892,30.8108
I00733,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",1406,1025,381,72.9018,27.0982
I00733,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",2336,1771,565,75.8134,24.1866
I00733,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",1312,970,342,73.9329,26.0671
