INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,Q1_NUMERATOR,Q2_NUMERATOR,Q3_NUMERATOR,Q4_NUMERATOR,Q5_NUMERATOR,NULL_NUMERATOR,Q1_RATE,Q2_RATE,Q3_RATE,Q4_RATE,Q5_RATE,NULL_RATE
I00742,ENG,"ENGLAND",8906134,2134589,1858165,1687484,1549719,1423102,253075,23.9676,20.8639,18.9474,17.4006,15.9789,2.8416
I00742,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",48208,27614,6660,6251,4171,2711,801,57.2809,13.8151,12.9667,8.6521,5.6235,1.6615
I00742,RCF,"AIREDALE NHS FOUNDATION TRUST",34833,7579,4774,6723,10379,5157,221,21.7581,13.7054,19.3007,29.7965,14.8049,0.6345
I00742,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",42117,475,4539,7269,10048,19455,331,1.1278,10.7771,17.2591,23.8573,46.1927,0.7859
I00742,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",82856,17798,25995,17889,13907,6013,1254,21.4806,31.3737,21.5905,16.7845,7.2572,1.5135
I00742,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",42125,14487,11706,7632,3958,1890,2452,34.3905,27.7887,18.1175,9.3958,4.4866,5.8208
I00742,R1H,"BARTS HEALTH NHS TRUST",155421,88781,33471,14985,8388,5060,4736,57.1229,21.5357,9.6416,5.3970,3.2557,3.0472
I00742,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",54894,9614,15160,10864,8425,10396,435,17.5138,27.6169,19.7909,15.3478,18.9383,0.7924
I00742,RC1,"BEDFORD HOSPITAL NHS TRUST",33429,3207,6142,5456,8012,10383,229,9.5935,18.3733,16.3212,23.9672,31.0599,0.6850
I00742,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",57161,19294,11511,10346,9010,6460,540,33.7538,20.1379,18.0998,15.7625,11.3014,0.9447
I00742,RMC,"BOLTON NHS FOUNDATION TRUST",65382,30905,13487,8326,7297,4910,457,47.2684,20.6280,12.7344,11.1606,7.5097,0.6990
I00742,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",75557,42682,14362,10044,4847,2659,963,56.4898,19.0082,13.2933,6.4150,3.5192,1.2745
I00742,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",71181,9767,15594,15696,13599,15397,1128,13.7214,21.9075,22.0508,19.1048,21.6308,1.5847
I00742,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",56825,378,10033,9491,9869,26828,226,0.6652,17.6560,16.7022,17.3674,47.2116,0.3977
I00742,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",42510,6366,8098,9836,10656,6887,667,14.9753,19.0496,23.1381,25.0670,16.2009,1.5690
I00742,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",66162,18565,17164,10428,12163,7537,305,28.0599,25.9424,15.7613,18.3837,11.3917,0.4610
I00742,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",77367,2047,9770,12831,21747,28144,2828,2.6458,12.6281,16.5846,28.1089,36.3773,3.6553
I00742,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",105314,52689,21728,12931,8632,6220,3114,50.0304,20.6316,12.2785,8.1964,5.9061,2.9569
I00742,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",90330,10481,27238,20250,14917,6277,11167,11.6030,30.1539,22.4178,16.5139,6.9490,12.3624
I00742,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",50008,10990,14156,8827,9705,6048,282,21.9765,28.3075,17.6512,19.4069,12.0941,0.5639
I00742,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",57048,24850,15799,7355,6276,2113,655,43.5598,27.6942,12.8927,11.0013,3.7039,1.1482
I00742,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",57191,6402,14128,14037,13987,8261,376,11.1941,24.7032,24.5441,24.4566,14.4446,0.6574
I00742,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",48454,9732,5175,5316,7252,11221,9758,20.0850,10.6802,10.9712,14.9668,23.1580,20.1387
I00742,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",82395,25867,24164,13204,9635,9037,488,31.3939,29.3270,16.0252,11.6937,10.9679,0.5923
I00742,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",44100,8877,15123,10265,5335,2453,2047,20.1293,34.2925,23.2766,12.0975,5.5624,4.6417
I00742,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",56221,6977,14258,11223,12704,10653,406,12.4100,25.3606,19.9623,22.5965,18.9484,0.7222
I00742,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",87810,17668,16740,18833,15141,16473,2955,20.1207,19.0639,21.4474,17.2429,18.7598,3.3652
I00742,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",77413,30240,18036,14565,11848,2257,467,39.0632,23.2984,18.8147,15.3049,2.9155,0.6033
I00742,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",31505,3708,5471,11600,8044,2537,145,11.7696,17.3655,36.8196,25.5325,8.0527,0.4602
I00742,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",68395,1635,9175,17974,15570,23422,619,2.3905,13.4147,26.2797,22.7648,34.2452,0.9050
I00742,RJN,"EAST CHESHIRE NHS TRUST",20374,1466,2805,4230,3875,7913,85,7.1954,13.7675,20.7618,19.0193,38.8387,0.4172
I00742,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",107274,20282,23634,28182,26874,7574,728,18.9067,22.0314,26.2710,25.0517,7.0604,0.6786
I00742,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",79770,37342,17498,8185,11741,4661,343,46.8121,21.9356,10.2607,14.7186,5.8430,0.4300
I00742,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",53336,11580,15553,12402,9486,3877,438,21.7114,29.1604,23.2526,17.7854,7.2690,0.8212
