INDICATOR_CODE,DIAGNOSIS_GROUP,AIC_FULL,SCHWARTZ_FULL,NEG2LOGL_FULL,AIC_INTERCEPT,SCHWARTZ_INTERCEPT,NEG2LOGL_INTERCEPT,LIKELIHOOD_RATIO_CHI_SQUARE,LIKELIHOOD_RATIO_DF,LIKELIHOOD_RATIO_P_VALUE,SCORE_CHI_SQUARE,SCORE_DF,SCORE_P_VALUE,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE,PERCENT_CONCORDANT,PERCENT_DISCORDANT,PERCENT_TIED,PAIRS,SOMERS_D,GAMMA,TAU_A,C
I00699,1,1711.4985,1886.3659,1659.4985,2137.8928,2144.6185,2135.8928,476.3943,25,0,707.92,25,0,344.5779,25,0,85.3091,14.3813,0.3096,1516814,0.7093,0.7115,0.0567,0.8546
I00699,2,324438.8123,324719.7462,324386.8123,364323.1392,364333.9444,364321.1392,39934.327,25,0,35641.6498,25,0,26294.2567,25,0,71.9523,26.9352,1.1125,21204892432,0.4502,0.4552,0.144,0.7251
I00699,3,5282.1683,5479.6487,5230.1683,6602.7348,6610.3302,6600.7348,1370.5665,25,0,1420.7099,25,0,597.8377,25,0,83.4833,16.0345,0.4822,12016532,0.6745,0.6778,0.0751,0.8372
I00699,4,3174.1156,3363.3047,3122.1156,3702.0036,3709.2801,3700.0036,577.888,25,0,571.4709,25,0,328.7882,25,0,81.0937,18.5227,0.3836,4556355,0.6257,0.6281,0.05,0.8129
I00699,5,1816.8947,1863.8828,1802.8947,1881.1389,1887.8515,1879.1389,76.2442,6,0,79.4001,6,0,74.8309,6,0,65.0365,30.1443,4.8192,1277698,0.3489,0.3666,0.0241,0.6745
I00699,6,8279.6167,8561.7557,8227.6167,12494.4796,12505.3311,12492.4796,4264.8629,25,0,15600.708,25,0,2463.1524,25,0,95.955,3.8748,0.1703,336340784,0.9208,0.9224,0.0043,0.9604
I00699,7,13154.8121,13378.914,13102.8121,17768.3185,17776.9378,17766.3185,4663.5064,25,0,5377.3737,25,0,3138.9602,25,0,86.7183,13.0152,0.2666,89182170,0.737,0.739,0.0785,0.8685
I00699,8,21432.9965,21613.3603,21388.9965,26146.3977,26154.5961,26144.3977,4755.4012,21,0,4174.0456,21,0,3180.5648,21,0,78.7696,20.7271,0.5033,111170664,0.5804,0.5834,0.1789,0.7902
I00699,9,13993.4832,14164.4122,13949.4832,17589.8346,17597.6041,17587.8346,3638.3514,21,0,3158.0217,21,0,2247.656,21,0,79.9888,19.5032,0.508,49264992,0.6049,0.6079,0.1948,0.8024
I00699,10,32253.345,32473.4942,32205.345,45059.1828,45068.3557,45057.1828,12851.8378,23,0,12593.4231,23,0,7290.4559,23,0,86.834,12.8428,0.3233,440217033,0.7399,0.7423,0.1286,0.87
I00699,11,17348.7545,17541.3054,17304.7545,25395.2561,25404.0084,25393.2561,8088.5016,21,0,8794.4298,21,0,4721.7286,21,0,88.783,10.9505,0.2665,155454936,0.7783,0.7804,0.1108,0.8892
I00699,12,14933.008,15139.8772,14881.008,20314.4865,20322.443,20312.4865,5431.4785,25,0,4870.9641,25,0,3090.0971,25,0,83.936,15.6209,0.4431,67567060,0.6832,0.6862,0.2076,0.8416
I00699,13,24574.5001,24777.8283,24524.5001,29989.777,29997.9101,29987.777,5463.2769,24,0,4646.2881,24,0,3605.7984,24,0,77.5617,21.8531,0.5852,128509836,0.5571,0.5604,0.2261,0.7785
I00699,14,9980.4083,10177.6862,9928.4083,12777.9485,12785.5361,12775.9485,2847.5402,25,0,2492.485,25,0,1728.644,25,0,82.1069,17.4729,0.4203,28440216,0.6463,0.6491,0.1729,0.8232
I00699,15,70354.8436,70596.2227,70302.8436,91422.1318,91431.4156,91420.1318,21117.2882,25,0,17209.0653,25,0,10970.3054,25,0,80.0306,19.3598,0.6096,1221800435,0.6067,0.6104,0.2344,0.8034
I00699,16,4154.6624,4319.5162,4104.6624,5182.9103,5189.5044,5180.9103,1076.2479,24,0,930.6188,24,0,618.4929,24,0,80.1429,19.2551,0.602,4406796,0.6089,0.6126,0.1841,0.8044
I00699,17,5025.4524,5238.6107,4973.4524,8739.8114,8748.0098,8737.8114,3764.3589,25,0,5433.3514,25,0,1934.6833,25,0,93.8841,5.9567,0.1593,26604900,0.8793,0.8807,0.0649,0.9396
