INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,Q1_NUMERATOR,Q2_NUMERATOR,Q3_NUMERATOR,Q4_NUMERATOR,Q5_NUMERATOR,NULL_NUMERATOR,Q1_RATE,Q2_RATE,Q3_RATE,Q4_RATE,Q5_RATE,NULL_RATE
I00742,ENG,"ENGLAND",8915877,2114802,1845421,1680020,1546017,1422851,306766,23.7195,20.6981,18.8430,17.3400,15.9586,3.4407
I00742,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",47292,26968,6428,6159,4309,2639,789,57.0244,13.5922,13.0233,9.1115,5.5802,1.6684
I00742,RCF,"AIREDALE NHS FOUNDATION TRUST",34493,7362,4653,6722,10267,5265,224,21.3435,13.4897,19.4880,29.7655,15.2640,0.6494
I00742,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",42591,453,4671,7378,10117,19668,304,1.0636,10.9671,17.3229,23.7538,46.1788,0.7138
I00742,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",84869,18092,26752,18365,14260,6171,1229,21.3176,31.5215,21.6392,16.8024,7.2712,1.4481
I00742,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",41934,13807,11496,7556,3926,1914,3235,32.9255,27.4145,18.0188,9.3623,4.5643,7.7145
I00742,R1H,"BARTS HEALTH NHS TRUST",154656,88005,32994,15051,8347,5268,4991,56.9037,21.3338,9.7319,5.3971,3.4063,3.2272
I00742,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",57986,10085,15844,11679,8977,11032,369,17.3921,27.3238,20.1411,15.4813,19.0253,0.6364
I00742,RC1,"BEDFORD HOSPITAL NHS TRUST",35509,3406,6558,5859,8266,11206,214,9.5919,18.4686,16.5000,23.2786,31.5582,0.6027
I00742,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",56840,19312,11340,10337,8832,6483,536,33.9761,19.9507,18.1861,15.5384,11.4057,0.9430
I00742,RMC,"BOLTON NHS FOUNDATION TRUST",63703,30168,13166,7946,7162,4780,481,47.3573,20.6678,12.4735,11.2428,7.5036,0.7551
I00742,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",76657,43054,14474,10224,4743,2790,1372,56.1645,18.8815,13.3373,6.1873,3.6396,1.7898
I00742,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",71388,9859,15454,15815,13703,15441,1116,13.8104,21.6479,22.1536,19.1951,21.6297,1.5633
I00742,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",56718,344,10228,9436,9728,26755,227,0.6065,18.0331,16.6367,17.1515,47.1720,0.4002
I00742,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",43282,6578,8242,10183,10909,7158,212,15.1980,19.0426,23.5271,25.2045,16.5381,0.4898
