INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,Q1_NUMERATOR,Q2_NUMERATOR,Q3_NUMERATOR,Q4_NUMERATOR,Q5_NUMERATOR,NULL_NUMERATOR,Q1_RATE,Q2_RATE,Q3_RATE,Q4_RATE,Q5_RATE,NULL_RATE
I00742,ENG,"ENGLAND",8903159,2139147,1860476,1686455,1547093,1417479,252509,24.0268,20.8968,18.9422,17.3769,15.9211,2.8362
I00742,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",48478,27905,6675,6297,4183,2655,763,57.5622,13.7691,12.9894,8.6287,5.4767,1.5739
I00742,RCF,"AIREDALE NHS FOUNDATION TRUST",34898,7630,4656,6906,10273,5205,228,21.8637,13.3417,19.7891,29.4372,14.9149,0.6533
I00742,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",41381,457,4472,7116,9899,19081,356,1.1044,10.8069,17.1963,23.9216,46.1105,0.8603
I00742,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",83005,17912,26145,17989,13743,5976,1240,21.5794,31.4981,21.6722,16.5568,7.1996,1.4939
I00742,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",42669,15037,11915,7869,4187,1943,1718,35.2410,27.9243,18.4420,9.8127,4.5537,4.0263
I00742,R1H,"BARTS HEALTH NHS TRUST",155685,88839,33553,14961,8495,5151,4686,57.0633,21.5519,9.6098,5.4565,3.3086,3.0099
I00742,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",54208,9702,14708,10724,8225,10336,513,17.8977,27.1325,19.7831,15.1730,19.0673,0.9464
I00742,RC1,"BEDFORD HOSPITAL NHS TRUST",33423,3133,6166,5418,8096,10361,249,9.3738,18.4484,16.2104,24.2228,30.9996,0.7450
I00742,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",57348,19437,11538,10446,9043,6327,557,33.8931,20.1193,18.2151,15.7686,11.0326,0.9713
I00742,RMC,"BOLTON NHS FOUNDATION TRUST",65685,31042,13614,8348,7312,4929,440,47.2589,20.7262,12.7091,11.1319,7.5040,0.6699
I00742,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",75105,41896,14366,9943,4773,2700,1427,55.7832,19.1279,13.2388,6.3551,3.5950,1.9000
I00742,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",70761,9693,15409,15805,13464,15283,1107,13.6982,21.7761,22.3357,19.0274,21.5981,1.5644
I00742,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",57812,352,10096,9580,10022,27548,214,0.6089,17.4635,16.5710,17.3355,47.6510,0.3702
I00742,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",42047,6105,7937,9498,10346,6707,1454,14.5195,18.8765,22.5890,24.6058,15.9512,3.4580
I00742,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",66567,18628,17203,10544,12320,7558,314,27.9838,25.8431,15.8397,18.5077,11.3540,0.4717
