INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00721,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,1975,0,402,402,0,20.3544,20.3544
I00721,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,1612,219,478,492,13.5856,29.6526,30.5211
I00721,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1213,0,481,481,0,39.6538,39.6538
I00721,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1978,285,510,549,14.4085,25.7836,27.7553
I00721,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,2236,0,514,514,0,22.9875,22.9875
I00721,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,3336,23,1325,1328,0.6894,39.7182,39.8082
I00721,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,2150,363,974,985,16.8837,45.3023,45.814
I00721,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,1176,152,244,244,12.9252,20.7483,20.7483
I00721,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,2303,1,571,571,0.0434,24.7937,24.7937
I00721,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1979,0,940,940,0,47.4987,47.4987
I00721,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3195,0,669,669,0,20.939,20.939
I00721,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1432,0,231,231,0,16.1313,16.1313
I00721,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1553,0,536,536,0,34.5138,34.5138
I00721,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1777,0,492,492,0,27.6871,27.6871
I00721,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,901,0,218,218,0,24.1953,24.1953
I00721,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,1904,0,581,581,0,30.5147,30.5147
I00721,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1522,0,390,390,0,25.6242,25.6242
I00721,RGQ,IPSWICH HOSPITAL NHS TRUST,1898,0,291,291,0,15.3319,15.3319
I00721,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,1439,0,297,297,0,20.6393,20.6393
I00721,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2289,1,573,574,0.0437,25.0328,25.0765
I00721,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,1928,0,332,332,0,17.2199,17.2199
I00721,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2819,428,1121,1146,15.1827,39.7659,40.6527
I00721,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3486,246,811,830,7.0568,23.2645,23.8095
I00721,RHU,PORTSMOUTH HOSPITALS NHS TRUST,3050,0,833,833,0,27.3115,27.3115
I00721,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2031,0,854,854,0,42.0483,42.0483
I00721,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1411,0,659,659,0,46.7045,46.7045
I00721,RJ2,LEWISHAM AND GREENWICH NHS TRUST,2333,0,684,684,0,29.3185,29.3185
I00721,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1280,0,129,129,0,10.0781,10.0781
I00721,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2130,0,625,625,0,29.3427,29.3427
I00721,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1146,0,246,246,0,21.466,21.466
I00721,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,4304,0,1342,1342,0,31.1803,31.1803
I00721,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,1336,0,291,291,0,21.7814,21.7814
I00721,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2308,0,317,317,0,13.7348,13.7348
I00721,RJN,EAST CHESHIRE NHS TRUST,907,0,147,147,0,16.2073,16.2073
I00721,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1440,0,472,472,0,32.7778,32.7778
I00721,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,3037,0,1143,1143,0,37.6358,37.6358
I00721,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,1897,0,286,286,0,15.0764,15.0764
I00721,RK9,PLYMOUTH HOSPITALS NHS TRUST,2384,2,406,407,0.0839,17.0302,17.0721
I00721,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2897,0,362,362,0,12.4957,12.4957
I00721,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,521,0,0,0,0,0,0
I00721,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2372,0,651,651,0,27.4452,27.4452
I00721,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,2050,0,679,679,0,33.122,33.122
I00721,RLQ,WYE VALLEY NHS TRUST,1163,0,245,245,0,21.0662,21.0662
I00721,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,975,0,327,327,0,33.5385,33.5385
I00721,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3484,1,606,606,0.0287,17.3938,17.3938
I00721,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,1944,1,223,224,0.0514,11.4712,11.5226
I00721,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1756,0,824,824,0,46.9248,46.9248
I00721,RMC,BOLTON NHS FOUNDATION TRUST,1812,0,417,417,0,23.0132,23.0132
I00721,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,1388,0,320,320,0,23.0548,23.0548
I00721,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1732,59,511,513,3.4065,29.5035,29.6189
I00721,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,2038,91,439,444,4.4652,21.5407,21.7861
I00721,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1551,0,598,598,0,38.5558,38.5558
I00721,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2377,0,647,647,0,27.2192,27.2192
I00721,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,1820,0,413,413,0,22.6923,22.6923
I00721,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1567,0,416,416,0,26.5475,26.5475
I00721,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1836,0,430,430,0,23.4205,23.4205
I00721,RNZ,SALISBURY NHS FOUNDATION TRUST,1124,149,384,392,13.2562,34.1637,34.8754
I00721,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,2824,0,829,829,0,29.3555,29.3555
I00721,RPA,MEDWAY NHS FOUNDATION TRUST,1906,0,631,631,0,33.106,33.106
I00721,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,1975,0,728,728,0,36.8608,36.8608
I00721,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,1850,0,427,427,0,23.0811,23.0811
I00721,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,541,26,199,204,4.8059,36.7837,37.7079
I00721,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,754,1,284,285,0.1326,37.6658,37.7984
I00721,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1627,0,217,217,0,13.3374,13.3374
I00721,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,558,0,140,140,0,25.0896,25.0896
I00721,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,4428,0,1072,1072,0,24.2096,24.2096
I00721,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1469,148,205,213,10.0749,13.9551,14.4997
I00721,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,3991,0,917,917,0,22.9767,22.9767
I00721,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1712,0,481,481,0,28.0958,28.0958
I00721,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2643,0,770,770,0,29.1336,29.1336
I00721,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1207,0,412,412,0,34.1342,34.1342
I00721,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2738,0,663,663,0,24.2148,24.2148
I00721,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,3003,0,641,641,0,21.3453,21.3453
I00721,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,3263,577,1085,1111,17.6831,33.2516,34.0484
I00721,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,3140,287,812,838,9.1401,25.8599,26.6879
I00721,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,3193,287,1002,1007,8.9884,31.3811,31.5377
I00721,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1664,0,630,630,0,37.8606,37.8606
I00721,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1747,0,558,558,0,31.9405,31.9405
I00721,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2798,0,545,545,0,19.4782,19.4782
I00721,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1918,1,573,573,0.0521,29.8749,29.8749
I00721,RVJ,NORTH BRISTOL NHS TRUST,2044,36,542,553,1.7613,26.5166,27.0548
I00721,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,2069,0,789,789,0,38.1344,38.1344
I00721,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,4065,0,738,738,0,18.155,18.155
I00721,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,2029,0,417,417,0,20.552,20.552
I00721,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1302,0,222,222,0,17.0507,17.0507
I00721,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1728,0,447,447,0,25.8681,25.8681
I00721,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,3984,103,872,880,2.5853,21.8876,22.0884
I00721,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3453,125,804,823,3.62,23.2841,23.8343
I00721,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3661,0,869,869,0,23.7367,23.7367
I00721,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4451,0,996,996,0,22.377,22.377
I00721,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2198,0,295,295,0,13.4213,13.4213
I00721,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,2083,0,655,655,0,31.445,31.445
I00721,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2472,203,1119,1121,8.212,45.267,45.3479
I00721,RWJ,STOCKPORT NHS FOUNDATION TRUST,1819,0,430,430,0,23.6394,23.6394
I00721,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2848,0,837,837,0,29.389,29.389
I00721,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1597,1,521,522,0.0626,32.6237,32.6863
I00721,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2248,0,433,433,0,19.2616,19.2616
I00721,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,4653,263,918,919,5.6523,19.7292,19.7507
I00721,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2687,0,516,516,0,19.2036,19.2036
I00721,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,3050,0,657,657,0,21.541,21.541
I00721,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2389,0,565,565,0,23.6501,23.6501
I00721,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2168,0,466,466,0,21.4945,21.4945
I00721,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2435,4,446,447,0.1643,18.3162,18.3573
I00721,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2337,0,676,676,0,28.926,28.926
I00721,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3009,0,517,517,0,17.1818,17.1818
I00721,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1640,43,552,558,2.622,33.6585,34.0244
I00721,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2728,0,566,566,0,20.7478,20.7478
I00721,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2396,0,646,646,0,26.9616,26.9616
I00721,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2232,1,1135,1135,0.0448,50.8513,50.8513
I00721,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,3061,0,815,815,0,26.6253,26.6253
