INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I01964,ENG,"ENGLAND",1080917,8915877,12.1235
I01964,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",7066,47292,14.9412
I01964,RCF,"AIREDALE NHS FOUNDATION TRUST",4190,34493,12.1474
I01964,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",4191,42591,9.8401
I01964,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",11011,84869,12.9741
I01964,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",4640,41934,11.0650
I01964,R1H,"BARTS HEALTH NHS TRUST",17253,154656,11.1557
I01964,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",5379,57986,9.2764
I01964,RC1,"BEDFORD HOSPITAL NHS TRUST",5047,35509,14.2133
I01964,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",6987,56840,12.2924
I01964,RMC,"BOLTON NHS FOUNDATION TRUST",6884,63703,10.8064
I01964,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",9742,76657,12.7086
I01964,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",8398,71388,11.7639
I01964,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",6100,56718,10.7550
I01964,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",5212,43282,12.0420
I01964,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",7671,66678,11.5045
I01964,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",7771,74366,10.4497
I01964,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",18208,89580,20.3260
I01964,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",5896,49924,11.8100
I01964,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",4433,56487,7.8478
