INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I02038,ENG,ENGLAND,85627,9323680,0.9
I02038,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,0,63525,0
I02038,RCF,AIREDALE NHS FOUNDATION TRUST,0,33300,0
I02038,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,135,43445,0.3
I02038,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",1180,84475,1.4
I02038,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,0,46990,0
I02038,R1H,BARTS HEALTH NHS TRUST,290,175375,0.2
I02038,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,240,79355,0.3
I02038,RC1,BEDFORD HOSPITAL NHS TRUST,0,36610,0
I02038,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,1100,54550,2
I02038,RMC,BOLTON NHS FOUNDATION TRUST,0,60760,0
I02038,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,460,97575,0.5
I02038,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,700,69285,1
I02038,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,840,64670,1.3
I02038,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,455,71120,0.6
I02038,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,345,76485,0.5
I02038,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,0,95885,0
I02038,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,0,51640,0
I02038,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,590,48155,1.2
I02038,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,1725,82305,2.1
I02038,RJ6,CROYDON HEALTH SERVICES NHS TRUST,0,37115,0
I02038,RN7,DARTFORD AND GRAVESHAM NHS TRUST,15,57100,0
I02038,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,1500,73655,2
I02038,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,0,29345,0
I02038,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,0,67400,0
I02038,RJN,EAST CHESHIRE NHS TRUST,0,19600,0
I02038,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,2875,109435,2.6
I02038,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2155,85580,2.5
I02038,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,1150,110495,1
I02038,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,0,63275,0
I02038,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,505,64220,0.8
I02038,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,460,130080,0.4
I02038,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,0,32855,0
I02038,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,0,24250,0
I02038,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,1140,91265,1.2
I02038,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,0,63280,0
I02038,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,490,95290,0.5
I02038,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,775,65995,1.2
I02038,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,275,27515,1
I02038,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,10,45620,0
I02038,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,1590,85195,1.9
I02038,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,1235,109555,1.1
I02038,R1F,ISLE OF WIGHT NHS TRUST,*,17810,*
I02038,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,280,33740,0.8
I02038,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,0,52575,0
I02038,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,0,114220,0
I02038,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,0,59705,0
I02038,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,1400,79655,1.8
I02038,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,1145,123365,0.9
I02038,RJ2,LEWISHAM AND GREENWICH NHS TRUST,15,91820,0
I02038,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,1840,105870,1.7
I02038,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,0,82380,0
I02038,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,615,76835,0.8
I02038,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,460,177745,0.3
I02038,RPA,MEDWAY NHS FOUNDATION TRUST,0,55545,0
I02038,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,50,51555,0.1
I02038,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,0,55560,0
I02038,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2245,93905,2.4
I02038,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,0,48755,0
I02038,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,*,90290,*
I02038,RVJ,NORTH BRISTOL NHS TRUST,25,90795,0
I02038,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,485,46440,1
I02038,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,0,49300,0
I02038,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,0,60325,0
I02038,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,750,82890,0.9
I02038,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,0,75670,0
I02038,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,70,30780,0.2
I02038,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,295,59265,0.5
