INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,IN_HOSPITAL_NUMERATOR,OUT_HOSPITAL_NUMERATOR,IN_HOSPITAL_RATE,OUT_HOSPITAL_RATE
I00733,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",1980,1435,545,72.4747,27.5253
I00733,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",1539,1163,376,75.5686,24.4314
I00733,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1197,818,379,68.3375,31.6625
I00733,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2075,1585,490,76.3855,23.6145
I00733,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",2232,1566,666,70.1613,29.8387
I00733,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3484,2547,937,73.1056,26.8944
I00733,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",2009,1575,434,78.3972,21.6028
I00733,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",1169,892,277,76.3045,23.6955
I00733,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",2366,1618,748,68.3855,31.6145
I00733,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2018,1412,606,69.9703,30.0297
I00733,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3122,2304,818,73.7988,26.2012
I00733,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1442,983,459,68.1692,31.8308
I00733,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",1458,997,461,68.3813,31.6187
I00733,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",1710,1169,541,68.3626,31.6374
I00733,RGN,"PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST",1914,1307,607,68.2863,31.7137
I00733,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1422,1034,388,72.7145,27.2855
I00733,RGQ,"IPSWICH HOSPITAL NHS TRUST",1909,1297,612,67.9413,32.0587
I00733,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",1334,901,433,67.5412,32.4588
I00733,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2141,1461,680,68.2391,31.7609
I00733,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",1953,1399,554,71.6334,28.3666
I00733,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",2709,2110,599,77.8885,22.1115
I00733,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",3585,2707,878,75.5091,24.4909
I00733,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",3052,2158,894,70.7077,29.2923
I00733,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",1117,753,364,67.4127,32.5873
I00733,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",1544,1117,427,72.3446,27.6554
I00733,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",2309,1748,561,75.7038,24.2962
I00733,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",1285,986,299,76.7315,23.2685
I00733,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2078,1576,502,75.8422,24.1578
I00733,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",1159,822,337,70.9232,29.0768
I00733,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",4331,3008,1323,69.4528,30.5472
I00733,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",1391,1031,360,74.1193,25.8807
I00733,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",2360,1576,784,66.7797,33.2203
I00733,RJN,"EAST CHESHIRE NHS TRUST",915,609,306,66.5574,33.4426
I00733,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",1499,1085,414,72.3816,27.6184
I00733,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",3000,2254,746,75.1333,24.8667
I00733,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",1886,1339,547,70.9968,29.0032
I00733,RK9,"PLYMOUTH HOSPITALS NHS TRUST",2323,1580,743,68.0155,31.9845
I00733,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",2885,2066,819,71.6118,28.3882
I00733,RKE,"THE WHITTINGTON HOSPITAL NHS TRUST",514,353,161,68.6770,31.3230
I00733,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",2528,1905,623,75.3560,24.6440
I00733,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",2024,1532,492,75.6917,24.3083
I00733,RLQ,"WYE VALLEY NHS TRUST",1159,801,358,69.1113,30.8887
I00733,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",1036,747,289,72.1042,27.8958
I00733,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3415,2402,1013,70.3367,29.6633
I00733,RM2,"UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST",1821,1372,449,75.3432,24.6568
I00733,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",1718,1274,444,74.1560,25.8440
I00733,RMC,"BOLTON NHS FOUNDATION TRUST",1666,1168,498,70.1080,29.8920
I00733,RMP,"TAMESIDE HOSPITAL NHS FOUNDATION TRUST",1383,924,459,66.8113,33.1887
I00733,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",1811,1291,520,71.2866,28.7134
I00733,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",1934,1457,477,75.3361,24.6639
I00733,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1483,1014,469,68.3749,31.6251
I00733,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",2295,1679,616,73.1590,26.8410
I00733,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",1761,1183,578,67.1777,32.8223
I00733,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",1570,1112,458,70.8280,29.1720
I00733,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",1712,1264,448,73.8318,26.1682
I00733,RNZ,"SALISBURY NHS FOUNDATION TRUST",1062,807,255,75.9887,24.0113
I00733,RP5,"DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST",2755,1893,862,68.7114,31.2886
I00733,RPA,"MEDWAY NHS FOUNDATION TRUST",1960,1419,541,72.3980,27.6020
I00733,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",1917,1421,496,74.1262,25.8738
I00733,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",1815,1268,547,69.8623,30.1377
I00733,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",1537,1191,346,77.4886,22.5114
I00733,RQQ,"HINCHINGBROOKE HEALTH CARE NHS TRUST",828,539,289,65.0966,34.9034
I00733,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",1511,957,554,63.3355,36.6645
I00733,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",584,449,135,76.8836,23.1164
I00733,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",4463,3257,1206,72.9778,27.0222
I00733,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",1449,1015,434,70.0483,29.9517
I00733,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",4186,3000,1186,71.6675,28.3325
I00733,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1674,1120,554,66.9056,33.0944
I00733,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",2691,1993,698,74.0617,25.9383
I00733,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",1087,824,263,75.8050,24.1950
I00733,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",2712,1995,717,73.5619,26.4381
I00733,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",2909,1898,1011,65.2458,34.7542
I00733,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",2966,2312,654,77.9501,22.0499
I00733,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",3149,2307,842,73.2614,26.7386
I00733,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3139,2305,834,73.4310,26.5690
I00733,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",1631,1162,469,71.2446,28.7554
I00733,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",1794,1304,490,72.6867,27.3133
I00733,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",2741,2007,734,73.2215,26.7785
I00733,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",1805,1192,613,66.0388,33.9612
I00733,RVJ,"NORTH BRISTOL NHS TRUST",2017,1519,498,75.3099,24.6901
I00733,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",1971,1450,521,73.5667,26.4333
I00733,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",4006,2636,1370,65.8013,34.1987
I00733,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",2005,1420,585,70.8229,29.1771
I00733,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",1171,726,445,61.9983,38.0017
I00733,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1687,1336,351,79.1938,20.8062
I00733,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",3980,2669,1311,67.0603,32.9397
I00733,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",3433,2298,1135,66.9385,33.0615
I00733,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",3497,2365,1132,67.6294,32.3706
I00733,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",4470,2935,1535,65.6600,34.3400
I00733,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",2258,1522,736,67.4048,32.5952
I00733,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",1895,1291,604,68.1266,31.8734
I00733,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",2272,1550,722,68.2218,31.7782
I00733,RWJ,"STOCKPORT NHS FOUNDATION TRUST",1829,1421,408,77.6927,22.3073
I00733,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",2800,1851,949,66.1071,33.8929
I00733,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",1521,1093,428,71.8606,28.1394
I00733,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",2366,1616,750,68.3009,31.6991
I00733,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",4404,3411,993,77.4523,22.5477
I00733,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",2555,1794,761,70.2153,29.7847
I00733,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",2900,2086,814,71.9310,28.0690
I00733,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",2377,1645,732,69.2049,30.7951
I00733,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",2197,1568,629,71.3701,28.6299
I00733,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",2377,1697,680,71.3925,28.6075
I00733,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",2215,1642,573,74.1309,25.8691
I00733,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",3010,2082,928,69.1694,30.8306
I00733,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1531,1135,396,74.1346,25.8654
I00733,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",2575,1860,715,72.2330,27.7670
I00733,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",2600,1686,914,64.8462,35.1538
I00733,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",2324,1750,574,75.3012,24.6988
I00733,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",3066,2067,999,67.4168,32.5832
